,q1_freq,q2_freq,q1_hash,q2_hash
45267,3,7,8968,9668
45268,4,1,14714,45547
45269,6,1,24324,45548
45270,43,47,3098,1219
45271,4,1,11960,45549
45272,21,24,20804,24268
45273,19,19,8632,37652
45274,26,1,5741,45550
45275,13,12,7048,28691
45276,8,1,19715,45551
45277,4,9,21682,17633
45278,35,19,1008,8248
45279,1,5,24325,13449
45280,31,22,3909,1220
45281,2,5,24326,40464
45282,23,24,2033,6928
45283,19,21,7025,35413
45284,13,15,15117,6136
45285,9,10,12390,5400
45286,7,1,5522,45552
45287,10,11,5335,10870
45288,10,1,16606,45553
45289,18,19,16526,34785
45290,6,28,24327,1273
45291,4,1,23598,45554
45292,7,2,6000,45555
45293,18,14,3552,41295
45294,4,4,3458,17117
45295,11,9,5698,7344
45296,11,11,24328,12298
45297,15,15,5915,4522
45298,7,2,5821,25055
45299,11,10,8379,16124
45300,17,15,1714,17270
45301,26,27,6810,4745
45302,6,1,5376,45556
45303,11,1,16597,45557
45304,7,16,23246,8420
45305,19,31,9122,31989
45306,34,31,3184,8706
45307,3,5,6446,889
45308,1,7,24329,11634
45309,6,7,414,17581
45310,12,11,523,6671
45311,4,1,2035,45558
45312,4,7,14209,2790
45313,12,13,6131,38951
45314,6,6,7355,4964
45315,4,1,24330,45559
45316,4,1,4364,45560
45317,5,1,4010,45561
45318,14,11,8055,4523
45319,4,3,6461,28796
45320,4,1,24331,45562
45321,24,23,1245,4497
45322,5,1,16780,45563
45323,22,29,2814,2232
45324,25,26,177,3748
45325,12,17,14443,335
45326,5,5,20846,16430
45327,41,42,16328,1491
45328,1,6,24332,20896
45329,18,20,7575,32212
45330,29,25,2851,2896
45331,20,19,9072,8035
45332,20,17,1101,4963
45333,4,5,24333,27265
45334,39,40,5793,587
45335,7,55,3836,1374
45336,10,10,4661,34262
45337,13,12,1159,18571
45338,14,15,12714,11694
45339,1,6,24334,14323
45340,5,1,24335,45564
45341,1,4,24336,503
45342,32,38,4095,3743
45343,28,40,3469,8786
45344,1,6,24337,7808
45345,8,8,7956,37815
45346,7,8,24338,25953
45347,4,4,24339,29815
45348,12,19,312,27015
45349,31,1,9400,45565
45350,4,1,24340,45566
45351,1,10,24341,13809
45352,9,11,10310,9932
45353,13,14,24051,6350
45354,5,3,6591,14312
45355,17,9,6362,16251
45356,1,4,24342,3696
45357,2,5,2934,263
45358,51,20,2302,11793
45359,13,12,291,36328
45360,7,6,8312,44460
45361,4,4,24343,36606
45362,31,6,17739,560
45363,9,18,24344,88
45364,36,30,1173,261
45365,3,13,13706,5473
45366,10,9,7117,8004
45367,43,42,917,1656
45368,4,4,19115,1630
45369,66,15,3576,8051
45370,25,12,860,24158
45371,22,22,2531,4351
45372,4,7,24345,34060
45373,6,7,6912,34486
45374,1,7,24346,6846
45375,4,1,3359,45567
45376,10,10,7520,42152
45377,1,25,24347,20259
45378,7,29,8711,1979
45379,6,8,24348,38321
45380,5,1,24349,45568
45381,7,7,24350,19214
45382,44,15,186,17746
45383,1,10,24351,10862
45384,16,2,3498,43938
45385,1,5,24352,17680
45386,7,2,679,45569
45387,9,10,7541,895
45388,5,4,3501,25689
45389,6,11,3103,28533
45390,5,9,24353,29638
45391,1,14,24354,1914
45392,1,11,24355,28469
45393,6,12,24356,19462
45394,4,1,24357,45570
45395,2,21,24358,34687
45396,10,11,24359,37583
45397,19,19,3721,29787
45398,4,2,14120,42921
45399,26,26,4008,10639
45400,14,14,4163,13547
45401,1,4,24360,19528
45402,13,8,15088,17744
45403,6,1,20262,45571
45404,9,5,17673,39171
45405,4,2,24361,45572
45406,42,42,2718,1491
45407,8,6,7846,45573
45408,9,9,5499,18681
45409,1,6,24362,38288
45410,4,1,15649,45574
45411,6,1,1316,45575
45412,22,24,1619,2972
45413,7,7,5701,13046
45414,10,2,6375,36326
45415,1,5,24363,34242
45416,12,9,5693,28848
45417,4,1,24364,45576
45418,9,7,18560,4009
45419,7,7,23499,14577
45420,22,19,739,7793
45421,5,2,12900,44080
45422,1,65,24365,10477
45423,1,4,24366,8287
45424,7,1,5522,45577
45425,1,7,24367,45578
45426,1,105,24368,34969
45427,27,21,7891,3598
45428,24,38,11386,4614
45429,6,1,12089,45579
45430,18,21,23365,26606
45431,2,8,24369,18532
45432,10,12,2162,461
45433,3,5,24370,25482
45434,8,1,2327,45580
45435,9,5,11727,20320
45436,1,4,24371,44530
45437,20,22,1415,937
45438,10,13,21379,15194
45439,6,4,1189,25521
45440,25,33,1899,26672
45441,1,26,24372,13680
45442,4,4,24373,37356
45443,12,1,3232,45581
45444,1,5,24374,17426
45445,13,13,14878,4983
45446,1,6,24375,3257
45447,36,31,22734,38457
45448,8,15,2290,24761
45449,9,1,5350,45582
45450,4,1,24376,45583
45451,25,28,1618,7218
45452,13,14,13803,22820
45453,4,1,22773,45584
45454,4,2,7416,28439
45455,4,7,23008,12761
45456,33,25,4995,12509
45457,1,4,24377,45585
45458,4,4,10005,17480
45459,43,43,3964,3098
45460,7,2,24378,18767
45461,4,1,13020,45586
45462,1,7,24379,34724
45463,12,11,11618,4775
45464,1,10,24380,4052
45465,7,1,7867,45587
45466,22,20,8050,20689
45467,14,3,13840,13743
45468,21,18,17032,26811
45469,1,6,24381,6783
45470,1,8,24382,17621
45471,6,1,18019,45588
45472,6,18,24383,12775
45473,21,16,4201,16342
45474,1,5,24384,34887
45475,1,5,24385,411
45476,5,1,8218,45589
45477,15,7,2709,29869
45478,6,1,24386,45590
45479,4,4,20020,39133
45480,4,1,20564,45591
45481,6,1,19085,45592
45482,4,1,63,45593
45483,20,20,763,4726
45484,2,7,24387,13984
45485,23,15,19794,18853
45486,15,1,18796,45594
45487,5,4,24388,36702
45488,4,5,10099,16037
45489,6,1,1107,45595
45490,23,21,13155,6785
45491,1,27,24389,22269
45492,9,15,12385,27550
45493,11,21,13124,7804
45494,10,7,13273,18065
45495,27,26,24390,40225
45496,15,13,5850,38385
45497,49,48,1888,26
45498,1,30,24391,26784
45499,11,11,21006,29781
45500,7,1,13232,45596
45501,1,6,24392,12842
45502,6,6,1094,37980
45503,1,4,24393,43894
45504,1,11,24394,12305
45505,7,53,10686,6037
45506,6,6,24395,22032
45507,30,33,688,33042
45508,1,6,24396,9338
45509,1,4,24397,92
45510,7,7,11925,23372
45511,7,5,19895,39118
45512,4,21,24398,4042
45513,5,2,23099,45597
45514,25,24,483,3001
45515,1,4,24399,35212
45516,19,19,4149,6247
45517,1,12,24400,24910
45518,5,1,21943,45598
45519,1,4,24401,5559
45520,18,13,4216,30080
45521,1,4,24402,24305
45522,1,5,24403,37362
45523,5,5,7473,39196
45524,5,1,6294,45599
45525,4,1,5817,45600
45526,1,7,24404,45601
45527,6,8,17704,24508
45528,4,5,8088,22087
45529,1,4,24405,5546
45530,2,4,24406,45602
45531,9,1,18769,45603
45532,11,12,8845,11430
45533,5,1,8500,45604
45534,6,1,11170,45605
45535,1,5,24407,32467
45536,5,5,5402,34474
45537,9,1,6432,45606
45538,4,7,14552,21204
45539,1,4,24408,34088
45540,2,26,4855,13680
45541,1,5,24409,31880
45542,11,2,4506,19947
45543,5,5,17119,11651
45544,9,7,5980,1091
45545,5,1,24410,45607
45546,2,8,24411,37144
45547,27,21,8386,6054
45548,1,6,24412,24777
45549,14,3,5965,40712
45550,44,31,379,3179
45551,6,1,5389,45608
45552,4,5,9511,29825
45553,6,1,21998,45609
45554,2,5,24413,6690
45555,1,5,24414,4926
45556,7,7,20733,18453
45557,8,13,12005,19879
45558,23,23,5808,3917
45559,2,4,24415,13683
45560,6,8,3080,31886
45561,27,26,8098,31505
45562,1,8,24416,20648
45563,6,2,3614,6513
45564,7,7,2404,4972
45565,6,4,24417,44735
45566,11,10,4540,42655
45567,5,5,24418,3221
45568,5,4,14864,39710
45569,6,4,4423,45610
45570,6,12,19008,6150
45571,13,13,631,22363
45572,5,1,24349,45611
45573,32,32,2886,1947
45574,14,15,8728,2709
45575,9,15,11868,4352
45576,5,1,24419,45612
45577,1,4,24420,28718
45578,5,4,24421,20805
45579,5,1,2642,45613
45580,61,1,15215,45614
45581,5,6,24422,85
45582,4,1,8040,45615
45583,6,6,24423,15947
45584,11,15,9701,27550
45585,5,1,20212,45616
45586,4,4,23008,28084
45587,5,1,7894,45617
45588,4,2,24424,35451
45589,12,12,3536,23219
45590,8,7,9836,23465
45591,4,7,24425,10245
45592,14,7,3982,6414
45593,40,31,1358,3179
45594,5,3,24426,16350
45595,4,1,6849,45618
45596,35,33,3125,1637
45597,8,11,17693,22047
45598,1,4,24427,19888
45599,4,4,24428,21380
45600,7,5,17809,13950
45601,4,4,24429,10792
45602,1,17,24430,4556
45603,1,6,24431,1713
45604,2,15,15819,40602
45605,16,15,3450,323
45606,22,32,9629,29414
45607,2,5,24432,37150
45608,9,1,184,45619
45609,37,8,3542,16015
45610,13,8,2111,8341
45611,7,7,7928,19334
45612,27,38,556,6744
45613,5,1,14196,45620
45614,10,8,5984,38045
45615,7,2,24433,45621
45616,11,12,14283,18940
45617,1,31,24434,5174
45618,11,20,9656,3083
45619,6,11,24383,34483
45620,4,1,24435,45622
45621,1,5,24436,8809
45622,17,16,9739,24690
45623,3,7,1193,12457
45624,8,5,8716,12114
45625,5,5,24437,40537
45626,1,4,24438,36051
45627,41,41,16328,26574
45628,7,10,5769,34971
45629,4,1,24439,45623
45630,5,5,5255,4469
45631,9,1,17489,45624
45632,7,2,24440,44461
45633,4,9,24441,26678
45634,1,7,24442,4739
45635,7,10,19066,34657
45636,18,33,9052,2490
45637,2,6,24443,43200
45638,18,4,7591,34434
45639,1,14,24444,34455
45640,20,11,3502,2028
45641,5,6,4234,37248
45642,8,9,11471,34195
45643,1,7,24445,3035
45644,1,10,24446,29424
45645,12,19,10317,32985
45646,1,10,24447,36971
45647,7,1,14940,45625
45648,5,5,2808,7976
45649,4,1,22416,45626
45650,5,3,13749,12312
45651,6,1,16244,45627
45652,10,13,13991,18315
45653,12,1,24119,45628
45654,5,1,11667,45629
45655,7,1,16502,45630
45656,31,31,2135,10267
45657,1,4,24448,45631
45658,12,7,15807,7397
45659,2,9,24449,34283
45660,5,2,23120,42292
45661,19,17,3998,4307
45662,1,4,24450,27681
45663,36,47,6770,3494
45664,26,18,10910,24814
45665,3,6,6582,33929
45666,11,11,7562,19976
45667,1,146,24451,236
45668,4,5,14247,45486
45669,6,10,24452,35376
45670,8,8,11587,40152
45671,5,10,13825,12112
45672,4,1,20484,45632
45673,9,10,12181,208
45674,5,4,12095,15009
45675,1,4,24453,12099
45676,1,6,24454,7271
45677,1,4,24455,37994
45678,1,7,24456,34546
45679,1,4,24457,25260
45680,1,5,24458,578
45681,1,105,24459,34969
45682,19,31,24460,9400
45683,4,1,11225,45633
45684,7,4,18636,18728
45685,14,18,2945,20963
45686,1,4,24461,33499
45687,1,7,24462,33366
45688,1,4,24463,27126
45689,4,1,24464,45634
45690,1,4,24465,34109
45691,15,10,391,34322
45692,4,1,13868,45635
45693,10,14,5101,18561
45694,2,4,24466,42396
45695,5,5,9665,21354
45696,5,7,21409,15331
45697,4,5,12587,37663
45698,45,43,621,7470
45699,5,3,15576,45030
45700,1,7,24467,39153
45701,4,1,9773,45636
45702,1,29,24468,1979
45703,1,5,24469,45637
45704,4,4,24470,38538
45705,5,5,23531,45638
45706,4,1,20863,45639
45707,1,8,24471,16373
45708,1,4,24472,5868
45709,1,4,24473,34531
45710,7,1,8183,45640
45711,9,8,5649,7162
45712,10,2,1633,17678
45713,17,6,9065,5439
45714,1,11,24474,17176
45715,19,17,9165,14521
45716,22,9,8219,25116
45717,4,2,21832,5747
45718,5,6,24475,12137
45719,5,1,11982,45641
45720,6,1,24476,45642
45721,24,27,2382,3334
45722,4,4,19368,41623
45723,3,5,11560,41104
45724,1,5,24477,21670
45725,4,1,24478,45643
45726,20,19,6907,8632
45727,7,7,3213,17853
45728,4,4,22301,22611
45729,3,10,24479,22508
45730,2,5,24480,5829
45731,4,1,24481,45644
45732,23,22,3077,9629
45733,10,4,19520,41576
45734,14,14,12713,8777
45735,12,43,2353,7470
45736,4,1,7980,45645
45737,1,9,24482,17916
45738,4,1,24483,45646
45739,2,5,8611,39032
45740,4,1,20870,45647
45741,4,4,24484,44276
45742,10,10,21894,42152
45743,12,15,15875,9410
45744,9,9,3328,40614
45745,12,15,14899,17746
45746,5,2,8607,44102
45747,5,5,24485,12397
45748,1,4,24486,45648
45749,4,2,20067,43918
45750,4,1,16592,45649
45751,5,1,9159,45650
45752,1,8,24487,3202
45753,6,2,24488,44781
45754,4,5,1407,43259
45755,2,5,4539,37663
45756,7,9,24489,12328
45757,1,6,24490,1951
45758,2,4,15198,18037
45759,4,1,21844,45651
45760,6,9,15001,41697
45761,9,16,2673,38124
45762,30,25,84,514
45763,23,9,4527,10156
45764,9,7,7158,400
45765,15,11,5850,17249
45766,1,7,24491,5002
45767,1,5,24492,22312
45768,1,6,24493,36689
45769,4,4,13739,45652
45770,1,8,24494,28375
45771,5,1,14398,45653
45772,35,15,5779,26735
45773,5,1,15131,45654
45774,13,13,24495,35253
45775,10,11,6707,25083
45776,4,3,22154,45655
45777,5,1,13301,45656
45778,4,1,24496,45657
45779,6,6,7683,4455
45780,6,7,16984,38203
45781,8,2,4089,17679
45782,32,33,7332,26672
45783,5,13,2749,10835
45784,11,12,10572,20744
45785,1,6,24497,39283
45786,9,8,5964,40660
45787,37,30,3026,261
45788,9,8,11953,30336
45789,1,4,24498,35614
45790,3,5,17798,36060
45791,9,8,7474,256
45792,16,11,14587,4309
45793,1,6,24499,34637
45794,6,6,4190,23349
45795,18,32,10136,8431
45796,4,6,10124,28381
45797,9,1,184,45658
45798,8,8,4904,8734
45799,23,22,5589,25271
45800,6,1,2282,45659
45801,1,4,24500,19601
45802,4,6,11027,28678
45803,5,1,23790,45660
45804,5,5,12992,20726
45805,13,23,874,4612
45806,5,2,24501,25623
45807,8,10,13943,7402
45808,1,4,24502,35567
45809,1,30,24503,732
45810,4,1,24504,45661
45811,8,13,24505,30565
45812,15,10,4924,22752
45813,4,1,6727,45662
45814,1,6,24506,19196
45815,5,5,12545,34317
45816,1,4,24507,37722
45817,8,19,14136,41
45818,8,9,24508,3296
45819,8,15,24509,934
45820,6,1,3548,45663
45821,1,4,24510,45664
45822,1,12,24511,7140
45823,7,8,2402,8666
45824,1,4,24512,35865
45825,1,4,24513,45664
45826,14,14,2283,3508
45827,1,19,24514,34207
45828,9,15,7474,934
45829,11,11,24515,1153
45830,1,4,24516,45665
45831,5,5,24517,32834
45832,24,14,216,11295
45833,4,2,15718,15942
45834,1,26,24518,3299
45835,49,28,1888,14823
45836,5,1,24519,45666
45837,15,11,3865,8704
45838,1,30,24520,4153
45839,11,5,6431,18141
45840,7,4,24521,23060
45841,14,17,392,4611
45842,13,12,8147,10944
45843,4,1,14997,45667
45844,2,5,14126,37541
45845,5,1,20251,45668
45846,1,7,24522,14940
45847,25,26,4681,4810
45848,36,27,1173,2316
45849,12,11,7730,22722
45850,10,14,9272,2757
45851,5,5,24523,34556
45852,39,28,3700,24811
45853,8,4,22175,45669
45854,1,65,24524,10477
45855,1,8,24525,36077
45856,1,5,24526,4123
45857,38,40,4614,587
45858,19,16,2836,31632
45859,46,41,9,5223
45860,1,6,24527,12089
45861,11,3,19954,41202
45862,8,2,1381,45542
45863,24,24,7766,7133
45864,1,5,24528,23148
45865,1,4,24529,21819
45866,1,6,24530,1720
45867,4,20,1305,5374
45868,2,6,6280,10399
45869,4,4,11521,28560
45870,5,1,23704,45670
45871,5,9,16476,3217
45872,4,1,23337,45671
45873,5,5,12789,44633
45874,4,1,15410,45672
45875,32,33,429,4705
45876,25,15,3123,8590
45877,4,1,9288,45673
45878,4,4,24531,26839
45879,4,1,19151,45674
45880,5,1,10738,45675
45881,5,5,17477,4779
45882,16,19,4239,17785
45883,4,1,17106,45676
45884,12,14,2102,1349
45885,6,12,19630,8362
45886,2,4,24532,9646
45887,4,1,13683,45677
45888,4,5,24533,44601
45889,19,23,3998,11974
45890,1,6,24534,37980
45891,4,4,24535,12379
45892,7,9,1017,17657
45893,1,77,24536,18889
45894,2,10,24537,42024
45895,11,15,18511,11694
45896,1,31,24538,24126
45897,7,7,9915,18348
45898,1,12,24539,15132
45899,1,48,24540,20821
45900,9,1,1055,45678
45901,2,6,11630,13732
45902,5,1,16538,45679
45903,23,15,13155,27424
45904,4,2,7453,27804
45905,5,1,24541,45680
45906,1,5,24542,11313
45907,19,15,13733,727
45908,7,7,2312,15677
45909,1,9,24543,17916
45910,4,1,10365,45681
45911,5,2,378,45682
45912,15,21,5311,7280
45913,6,1,24544,45683
45914,12,15,9383,11694
45915,1,32,24545,11845
45916,1,6,24546,25029
45917,8,10,11021,4835
45918,17,4,14092,34652
45919,13,10,901,187
45920,14,25,11295,3912
45921,28,41,1147,5129
45922,13,32,460,13559
45923,8,5,5463,3517
45924,4,7,15670,33550
45925,2,9,24547,3735
45926,12,24,816,12873
45927,2,5,24548,41105
45928,2,7,24549,26036
45929,15,8,24550,3305
45930,25,39,529,5793
45931,9,5,3527,30433
45932,6,2,22788,45684
45933,8,8,11798,14634
45934,11,15,18843,110
45935,8,9,3594,9727
45936,13,16,3620,24690
45937,15,20,5103,2038
45938,6,11,15971,19850
45939,21,40,1295,8786
45940,4,1,24551,45685
45941,3,4,21607,33941
45942,17,66,11528,3576
45943,5,10,17912,19930
45944,26,26,3418,9116
45945,1,9,24552,8768
45946,7,8,4795,34466
45947,1,4,24553,32509
45948,9,20,9515,14574
45949,1,5,24554,32729
45950,8,47,21822,985
45951,34,29,3699,2368
45952,6,6,24555,3636
45953,6,5,10213,28504
45954,1,4,24556,11128
45955,10,10,4736,22398
45956,4,2,14146,23391
45957,1,5,24557,44633
45958,6,8,24558,16722
45959,11,1,1115,45686
45960,6,5,20598,20835
45961,21,36,1295,19213
45962,1,4,24559,30821
45963,7,7,24560,37348
45964,15,13,5850,4909
45965,4,6,24561,8550
45966,7,18,18231,3900
45967,9,24,22393,3001
45968,1,8,24562,18994
45969,19,15,1985,18796
45970,10,6,22559,36601
45971,5,1,12550,45687
45972,2,4,24563,38171
45973,20,15,17265,35017
45974,7,1,9391,45688
45975,7,1,4513,45689
45976,5,6,3602,13400
45977,14,17,24564,15821
45978,9,8,24565,37815
45979,5,1,22173,45690
45980,4,1,22080,45691
45981,4,1,24566,45692
45982,9,10,24567,34632
45983,18,8,12581,7814
45984,18,12,3723,6242
45985,8,25,1196,15425
45986,2,6,24568,18957
45987,6,1,20294,45693
45988,4,1,20641,45694
45989,8,1,19481,45695
45990,3,6,24569,23758
45991,34,35,3648,9968
45992,23,25,14197,7737
45993,5,3,24570,45696
45994,43,41,3810,16328
45995,5,5,24571,43259
45996,10,4,4819,3500
45997,2,18,24572,8520
45998,11,1,4081,45697
45999,9,6,9609,39798
46000,1,5,24573,6612
46001,2,5,24574,10006
46002,2,7,24575,38026
46003,5,10,24576,27218
46004,1,20,24577,2360
46005,1,9,24578,35417
46006,16,11,9356,8379
46007,1,10,24579,34004
46008,14,10,9795,12503
46009,1,5,24580,24172
46010,4,1,24581,45698
46011,11,1,1636,45699
46012,11,10,18253,24682
46013,2,20,18412,15965
46014,8,1,9372,45700
46015,9,5,9609,5812
46016,4,1,18695,45701
46017,5,1,14061,45702
46018,146,25,236,177
46019,11,12,16417,5562
46020,12,12,2420,27938
46021,4,1,22803,45703
46022,7,1,12573,45704
46023,4,2,12307,45705
46024,8,6,3776,10030
46025,1,10,24582,22527
46026,49,25,5939,16981
46027,4,4,23435,45706
46028,7,10,6071,9871
46029,25,20,4681,6177
46030,1,10,24583,5365
46031,2,5,24584,43117
46032,13,23,15419,12333
46033,8,8,13798,31384
46034,12,13,23834,14770
46035,5,5,21350,25773
46036,1,5,24585,15253
46037,15,12,12169,24794
46038,27,26,8098,40225
46039,13,15,11671,15049
46040,4,10,24586,12296
46041,10,5,18597,40457
46042,9,11,4188,36510
46043,1,6,24587,28678
46044,4,3,12450,31324
46045,25,7,4681,4520
46046,16,11,4577,681
46047,5,4,6202,36083
46048,33,33,16392,13154
46049,16,1,14025,45707
46050,4,5,14146,4205
46051,1,5,24588,14295
46052,8,7,4369,18060
46053,15,13,12819,19879
46054,1,4,24589,6011
46055,18,27,5207,2012
46056,7,4,17266,12994
46057,12,12,16296,17283
46058,27,55,10362,18313
46059,10,7,7877,27687
46060,4,1,23149,45708
46061,1,36,24590,496
46062,6,1,6619,45709
46063,1,4,24591,39428
46064,4,1,14048,45710
46065,5,5,24592,8774
46066,31,32,4505,429
46067,7,8,24593,41782
46068,4,1,5848,45711
46069,32,32,6080,8565
46070,1,11,24594,21697
46071,1,4,24595,42741
46072,19,24,11465,1271
46073,5,4,2394,34010
46074,5,14,12650,34180
46075,1,13,24596,34143
46076,8,9,6657,13169
46077,22,20,4301,1760
46078,1,6,24597,40091
46079,6,1,23626,45712
46080,15,12,7951,39601
46081,8,7,5463,26700
46082,4,1,24598,45713
46083,9,8,7689,11648
46084,22,25,6864,2896
46085,4,10,24599,37189
46086,26,38,3418,3980
46087,2,5,24600,31245
46088,4,1,4120,45714
46089,15,15,462,21460
46090,11,14,18253,12134
46091,7,4,24601,34646
46092,2,6,16212,15552
46093,2,4,24602,15119
46094,4,7,534,17775
46095,7,1,23731,45715
46096,5,10,11101,13788
46097,1,5,24603,32203
46098,2,7,11052,12138
46099,8,20,948,2360
46100,12,15,6019,485
46101,12,1,6500,45716
46102,4,3,6301,32732
46103,14,15,311,18960
46104,17,6,7146,41068
46105,1,5,24604,38721
46106,8,2,7069,35835
46107,1,5,24605,41911
46108,2,12,21025,24219
46109,16,12,3498,13347
46110,23,24,7131,1271
46111,5,1,20552,45717
46112,6,1,7607,45718
46113,4,2,24606,45719
46114,14,1,10481,45720
46115,15,1,549,45721
46116,4,1,17221,45722
46117,5,2,10118,45368
46118,49,21,3493,7044
46119,49,49,1029,5939
46120,7,1,11681,45723
46121,11,23,17360,14435
46122,8,12,11272,20043
46123,15,15,10732,5230
46124,3,4,18915,12399
46125,4,11,12771,113
46126,4,1,24607,45724
46127,1,4,24608,43955
46128,20,1,4133,45725
46129,25,31,3569,389
46130,16,34,20694,304
46131,13,16,4353,24690
46132,6,5,20409,9413
46133,7,7,15116,17894
46134,9,1,8626,45726
46135,24,40,31,5244
46136,6,9,24609,3200
46137,14,13,2664,9808
46138,6,23,20896,5228
46139,4,1,6984,45727
46140,1,9,24610,17382
46141,4,1,931,45728
46142,29,28,405,14057
46143,19,8,41,34834
46144,4,9,24611,18791
46145,10,21,75,800
46146,6,4,24612,38946
46147,1,5,24613,36405
46148,1,75,24614,5455
46149,2,6,382,2863
46150,30,28,1507,7585
46151,11,1,7964,45729
46152,5,1,12797,45730
46153,2,4,18465,45090
46154,4,9,24615,17489
46155,4,1,24616,45731
46156,1,5,24617,36042
46157,8,46,24618,30194
46158,5,1,7760,45732
46159,1,8,24619,7410
46160,1,5,24620,37740
46161,13,12,5923,18783
46162,1,5,24621,37082
46163,10,5,3556,40822
46164,20,18,1101,5519
46165,6,6,3301,837
46166,1,4,24622,25679
46167,24,25,6044,5696
46168,1,4,24623,20754
46169,4,1,1962,45733
46170,14,5,1221,27449
46171,15,15,2436,12169
46172,7,1,2100,45734
46173,4,2,19317,45735
46174,31,27,1463,9693
46175,2,10,24624,12408
46176,1,11,24625,936
46177,4,7,24626,24378
46178,1,4,24627,42253
46179,23,19,162,21818
46180,20,14,3438,8260
46181,1,17,24628,21649
46182,15,16,5311,4400
46183,12,8,2599,29951
46184,1,4,24629,8305
46185,1,6,24630,5331
46186,38,35,3743,9968
46187,7,17,9025,2984
46188,21,20,3513,35270
46189,36,23,22734,24236
46190,5,7,10443,6825
46191,3,5,12818,28249
46192,4,7,14632,35786
46193,11,11,607,1177
46194,7,1,9366,45736
46195,7,4,16530,6015
46196,5,1,5878,45737
46197,13,16,20462,796
46198,4,4,9725,10773
46199,14,12,221,16931
46200,6,4,24631,45738
46201,2,4,24632,17316
46202,6,2,6033,31914
46203,5,5,24418,35449
46204,5,1,15060,45739
46205,10,11,3976,6445
46206,10,4,5384,40732
46207,2,5,8044,38671
46208,13,12,24238,30557
46209,8,1,3885,45740
46210,3,5,19659,38016
46211,24,39,7024,3700
46212,2,8,24633,30513
46213,31,31,4505,5358
46214,9,7,19407,11365
46215,4,3,24634,29529
46216,2,14,17226,30683
46217,6,1,24635,45741
46218,2,4,24636,28474
46219,1,4,24637,15352
46220,3,6,17602,13779
46221,31,32,4505,2886
46222,6,1,16217,45742
46223,1,6,24638,22585
46224,14,6,4367,7658
46225,1,10,24639,34962
46226,8,8,5987,2811
46227,9,7,488,3231
46228,6,5,17631,20673
46229,3,7,24640,26378
46230,30,8,84,18197
46231,4,11,3355,1982
46232,1,9,24641,7095
46233,5,1,11082,45743
46234,5,3,1580,8076
46235,4,4,18067,26234
46236,7,8,11838,15026
46237,5,1,17516,45744
46238,4,15,17062,36514
46239,5,4,13285,38761
46240,23,12,13155,21183
46241,25,26,2787,5177
46242,4,1,16428,45745
46243,7,1,24642,45746
46244,19,14,2795,8333
46245,4,4,20195,4837
46246,1,11,24643,17671
46247,11,6,11298,37966
46248,13,13,8799,2611
46249,1,10,24644,6756
46250,54,23,2909,12333
46251,8,5,10661,38387
46252,5,6,24645,36609
46253,4,1,10116,45747
46254,5,2,24646,45748
46255,5,5,22552,27237
46256,17,2,14733,43556
46257,1,12,24647,2649
46258,2,6,24648,11853
46259,34,40,1669,35276
46260,7,5,5300,16314
46261,6,5,3854,27283
46262,1,6,24649,19390
46263,9,1,17893,45749
46264,6,11,9612,29128
46265,1,7,24650,31126
46266,5,5,18622,23523
46267,4,6,24651,42696
46268,2,10,7828,33916
46269,5,3,9987,42482
46270,11,11,5357,11498
46271,7,9,11849,5883
46272,12,11,10876,13107
46273,4,5,24652,18861
46274,13,17,9003,4071
46275,38,24,4614,22022
46276,5,6,11764,11071
46277,8,1,24653,45750
46278,4,1,1688,45751
46279,4,7,5935,35656
46280,1,5,24654,38488
46281,1,4,24655,17861
46282,20,19,3502,16644
46283,6,1,10788,45752
46284,1,4,24656,18478
46285,1,19,24657,3168
46286,29,19,959,4060
46287,5,1,11031,45753
46288,1,4,24658,20319
46289,25,27,1618,8386
46290,4,9,7244,11779
46291,5,9,2940,3870
46292,5,1,20145,45754
46293,10,6,6447,13377
46294,1,12,24659,23146
46295,4,1,24660,45755
46296,40,29,246,27842
46297,13,9,3456,1467
46298,4,1,24661,45756
46299,3,10,24662,40934
46300,7,7,10445,27831
46301,4,1,3872,45757
46302,1,17,24663,9603
46303,6,1,1935,45758
46304,1,4,24664,33723
46305,4,4,8794,20004
46306,4,1,24665,45759
46307,1,6,24666,35684
46308,32,15,11845,9163
46309,15,13,15114,23287
46310,1,5,24667,14297
46311,1,7,24668,29633
46312,1,7,24669,8323
46313,14,14,1629,36761
46314,4,3,1609,19830
46315,7,4,8156,20156
46316,19,15,196,15808
46317,3,4,24670,45760
46318,8,1,20582,45761
46319,1,4,24671,38540
46320,17,5,10037,39842
46321,6,4,13030,15555
46322,4,2,1355,40130
46323,2,5,4664,25841
46324,4,5,24672,25611
46325,6,6,24673,35390
46326,1,4,24674,38097
46327,1,9,24675,35417
46328,1,8,24676,25304
46329,4,1,22866,45762
46330,5,5,5909,15100
46331,10,22,4515,11184
46332,9,7,9226,44349
46333,1,4,24677,544
46334,11,12,23111,5996
46335,14,2,1368,14594
46336,7,1,13023,45763
46337,13,16,4815,35576
46338,6,5,9039,28763
46339,1,4,24678,14086
46340,1,8,24679,41108
46341,25,53,177,6037
46342,4,4,15790,45764
46343,1,5,24680,34629
46344,39,28,5099,25471
46345,39,39,1640,2617
46346,4,1,6143,45765
46347,5,7,9634,344
46348,1,12,24681,33981
