,q1_freq,q2_freq
40376,19,10
40377,4,4
40378,3,5
40379,5,13
40380,1,4
40381,4,1
40382,7,5
40383,7,4
40384,4,4
40385,7,8
40386,10,1
40387,15,19
40388,21,21
40389,2,10
40390,17,1
40391,2,5
40392,7,5
40393,1,16
40394,4,5
40395,30,20
40396,13,13
40397,1,9
40398,6,5
40399,1,6
40400,17,26
40401,3,10
40402,1,4
40403,5,22
40404,1,4
40405,20,20
40406,4,3
40407,4,14
40408,32,18
40409,18,9
40410,5,1
40411,18,23
40412,6,1
40413,1,4
40414,11,10
40415,5,9
40416,5,1
40417,29,33
40418,1,4
40419,3,4
40420,4,4
40421,5,6
40422,4,5
40423,6,1
40424,1,7
40425,1,4
40426,1,5
40427,1,38
40428,34,41
40429,6,5
40430,21,31
40431,21,16
40432,4,1
40433,5,1
40434,1,13
40435,11,1
40436,1,4
40437,1,5
40438,11,13
40439,10,17
40440,1,8
40441,7,1
40442,7,4
40443,20,31
40444,5,7
40445,1,9
40446,4,9
40447,20,24
40448,43,40
40449,6,1
40450,18,19
40451,5,4
40452,1,107
40453,4,1
40454,4,4
40455,19,15
40456,4,1
40457,11,9
40458,6,5
40459,8,5
40460,1,8
40461,6,3
40462,8,7
40463,6,6
40464,1,5
40465,1,39
40466,26,26
40467,23,24
40468,4,1
40469,4,4
40470,2,15
40471,9,6
40472,6,12
40473,7,6
40474,10,10
40475,3,4
40476,9,9
40477,15,5
40478,5,3
40479,6,7
40480,15,2
40481,12,14
40482,26,15
40483,1,5
40484,4,5
40485,9,8
40486,12,12
40487,13,15
40488,1,4
40489,6,1
40490,18,13
40491,4,1
40492,1,10
40493,4,1
40494,7,5
40495,6,1
40496,16,29
40497,11,8
40498,2,5
40499,15,1
40500,6,1
40501,1,17
40502,12,11
40503,1,12
40504,11,11
40505,24,18
40506,29,22
40507,32,17
40508,6,1
40509,7,7
40510,1,5
40511,8,9
40512,1,19
40513,9,5
40514,4,4
40515,18,13
40516,26,13
40517,4,3
40518,1,65
40519,12,7
40520,9,1
40521,14,17
40522,17,11
40523,7,5
40524,4,9
40525,4,6
40526,4,4
40527,1,6
40528,54,34
40529,7,9
40530,11,13
40531,2,4
40532,1,7
40533,13,13
40534,1,4
40535,2,6
40536,1,4
40537,11,12
40538,24,20
40539,21,20
40540,2,38
40541,38,28
40542,37,17
40543,16,1
40544,8,6
40545,5,5
40546,5,5
40547,2,5
40548,2,11
40549,24,24
40550,4,1
40551,4,7
40552,6,6
40553,8,16
40554,5,5
40555,1,6
40556,1,13
40557,11,9
40558,5,1
40559,23,27
40560,7,7
40561,4,1
40562,14,17
40563,44,43
40564,2,4
40565,2,5
40566,18,18
40567,1,4
40568,5,1
40569,1,16
40570,4,7
40571,20,21
40572,5,5
40573,12,12
40574,5,5
40575,1,9
40576,1,4
40577,4,1
40578,21,18
40579,26,27
40580,6,1
40581,1,13
40582,7,1
40583,4,1
40584,12,1
40585,4,2
40586,5,1
40587,4,1
40588,2,4
40589,1,4
40590,25,25
40591,1,7
40592,19,21
40593,2,8
40594,10,14
40595,5,6
40596,18,17
40597,8,1
40598,5,3
40599,17,9
40600,1,66
40601,37,34
40602,11,12
40603,6,6
40604,25,26
40605,4,12
40606,5,5
40607,4,7
40608,21,20
40609,14,6
40610,2,8
40611,5,5
40612,9,8
40613,1,7
40614,1,5
40615,5,1
40616,7,8
40617,1,6
40618,32,33
40619,2,7
40620,27,1
40621,1,4
40622,7,1
40623,3,5
40624,4,1
40625,1,4
40626,4,1
40627,1,8
40628,9,6
40629,1,25
40630,5,5
40631,7,7
40632,1,5
40633,1,7
40634,11,11
40635,12,11
40636,5,1
40637,9,2
40638,2,5
40639,8,12
40640,11,9
40641,5,5
40642,38,23
40643,9,8
40644,30,26
40645,8,8
40646,4,2
40647,8,21
40648,4,4
40649,3,8
40650,1,6
40651,21,21
40652,6,2
40653,11,14
40654,16,8
40655,1,5
40656,16,12
40657,4,4
40658,9,7
40659,5,1
40660,13,29
40661,36,14
40662,6,6
40663,1,5
40664,1,4
40665,7,4
40666,13,12
40667,13,11
40668,1,7
40669,6,10
40670,8,8
40671,3,11
40672,4,8
40673,5,1
40674,8,10
40675,23,40
40676,4,1
40677,11,19
40678,4,1
40679,42,41
40680,30,12
40681,4,4
40682,31,32
40683,8,2
40684,6,5
40685,32,23
40686,1,4
40687,11,8
40688,6,1
40689,5,7
40690,5,5
40691,4,5
40692,5,4
40693,32,20
40694,7,22
40695,5,5
40696,19,10
40697,5,8
40698,4,1
40699,4,4
40700,7,1
40701,10,8
40702,18,22
40703,9,8
40704,20,12
40705,4,1
40706,5,5
40707,46,48
40708,18,9
40709,1,4
40710,10,11
40711,1,6
40712,4,3
40713,8,12
40714,4,4
40715,8,9
40716,66,39
40717,5,1
40718,7,6
40719,1,4
40720,6,6
40721,1,5
40722,16,20
40723,2,4
40724,5,8
40725,9,9
40726,5,1
40727,3,9
40728,1,8
40729,10,6
40730,4,1
40731,10,14
40732,2,5
40733,9,11
40734,1,5
40735,10,5
40736,1,7
40737,5,2
40738,1,4
40739,1,15
40740,4,4
40741,28,24
40742,4,2
40743,1,10
40744,1,7
40745,4,6
40746,6,5
40747,1,5
40748,18,47
40749,7,10
40750,6,9
40751,12,10
40752,24,26
40753,4,3
40754,7,7
40755,7,6
40756,43,38
40757,4,1
40758,5,5
40759,15,17
40760,4,2
40761,29,22
40762,6,2
40763,12,24
40764,17,17
40765,1,105
40766,2,7
40767,6,15
40768,1,19
40769,24,46
40770,6,22
40771,9,9
40772,1,6
40773,1,4
40774,5,6
40775,12,9
40776,1,6
40777,16,16
40778,18,16
40779,1,9
40780,1,18
40781,9,6
40782,1,5
40783,25,16
40784,14,14
40785,5,4
40786,1,29
40787,6,5
40788,7,6
40789,7,20
40790,1,5
40791,2,12
40792,6,5
40793,7,1
40794,7,1
40795,2,5
40796,9,16
40797,18,22
40798,11,4
40799,7,12
40800,5,7
40801,9,14
40802,16,16
40803,1,4
40804,8,6
40805,20,18
40806,1,6
40807,6,1
40808,19,9
40809,19,24
40810,7,6
40811,1,4
40812,7,15
40813,2,6
40814,1,5
40815,34,14
40816,1,4
40817,4,5
40818,4,1
40819,8,8
40820,5,5
40821,4,4
40822,4,1
40823,34,41
40824,3,6
40825,1,10
40826,18,25
40827,1,4
40828,9,9
40829,13,12
40830,5,13
40831,7,6
40832,4,4
40833,14,25
40834,5,8
40835,1,5
40836,10,1
40837,10,9
40838,6,3
40839,8,12
40840,9,10
40841,5,6
40842,4,5
40843,13,18
40844,4,4
40845,16,15
40846,13,1
40847,9,1
40848,12,11
40849,1,29
40850,1,4
40851,1,6
40852,5,1
40853,17,16
40854,6,1
40855,8,1
40856,26,26
40857,14,13
40858,1,4
40859,4,5
40860,14,12
40861,5,5
40862,3,5
40863,5,3
40864,25,27
40865,14,2
40866,1,7
40867,6,13
40868,6,1
40869,8,7
40870,20,34
40871,4,5
40872,6,1
40873,4,6
40874,4,6
40875,4,6
40876,9,17
40877,6,1
40878,42,28
40879,3,4
40880,12,22
40881,16,19
40882,14,14
40883,15,7
40884,12,1
40885,41,35
40886,14,7
40887,12,20
40888,1,12
40889,1,6
40890,12,9
40891,4,2
40892,1,7
40893,14,15
40894,6,7
40895,18,16
40896,20,23
40897,6,1
40898,1,20
40899,5,5
40900,14,1
40901,7,4
40902,9,17
40903,9,15
40904,5,6
40905,5,2
40906,15,11
40907,13,12
40908,5,4
40909,1,11
40910,6,12
40911,3,7
40912,38,31
40913,13,9
40914,4,1
40915,10,2
40916,20,19
40917,24,20
40918,1,11
40919,16,16
40920,6,8
40921,1,6
40922,9,7
40923,1,6
40924,40,34
40925,7,5
40926,4,5
40927,1,4
40928,20,19
40929,20,35
40930,1,4
40931,6,4
40932,4,1
40933,10,4
40934,12,18
40935,10,14
40936,7,8
40937,20,19
40938,5,3
40939,29,24
40940,2,5
40941,45,28
40942,10,9
40943,1,9
40944,5,11
40945,4,4
40946,4,6
40947,4,4
40948,10,3
40949,2,5
40950,5,23
40951,22,19
40952,8,39
40953,42,18
40954,5,1
40955,1,8
40956,12,10
40957,1,6
40958,1,4
40959,5,1
40960,14,11
40961,8,5
40962,14,14
40963,1,11
40964,8,5
40965,1,11
40966,6,6
40967,32,31
40968,1,6
40969,1,7
40970,6,1
40971,8,1
40972,17,17
40973,11,5
40974,8,1
40975,31,22
40976,4,4
40977,4,4
40978,4,1
40979,5,5
40980,17,2
40981,16,13
40982,4,4
40983,32,22
40984,14,2
40985,5,11
40986,1,23
40987,1,11
40988,3,5
40989,22,25
40990,4,1
40991,18,3
40992,4,4
40993,5,2
40994,20,19
40995,5,1
40996,9,8
40997,1,6
40998,8,2
40999,8,5
41000,8,1
41001,19,17
41002,4,6
41003,25,32
41004,1,29
41005,5,8
41006,1,77
41007,2,107
41008,6,3
41009,5,2
41010,5,5
41011,10,1
41012,7,6
41013,4,4
41014,5,6
41015,13,15
41016,2,5
41017,13,11
41018,1,4
41019,9,28
41020,2,10
41021,10,11
41022,6,6
41023,5,4
41024,1,5
41025,4,1
41026,17,11
41027,4,1
41028,1,4
41029,45,10
41030,8,10
41031,9,26
41032,23,10
41033,2,9
41034,1,12
41035,11,11
41036,6,9
41037,9,1
41038,3,16
41039,12,8
41040,1,5
41041,10,10
41042,10,9
41043,5,2
41044,39,42
41045,4,5
41046,16,16
41047,4,1
41048,9,8
41049,20,16
41050,4,4
41051,17,14
41052,21,19
41053,8,2
41054,1,6
41055,6,6
41056,1,4
41057,8,9
41058,3,5
41059,5,2
41060,12,7
41061,1,8
41062,6,1
41063,4,1
41064,5,5
41065,20,23
41066,47,28
41067,4,1
41068,7,12
41069,4,4
41070,27,27
41071,10,16
41072,1,4
41073,13,20
41074,22,21
41075,10,6
41076,16,7
41077,6,1
41078,8,9
41079,9,2
41080,4,1
41081,32,33
41082,26,26
41083,6,1
41084,5,2
41085,12,12
41086,14,14
41087,6,5
41088,7,7
41089,5,5
41090,1,8
41091,1,4
41092,7,5
41093,19,19
41094,2,20
41095,39,26
41096,1,4
41097,20,32
41098,4,1
41099,1,31
41100,6,6
41101,8,8
41102,5,10
41103,9,11
41104,4,3
41105,1,6
41106,8,10
41107,16,19
41108,7,4
41109,9,1
41110,6,7
41111,11,146
41112,1,4
41113,4,5
41114,5,1
41115,1,10
41116,21,22
41117,6,6
41118,4,4
41119,35,12
41120,4,8
41121,7,7
41122,14,48
41123,11,1
41124,1,14
41125,1,13
41126,2,16
41127,2,6
41128,7,7
41129,8,5
41130,3,5
41131,5,7
41132,7,7
41133,12,13
41134,1,7
41135,6,6
41136,13,12
41137,10,1
41138,29,21
41139,6,5
41140,6,8
41141,49,33
41142,4,4
41143,45,42
41144,4,1
41145,14,4
41146,4,1
41147,24,24
41148,9,9
41149,13,13
41150,17,20
41151,1,5
41152,11,19
41153,7,7
41154,8,1
41155,14,17
41156,8,8
41157,1,4
41158,4,1
41159,5,1
41160,4,1
41161,1,7
41162,26,1
41163,6,6
41164,9,14
41165,1,4
41166,9,3
41167,6,1
41168,6,1
41169,15,13
41170,4,5
41171,1,5
41172,4,1
41173,29,45
41174,5,6
41175,12,13
41176,7,4
41177,4,15
41178,5,1
41179,1,31
41180,19,21
41181,7,7
41182,6,24
41183,4,1
41184,4,4
41185,2,49
41186,5,6
41187,33,55
41188,4,1
41189,11,11
41190,7,9
41191,24,41
41192,4,1
41193,4,4
41194,7,3
41195,10,6
41196,5,3
41197,8,4
41198,1,6
41199,1,29
41200,1,43
41201,7,18
41202,12,9
41203,26,1
41204,9,12
41205,3,4
41206,22,17
41207,32,10
41208,9,9
41209,6,1
41210,7,1
41211,12,8
41212,4,1
41213,4,6
41214,20,13
41215,4,4
41216,13,18
41217,2,6
41218,7,1
41219,16,14
41220,8,1
41221,9,4
41222,4,1
41223,9,7
41224,14,19
41225,9,8
41226,1,5
41227,14,3
41228,6,4
41229,29,19
41230,33,29
41231,4,1
41232,6,6
41233,4,14
41234,4,4
41235,4,1
41236,1,61
41237,3,4
41238,6,9
41239,28,13
41240,2,4
41241,30,27
41242,32,32
41243,16,8
41244,29,2
41245,47,24
41246,1,4
41247,45,26
41248,7,2
41249,12,11
41250,11,12
41251,1,5
41252,8,11
41253,2,19
41254,23,15
41255,5,6
41256,3,6
41257,1,65
41258,5,1
41259,1,5
41260,6,1
41261,8,7
41262,5,5
41263,1,6
41264,1,5
41265,4,1
41266,1,4
41267,11,10
41268,65,16
41269,8,6
41270,32,38
41271,7,4
41272,11,9
41273,12,1
41274,5,1
41275,7,1
41276,9,9
41277,9,17
41278,9,12
41279,32,33
41280,5,1
41281,8,12
41282,5,1
41283,40,1
41284,2,4
41285,11,10
41286,1,77
41287,9,2
41288,9,7
41289,25,23
41290,5,2
41291,19,17
41292,31,23
41293,8,1
41294,10,15
41295,7,8
41296,2,5
41297,1,4
41298,2,15
41299,25,29
41300,1,6
41301,4,1
41302,4,2
41303,28,24
41304,30,28
41305,4,1
41306,4,1
41307,7,1
41308,4,3
41309,4,2
41310,1,5
41311,1,6
41312,6,6
41313,9,1
41314,6,6
41315,4,5
41316,5,1
41317,16,1
41318,5,7
41319,1,10
41320,15,12
41321,11,8
41322,6,1
41323,12,5
41324,6,6
41325,2,9
41326,1,11
41327,19,22
41328,5,1
41329,5,14
41330,6,2
41331,10,8
41332,4,6
41333,8,20
41334,6,9
41335,4,1
41336,9,42
41337,5,5
41338,15,14
41339,32,40
41340,5,4
41341,26,1
41342,26,24
41343,1,6
41344,3,11
41345,15,14
41346,5,7
41347,4,6
41348,12,17
41349,16,9
41350,5,1
41351,1,5
41352,6,1
41353,1,4
41354,3,6
41355,2,5
41356,5,4
41357,4,4
41358,4,7
41359,1,5
41360,14,14
41361,1,5
41362,4,1
41363,17,65
41364,11,12
41365,13,13
41366,9,11
41367,15,15
41368,5,1
41369,1,5
41370,14,13
41371,14,20
41372,22,25
41373,5,1
41374,4,1
41375,1,4
41376,27,28
41377,1,6
41378,4,5
41379,2,6
41380,1,4
41381,11,1
41382,7,7
41383,7,1
41384,4,5
41385,6,1
41386,11,8
41387,7,9
41388,4,10
41389,21,15
41390,4,5
41391,4,2
41392,9,12
41393,4,4
41394,5,1
41395,10,7
41396,16,17
41397,21,20
41398,17,20
41399,8,8
41400,12,13
41401,17,17
41402,1,4
41403,6,6
41404,6,1
41405,6,1
41406,19,15
41407,4,1
41408,4,4
41409,5,5
41410,5,1
41411,4,1
41412,11,9
41413,9,7
41414,1,17
41415,1,5
41416,1,18
41417,66,22
41418,8,2
41419,17,20
41420,1,9
41421,12,16
41422,8,9
41423,22,24
41424,5,5
41425,4,7
41426,12,2
41427,4,1
41428,11,13
41429,5,8
41430,9,1
41431,23,4
41432,14,6
41433,9,7
41434,6,6
41435,7,10
41436,1,6
41437,15,31
41438,11,11
41439,20,15
41440,1,5
41441,4,5
41442,8,4
41443,1,5
41444,6,4
41445,12,20
41446,8,8
41447,8,13
41448,8,6
41449,1,4
41450,1,6
41451,1,22
41452,1,5
41453,4,13
41454,1,9
41455,5,7
41456,4,1
41457,4,1
41458,2,7
41459,4,1
41460,5,2
41461,3,13
41462,26,16
41463,4,7
41464,6,4
41465,23,28
41466,5,6
41467,4,1
41468,4,1
41469,14,11
41470,6,2
41471,6,1
41472,1,4
41473,4,1
41474,4,6
41475,39,21
41476,1,4
41477,31,24
41478,5,4
41479,8,6
41480,2,5
41481,8,7
41482,4,1
41483,13,12
41484,1,4
41485,6,17
41486,3,4
41487,35,31
41488,1,5
41489,9,9
41490,42,41
41491,10,13
41492,7,1
41493,23,21
41494,16,18
41495,18,1
41496,4,1
41497,5,4
41498,16,1
41499,5,9
41500,1,4
41501,6,1
41502,4,1
41503,4,2
41504,26,26
41505,27,10
41506,14,13
41507,3,28
41508,1,4
41509,1,4
41510,34,37
41511,9,1
41512,10,11
41513,4,1
41514,8,8
41515,9,8
41516,19,16
41517,4,4
41518,9,8
41519,1,146
41520,7,1
41521,7,6
41522,7,5
41523,26,26
41524,7,7
41525,1,4
41526,4,1
41527,6,2
41528,4,1
41529,1,6
41530,6,1
41531,3,10
41532,15,21
41533,6,2
41534,9,6
41535,43,45
41536,6,1
41537,7,8
41538,7,6
41539,10,14
41540,7,8
41541,1,5
41542,5,9
41543,19,20
41544,7,1
41545,5,8
41546,51,41
41547,8,8
41548,7,7
41549,21,22
41550,5,6
41551,4,6
41552,41,34
41553,25,22
41554,4,9
41555,1,6
41556,1,4
41557,4,1
41558,6,6
41559,146,15
41560,9,3
41561,11,11
41562,6,5
41563,6,6
41564,14,16
41565,1,4
41566,1,28
41567,5,1
41568,5,5
41569,10,17
41570,4,4
41571,13,25
41572,4,1
41573,11,1
41574,50,49
41575,16,1
41576,1,4
41577,4,4
41578,1,4
41579,18,19
41580,1,4
41581,1,6
41582,6,2
41583,7,6
41584,49,20
41585,1,20
41586,27,27
41587,1,4
41588,1,27
41589,11,2
41590,5,1
41591,35,25
41592,1,6
41593,4,4
41594,24,30
41595,4,4
41596,5,8
41597,31,21
41598,20,17
41599,25,33
41600,5,8
41601,17,2
41602,1,5
41603,12,9
41604,1,5
41605,4,4
41606,4,2
41607,4,8
41608,1,8
41609,4,1
41610,8,1
41611,7,8
41612,1,9
41613,16,17
41614,24,10
41615,23,21
41616,8,7
41617,12,11
41618,4,4
41619,6,5
41620,1,4
41621,11,8
41622,12,12
41623,11,1
41624,7,7
41625,1,6
41626,4,5
41627,4,1
41628,1,8
41629,1,6
41630,39,29
41631,5,5
41632,9,12
41633,3,6
41634,38,31
41635,6,8
41636,6,5
41637,5,5
41638,4,1
41639,1,5
41640,12,19
41641,4,1
41642,22,1
41643,13,9
41644,50,55
41645,5,1
41646,1,16
41647,4,8
41648,5,3
41649,20,20
41650,38,24
41651,12,1
41652,18,19
41653,1,8
41654,1,5
41655,7,1
41656,4,1
41657,8,11
41658,1,14
41659,14,43
41660,8,8
41661,6,1
41662,4,1
41663,4,1
41664,4,1
41665,4,1
41666,12,17
41667,2,7
41668,7,7
41669,31,28
41670,17,8
41671,4,7
41672,5,2
41673,14,18
41674,6,5
41675,1,4
41676,1,24
41677,8,7
41678,4,1
41679,26,26
41680,2,6
41681,5,4
41682,4,5
41683,1,18
41684,17,16
41685,5,6
41686,1,5
41687,4,6
41688,5,15
41689,6,1
41690,25,17
41691,18,12
41692,19,16
41693,5,5
41694,5,1
41695,5,1
41696,5,5
41697,8,11
41698,7,6
41699,6,1
41700,25,13
41701,7,12
41702,5,1
41703,4,4
41704,8,5
41705,6,6
41706,5,2
41707,4,1
41708,4,4
41709,29,22
41710,5,5
41711,8,1
41712,8,1
41713,1,4
41714,27,22
41715,5,1
41716,11,13
41717,9,10
41718,1,9
41719,8,10
41720,5,1
41721,13,15
41722,10,1
41723,6,4
41724,5,4
41725,5,1
41726,18,19
41727,1,61
41728,5,6
41729,21,17
41730,5,8
41731,13,5
41732,6,5
41733,1,65
41734,15,13
41735,5,4
41736,8,1
41737,20,23
41738,37,44
41739,6,6
41740,1,5
41741,17,26
41742,10,8
41743,1,4
41744,1,6
41745,5,5
41746,13,14
41747,1,6
41748,6,4
41749,6,2
41750,10,12
41751,15,2
41752,4,1
41753,5,1
41754,2,8
41755,22,21
41756,9,9
41757,4,7
41758,36,25
41759,14,9
41760,8,8
41761,14,20
41762,13,17
41763,13,21
41764,1,6
41765,4,1
41766,42,45
41767,7,5
41768,5,3
41769,9,7
41770,1,4
41771,1,6
41772,6,6
41773,14,15
41774,17,17
41775,4,3
41776,1,22
41777,9,12
41778,12,4
41779,5,7
41780,10,11
41781,11,21
41782,23,27
41783,1,43
41784,5,1
41785,1,7
41786,12,14
41787,5,1
41788,5,6
41789,4,5
41790,16,17
41791,1,5
41792,32,14
41793,33,28
41794,2,9
41795,1,5
41796,5,1
41797,12,15
41798,30,50
41799,5,1
41800,5,5
41801,19,21
41802,1,5
41803,1,8
41804,25,4
41805,31,15
41806,5,6
41807,8,7
41808,3,13
41809,10,1
41810,6,1
41811,1,13
41812,11,10
41813,1,7
41814,1,7
41815,16,15
41816,10,11
41817,6,1
41818,18,15
41819,10,11
41820,6,8
41821,4,1
41822,43,42
41823,7,6
41824,11,18
41825,6,2
41826,19,12
41827,12,9
41828,1,5
41829,5,1
41830,9,12
41831,75,7
41832,25,28
41833,5,1
41834,11,8
41835,23,29
41836,4,1
41837,14,21
41838,8,11
41839,4,1
41840,22,29
41841,9,8
41842,4,6
41843,9,2
41844,4,1
41845,12,6
41846,6,6
41847,10,22
41848,12,10
41849,11,11
41850,28,49
41851,5,17
41852,4,1
41853,12,11
41854,6,9
41855,6,1
41856,3,4
41857,1,9
41858,1,6
41859,2,15
41860,4,1
41861,4,4
41862,77,5
41863,1,9
41864,5,1
41865,1,6
41866,1,6
41867,13,18
41868,4,1
41869,27,1
41870,13,7
41871,9,21
41872,2,4
41873,4,5
41874,24,21
41875,4,4
41876,46,28
41877,1,75
41878,2,4
41879,4,4
41880,2,4
41881,2,22
41882,1,14
41883,5,2
41884,4,1
41885,5,5
41886,4,5
41887,10,15
41888,6,9
41889,26,26
41890,47,88
41891,5,1
41892,4,1
41893,28,43
41894,4,3
41895,4,1
41896,2,4
41897,16,11
41898,15,1
41899,5,6
41900,4,1
41901,3,7
41902,7,3
41903,45,26
41904,4,1
41905,10,1
41906,1,4
41907,18,13
41908,6,1
41909,6,1
41910,23,18
41911,7,6
41912,4,5
41913,1,5
41914,5,1
41915,15,10
41916,1,5
41917,5,5
41918,22,22
41919,4,1
41920,11,11
41921,4,8
41922,1,7
41923,1,11
41924,1,75
41925,31,41
41926,2,5
41927,1,6
41928,5,6
41929,26,27
41930,1,6
41931,2,11
41932,4,4
41933,13,12
41934,3,6
41935,6,5
41936,5,4
41937,1,6
41938,4,5
41939,6,1
41940,7,7
41941,17,9
41942,21,31
41943,5,1
41944,14,9
41945,2,11
41946,9,7
41947,5,1
41948,1,5
41949,9,13
41950,1,4
41951,16,11
41952,1,8
41953,11,13
41954,5,1
41955,24,17
41956,1,4
41957,4,1
41958,2,5
41959,12,12
41960,5,5
41961,13,13
41962,5,3
41963,27,27
41964,3,4
41965,19,25
41966,4,7
41967,11,12
41968,4,5
41969,15,6
41970,5,1
41971,9,9
41972,1,5
41973,4,12
41974,31,26
41975,19,19
41976,17,36
41977,5,11
41978,6,8
41979,4,4
41980,4,11
41981,6,6
41982,4,4
41983,3,10
41984,1,6
41985,18,61
41986,6,1
41987,5,9
41988,4,5
41989,1,5
41990,20,10
41991,13,11
41992,1,4
41993,10,8
41994,1,4
41995,19,17
41996,22,16
41997,1,4
41998,10,10
41999,5,6
42000,1,16
42001,39,47
42002,1,5
42003,4,23
42004,5,2
42005,5,5
42006,12,3
42007,4,1
42008,19,11
42009,23,16
42010,2,8
42011,13,16
42012,7,5
42013,11,4
42014,4,2
42015,17,1
42016,25,40
42017,16,6
42018,5,1
42019,1,36
42020,1,4
42021,12,6
42022,8,9
42023,47,40
42024,10,10
42025,8,1
42026,9,2
42027,4,4
42028,4,1
42029,29,39
42030,5,6
42031,4,13
42032,4,2
42033,1,15
42034,4,3
42035,11,12
42036,5,1
42037,13,13
42038,18,18
42039,4,1
42040,4,2
42041,19,22
42042,7,7
42043,4,1
42044,4,3
42045,6,8
42046,5,2
42047,1,4
42048,8,2
42049,1,5
42050,6,6
42051,16,15
42052,3,4
42053,4,1
42054,5,5
42055,7,6
42056,1,4
42057,27,1
42058,16,1
42059,18,18
42060,1,9
42061,4,2
42062,1,4
42063,19,12
42064,2,4
42065,10,13
42066,2,8
42067,4,2
42068,11,1
42069,6,7
42070,8,5
42071,1,4
42072,11,12
42073,1,4
42074,7,12
42075,14,10
42076,5,3
42077,13,11
42078,32,23
42079,1,8
42080,9,16
42081,10,11
42082,4,5
42083,6,1
42084,4,1
42085,8,1
42086,14,15
42087,20,15
42088,41,47
42089,7,7
42090,4,7
42091,1,52
42092,4,1
42093,31,17
42094,7,15
42095,4,13
42096,27,29
42097,6,6
42098,1,4
42099,6,4
42100,4,4
42101,19,13
42102,8,10
42103,1,27
42104,2,4
42105,5,5
42106,8,6
42107,16,17
42108,18,40
42109,12,24
42110,5,1
42111,10,12
42112,2,4
42113,32,25
42114,5,1
42115,6,6
42116,15,22
42117,1,15
42118,1,6
42119,5,4
42120,8,11
42121,5,5
42122,4,2
42123,12,16
42124,1,35
42125,11,12
42126,5,5
42127,4,1
42128,6,6
42129,1,10
42130,1,14
42131,4,2
42132,1,4
42133,11,8
42134,1,5
42135,1,4
42136,4,7
42137,39,28
42138,18,20
42139,2,4
42140,2,20
42141,4,2
42142,5,1
42143,26,25
42144,2,4
42145,11,7
42146,5,2
42147,7,2
42148,6,7
42149,3,5
42150,10,13
42151,7,1
42152,13,16
42153,5,2
42154,4,5
42155,6,8
42156,6,6
42157,6,5
42158,3,7
42159,11,6
42160,4,1
42161,6,1
42162,11,10
42163,25,15
42164,6,7
42165,18,20
42166,1,7
42167,7,3
42168,1,9
42169,4,2
42170,7,7
42171,1,4
42172,5,5
42173,5,17
42174,6,1
42175,2,5
42176,9,9
42177,17,9
42178,5,6
42179,1,5
42180,6,5
42181,8,12
42182,4,1
42183,5,5
42184,5,1
42185,1,6
42186,4,6
42187,4,1
42188,1,5
42189,10,1
42190,8,13
42191,2,44
42192,5,8
42193,1,5
42194,6,1
42195,4,2
42196,5,1
42197,1,11
42198,13,2
42199,25,21
42200,1,146
42201,8,2
42202,1,6
42203,5,4
42204,5,1
42205,1,10
42206,1,8
42207,8,7
42208,15,21
42209,19,14
42210,18,16
42211,49,31
42212,13,11
42213,9,10
42214,4,8
42215,8,9
42216,5,1
42217,4,1
42218,3,4
42219,12,3
42220,1,6
42221,1,4
42222,4,1
42223,4,1
42224,9,19
42225,4,4
42226,5,7
42227,12,8
42228,4,1
42229,37,31
42230,8,1
42231,23,24
42232,1,7
42233,7,1
42234,5,5
42235,4,1
42236,18,7
42237,54,29
42238,15,30
42239,4,1
42240,4,3
42241,6,5
42242,40,33
42243,1,7
42244,1,65
42245,6,1
42246,8,8
42247,4,1
42248,5,1
42249,22,21
42250,5,3
42251,7,1
42252,6,1
42253,4,3
42254,1,6
42255,5,5
42256,44,48
42257,21,17
42258,13,6
42259,28,44
42260,7,8
42261,8,10
42262,10,9
42263,6,4
42264,5,7
42265,5,1
42266,4,1
42267,6,9
42268,6,5
42269,24,25
42270,6,7
42271,11,12
42272,12,1
42273,24,25
42274,16,9
42275,12,9
42276,6,1
42277,17,14
42278,10,7
42279,3,5
42280,4,1
42281,1,6
42282,18,10
42283,45,17
42284,6,6
42285,11,15
42286,11,16
42287,5,1
42288,12,18
42289,14,5
42290,5,1
42291,4,3
42292,16,18
42293,1,14
42294,10,10
42295,32,34
42296,1,6
42297,17,17
42298,4,1
42299,1,7
42300,6,5
42301,4,1
42302,2,4
42303,5,1
42304,13,14
42305,5,1
42306,6,5
42307,11,7
42308,7,5
42309,20,19
42310,15,17
42311,3,4
42312,11,11
42313,11,15
42314,1,146
42315,20,2
42316,49,24
42317,5,6
42318,1,16
42319,4,1
42320,1,6
42321,45,34
42322,26,4
42323,1,30
42324,4,1
42325,4,10
42326,8,1
42327,1,5
42328,1,12
42329,16,17
42330,1,7
42331,4,1
42332,7,6
42333,1,8
42334,11,13
42335,4,1
42336,1,6
42337,14,12
42338,8,15
42339,8,1
42340,5,7
42341,11,7
42342,4,5
42343,4,1
42344,5,1
42345,6,1
42346,1,10
42347,8,20
42348,5,5
42349,12,11
42350,13,8
42351,9,3
42352,5,7
42353,1,5
42354,6,6
42355,28,39
42356,2,11
42357,20,20
42358,7,5
42359,4,10
42360,11,11
42361,5,1
42362,10,12
42363,1,4
42364,4,5
42365,10,1
42366,13,11
42367,1,7
42368,14,1
42369,1,21
42370,4,9
42371,25,23
42372,14,24
42373,2,5
