,2gram_nostpwrd_cooccurence,2gram_nostpwrd_distinct,2gram_cooccurence,2gram_distinct
33484,1.0,33.0,1.0,140.0
33485,1.0,20.0,4.0,99.0
33486,1.0,26.0,2.0,94.0
33487,0.0,6.0,1.0,39.0
33488,3.0,101.0,5.0,302.0
33489,2.0,10.0,2.0,14.0
33490,0.0,1.0,1.0,8.0
33491,1.0,13.0,5.0,57.0
33492,1.0,7.0,0.0,18.0
33493,0.0,29.0,1.0,74.0
33494,1.0,98.0,2.0,307.0
33495,1.0,1.0,4.0,25.0
33496,2.0,2.0,2.0,17.0
33497,0.0,6.0,1.0,53.0
33498,3.0,10.0,5.0,26.0
33499,2.0,21.0,3.0,44.0
33500,2.0,75.0,4.0,267.0
33501,0.0,4.0,1.0,22.0
33502,0.0,4.0,0.0,54.0
33503,1.0,125.0,5.0,543.0
33504,1.0,18.0,0.0,83.0
33505,0.0,18.0,1.0,51.0
33506,1.0,4.0,3.0,28.0
33507,0.0,12.0,1.0,75.0
33508,1.0,4.0,0.0,10.0
33509,3.0,6.0,4.0,47.0
33510,8.0,56.0,20.0,372.0
33511,4.0,59.0,1.0,198.0
33512,0.0,6.0,0.0,30.0
33513,4.0,12.0,10.0,90.0
33514,2.0,7.0,1.0,15.0
33515,1.0,18.0,1.0,64.0
33516,5.0,25.0,6.0,92.0
33517,4.0,28.0,13.0,199.0
33518,2.0,36.0,2.0,146.0
33519,0.0,20.0,1.0,51.0
33520,1.0,45.0,2.0,156.0
33521,2.0,31.0,5.0,113.0
33522,1.0,30.0,1.0,76.0
33523,5.0,46.0,2.0,88.0
33524,0.0,15.0,0.0,35.0
33525,1.0,7.0,4.0,82.0
33526,0.0,6.0,1.0,48.0
33527,1.0,22.0,5.0,162.0
33528,3.0,2.0,3.0,27.0
33529,0.0,22.0,2.0,101.0
33530,2.0,7.0,2.0,19.0
33531,1.0,33.0,7.0,209.0
33532,0.0,38.0,1.0,104.0
33533,2.0,25.0,3.0,50.0
33534,2.0,32.0,5.0,92.0
33535,2.0,2.0,5.0,20.0
33536,2.0,5.0,3.0,22.0
33537,1.0,12.0,1.0,27.0
33538,5.0,12.0,6.0,44.0
33539,0.0,6.0,2.0,18.0
33540,0.0,5.0,1.0,20.0
33541,2.0,8.0,3.0,84.0
33542,1.0,25.0,4.0,101.0
33543,0.0,15.0,1.0,64.0
33544,1.0,11.0,4.0,45.0
33545,5.0,26.0,11.0,179.0
33546,0.0,76.0,2.0,176.0
33547,1.0,10.0,1.0,35.0
33548,1.0,12.0,1.0,31.0
33549,4.0,27.0,7.0,84.0
33550,0.0,6.0,1.0,26.0
33551,3.0,9.0,2.0,32.0
33552,2.0,32.0,1.0,89.0
33553,1.0,18.0,1.0,39.0
33554,2.0,5.0,0.0,21.0
33555,7.0,42.0,15.0,210.0
33556,3.0,13.0,5.0,78.0
33557,1.0,2.0,0.0,15.0
33558,1.0,3.0,4.0,28.0
33559,0.0,18.0,1.0,73.0
33560,4.0,6.0,4.0,22.0
33561,0.0,21.0,4.0,105.0
33562,3.0,3.0,5.0,48.0
33563,0.0,4.0,2.0,37.0
33564,3.0,71.0,4.0,121.0
33565,2.0,5.0,2.0,28.0
33566,1.0,10.0,2.0,35.0
33567,0.0,12.0,0.0,26.0
33568,0.0,10.0,1.0,29.0
33569,2.0,2.0,5.0,44.0
33570,1.0,41.0,1.0,105.0
33571,3.0,28.0,7.0,106.0
33572,1.0,11.0,3.0,27.0
33573,4.0,12.0,6.0,37.0
33574,0.0,15.0,0.0,37.0
33575,1.0,38.0,1.0,114.0
33576,0.0,25.0,1.0,75.0
33577,1.0,25.0,2.0,60.0
33578,0.0,6.0,3.0,25.0
33579,1.0,72.0,2.0,177.0
33580,0.0,24.0,0.0,55.0
33581,4.0,13.0,3.0,28.0
33582,3.0,25.0,4.0,77.0
33583,1.0,37.0,3.0,118.0
33584,2.0,8.0,1.0,27.0
33585,0.0,23.0,1.0,49.0
33586,0.0,11.0,1.0,58.0
33587,2.0,5.0,1.0,22.0
33588,0.0,32.0,1.0,128.0
33589,3.0,14.0,4.0,35.0
33590,2.0,17.0,4.0,50.0
33591,7.0,58.0,12.0,154.0
33592,0.0,7.0,0.0,31.0
33593,1.0,14.0,2.0,50.0
33594,2.0,23.0,6.0,111.0
33595,3.0,14.0,4.0,70.0
33596,1.0,25.0,1.0,44.0
33597,0.0,22.0,0.0,74.0
33598,0.0,8.0,0.0,23.0
33599,0.0,4.0,2.0,38.0
33600,1.0,12.0,0.0,26.0
33601,2.0,4.0,1.0,27.0
33602,1.0,12.0,0.0,65.0
33603,1.0,7.0,2.0,57.0
33604,3.0,4.0,5.0,21.0
33605,0.0,9.0,1.0,33.0
33606,1.0,16.0,1.0,52.0
33607,7.0,42.0,15.0,202.0
33608,1.0,12.0,3.0,40.0
33609,0.0,77.0,0.0,268.0
33610,2.0,2.0,4.0,23.0
33611,0.0,27.0,0.0,110.0
33612,0.0,25.0,0.0,65.0
33613,2.0,21.0,1.0,75.0
33614,1.0,4.0,2.0,33.0
33615,3.0,1.0,5.0,18.0
33616,3.0,10.0,4.0,51.0
33617,2.0,8.0,3.0,34.0
33618,0.0,63.0,0.0,197.0
33619,3.0,10.0,3.0,58.0
33620,2.0,13.0,4.0,65.0
33621,0.0,1.0,0.0,25.0
33622,2.0,13.0,1.0,46.0
33623,0.0,8.0,0.0,22.0
33624,3.0,4.0,5.0,21.0
33625,1.0,25.0,1.0,94.0
33626,2.0,30.0,3.0,120.0
33627,1.0,7.0,3.0,27.0
33628,3.0,15.0,7.0,130.0
33629,0.0,13.0,1.0,48.0
33630,1.0,8.0,1.0,29.0
33631,5.0,33.0,11.0,164.0
33632,1.0,22.0,0.0,90.0
33633,1.0,22.0,3.0,90.0
33634,0.0,23.0,0.0,103.0
33635,1.0,7.0,2.0,29.0
33636,0.0,10.0,0.0,30.0
33637,4.0,6.0,4.0,22.0
33638,0.0,24.0,1.0,68.0
33639,0.0,15.0,1.0,45.0
33640,0.0,12.0,0.0,30.0
33641,2.0,38.0,3.0,129.0
33642,0.0,11.0,0.0,34.0
33643,0.0,20.0,1.0,62.0
33644,1.0,7.0,0.0,14.0
33645,1.0,23.0,3.0,112.0
33646,0.0,15.0,0.0,24.0
33647,0.0,12.0,1.0,86.0
33648,1.0,1.0,2.0,27.0
33649,3.0,29.0,6.0,173.0
33650,0.0,19.0,1.0,79.0
33651,3.0,16.0,7.0,102.0
33652,0.0,19.0,0.0,59.0
33653,1.0,14.0,3.0,56.0
33654,4.0,49.0,6.0,123.0
33655,1.0,12.0,2.0,41.0
33656,0.0,22.0,1.0,85.0
33657,1.0,44.0,2.0,113.0
33658,0.0,16.0,0.0,73.0
33659,2.0,29.0,3.0,108.0
33660,0.0,1.0,1.0,2.0
33661,0.0,41.0,0.0,130.0
33662,2.0,16.0,4.0,41.0
33663,1.0,8.0,0.0,31.0
33664,2.0,20.0,3.0,98.0
33665,0.0,11.0,0.0,51.0
33666,2.0,8.0,3.0,27.0
33667,2.0,8.0,2.0,17.0
33668,2.0,14.0,3.0,62.0
33669,0.0,20.0,1.0,66.0
33670,1.0,4.0,1.0,24.0
33671,4.0,23.0,8.0,107.0
33672,2.0,4.0,4.0,22.0
33673,4.0,16.0,5.0,31.0
33674,2.0,19.0,2.0,41.0
33675,0.0,14.0,0.0,53.0
33676,0.0,5.0,1.0,30.0
33677,8.0,66.0,15.0,170.0
33678,3.0,25.0,10.0,146.0
33679,0.0,3.0,0.0,20.0
33680,2.0,8.0,4.0,46.0
33681,1.0,16.0,2.0,81.0
33682,1.0,11.0,2.0,42.0
33683,1.0,17.0,2.0,75.0
33684,1.0,2.0,6.0,57.0
33685,1.0,31.0,1.0,149.0
33686,3.0,14.0,4.0,53.0
33687,2.0,13.0,0.0,79.0
33688,1.0,14.0,2.0,35.0
33689,0.0,11.0,0.0,27.0
33690,3.0,6.0,4.0,36.0
33691,2.0,16.0,3.0,44.0
33692,2.0,23.0,2.0,49.0
33693,6.0,72.0,12.0,246.0
33694,2.0,11.0,3.0,23.0
33695,1.0,79.0,1.0,265.0
33696,2.0,9.0,3.0,28.0
33697,1.0,31.0,2.0,80.0
33698,2.0,33.0,3.0,107.0
33699,1.0,29.0,0.0,48.0
33700,2.0,50.0,3.0,140.0
33701,1.0,39.0,2.0,138.0
33702,2.0,4.0,1.0,15.0
33703,3.0,56.0,6.0,162.0
33704,1.0,8.0,2.0,29.0
33705,3.0,13.0,2.0,47.0
33706,2.0,11.0,2.0,42.0
33707,2.0,25.0,2.0,84.0
33708,1.0,95.0,1.0,191.0
33709,0.0,13.0,0.0,52.0
33710,1.0,8.0,2.0,25.0
33711,1.0,5.0,3.0,31.0
33712,2.0,8.0,4.0,38.0
33713,5.0,32.0,12.0,158.0
33714,5.0,12.0,6.0,43.0
33715,2.0,10.0,3.0,66.0
33716,0.0,19.0,0.0,54.0
33717,0.0,1.0,5.0,36.0
33718,0.0,15.0,1.0,44.0
33719,1.0,16.0,2.0,73.0
33720,2.0,20.0,2.0,88.0
33721,5.0,39.0,12.0,172.0
33722,0.0,10.0,1.0,40.0
33723,3.0,9.0,5.0,37.0
33724,0.0,7.0,2.0,28.0
33725,1.0,9.0,3.0,43.0
33726,4.0,12.0,6.0,58.0
33727,1.0,8.0,3.0,42.0
33728,7.0,42.0,13.0,156.0
33729,0.0,4.0,0.0,26.0
33730,2.0,8.0,3.0,19.0
33731,1.0,152.0,7.0,454.0
33732,1.0,21.0,2.0,48.0
33733,1.0,25.0,1.0,61.0
33734,1.0,25.0,2.0,57.0
33735,9.0,56.0,28.0,404.0
33736,1.0,13.0,1.0,28.0
33737,4.0,6.0,6.0,59.0
33738,1.0,56.0,2.0,146.0
33739,1.0,19.0,0.0,39.0
33740,6.0,30.0,14.0,174.0
33741,1.0,18.0,1.0,73.0
33742,7.0,54.0,12.0,154.0
33743,1.0,8.0,4.0,47.0
33744,2.0,3.0,1.0,29.0
33745,0.0,10.0,3.0,39.0
33746,1.0,48.0,1.0,160.0
33747,1.0,17.0,1.0,56.0
33748,2.0,45.0,4.0,115.0
33749,1.0,15.0,2.0,48.0
33750,2.0,2.0,3.0,21.0
33751,1.0,5.0,1.0,11.0
33752,0.0,10.0,1.0,23.0
33753,1.0,93.0,3.0,245.0
33754,7.0,58.0,11.0,134.0
33755,1.0,4.0,1.0,11.0
33756,2.0,8.0,2.0,24.0
33757,1.0,26.0,2.0,73.0
33758,0.0,76.0,0.0,191.0
33759,10.0,52.0,22.0,384.0
33760,1.0,19.0,2.0,64.0
33761,0.0,14.0,0.0,25.0
33762,3.0,112.0,9.0,298.0
33763,3.0,18.0,5.0,90.0
33764,2.0,19.0,2.0,31.0
33765,1.0,20.0,1.0,70.0
33766,1.0,19.0,1.0,54.0
33767,1.0,22.0,3.0,76.0
33768,0.0,15.0,0.0,85.0
33769,2.0,8.0,2.0,52.0
33770,5.0,49.0,3.0,127.0
33771,0.0,10.0,0.0,62.0
33772,0.0,8.0,0.0,23.0
33773,3.0,14.0,4.0,45.0
33774,1.0,0.0,0.0,4.0
33775,0.0,18.0,0.0,78.0
33776,1.0,13.0,2.0,64.0
33777,1.0,40.0,3.0,132.0
33778,5.0,32.0,11.0,126.0
33779,0.0,30.0,3.0,74.0
33780,1.0,4.0,1.0,4.0
33781,3.0,7.0,6.0,31.0
33782,0.0,89.0,0.0,251.0
33783,0.0,18.0,1.0,36.0
33784,1.0,15.0,1.0,45.0
33785,0.0,21.0,0.0,66.0
33786,0.0,48.0,0.0,234.0
33787,2.0,1.0,3.0,4.0
33788,1.0,3.0,2.0,12.0
33789,0.0,3.0,0.0,19.0
33790,2.0,2.0,4.0,36.0
33791,3.0,14.0,3.0,34.0
33792,2.0,12.0,2.0,12.0
33793,1.0,30.0,3.0,84.0
33794,0.0,8.0,0.0,29.0
33795,0.0,15.0,0.0,51.0
33796,2.0,11.0,1.0,22.0
33797,1.0,12.0,1.0,26.0
33798,3.0,19.0,4.0,62.0
33799,1.0,9.0,2.0,41.0
33800,1.0,25.0,1.0,57.0
33801,3.0,14.0,6.0,58.0
33802,0.0,42.0,0.0,98.0
33803,1.0,4.0,2.0,27.0
33804,1.0,8.0,1.0,24.0
33805,1.0,13.0,2.0,30.0
33806,1.0,7.0,0.0,30.0
33807,0.0,25.0,0.0,67.0
33808,1.0,14.0,1.0,53.0
33809,0.0,20.0,4.0,99.0
33810,0.0,47.0,0.0,115.0
33811,2.0,4.0,6.0,36.0
33812,0.0,12.0,0.0,29.0
33813,3.0,9.0,5.0,25.0
33814,1.0,11.0,2.0,38.0
33815,1.0,8.0,2.0,49.0
33816,7.0,50.0,16.0,190.0
33817,2.0,21.0,2.0,63.0
33818,3.0,66.0,2.0,231.0
33819,3.0,19.0,2.0,74.0
33820,2.0,7.0,4.0,33.0
33821,5.0,116.0,4.0,161.0
33822,1.0,3.0,5.0,45.0
33823,1.0,17.0,1.0,43.0
33824,3.0,9.0,3.0,27.0
33825,3.0,55.0,3.0,127.0
33826,1.0,54.0,1.0,109.0
33827,0.0,6.0,0.0,50.0
33828,7.0,49.0,12.0,136.0
33829,1.0,5.0,2.0,28.0
33830,2.0,13.0,0.0,63.0
33831,2.0,6.0,2.0,22.0
33832,0.0,7.0,0.0,34.0
33833,1.0,7.0,1.0,55.0
33834,0.0,12.0,0.0,35.0
33835,2.0,13.0,7.0,99.0
33836,2.0,4.0,2.0,30.0
33837,4.0,12.0,9.0,72.0
33838,3.0,9.0,3.0,27.0
33839,2.0,8.0,3.0,34.0
33840,0.0,5.0,1.0,11.0
33841,1.0,4.0,1.0,22.0
33842,1.0,13.0,2.0,54.0
33843,4.0,9.0,2.0,29.0
33844,2.0,21.0,3.0,82.0
33845,7.0,74.0,10.0,134.0
33846,1.0,23.0,0.0,78.0
33847,2.0,17.0,4.0,55.0
33848,0.0,30.0,1.0,51.0
33849,3.0,20.0,4.0,57.0
33850,2.0,46.0,3.0,109.0
33851,5.0,32.0,10.0,112.0
33852,3.0,9.0,1.0,41.0
33853,2.0,22.0,3.0,95.0
33854,6.0,40.0,11.0,130.0
33855,3.0,4.0,5.0,16.0
33856,2.0,8.0,4.0,22.0
33857,0.0,5.0,0.0,32.0
33858,2.0,53.0,3.0,178.0
33859,1.0,9.0,1.0,13.0
33860,1.0,47.0,2.0,160.0
33861,1.0,10.0,2.0,59.0
33862,1.0,11.0,1.0,43.0
33863,0.0,2.0,1.0,4.0
33864,2.0,25.0,1.0,52.0
33865,0.0,10.0,2.0,40.0
33866,1.0,56.0,1.0,145.0
33867,0.0,23.0,2.0,166.0
33868,2.0,24.0,7.0,134.0
33869,3.0,11.0,2.0,33.0
33870,0.0,10.0,0.0,23.0
33871,1.0,4.0,2.0,25.0
33872,1.0,13.0,0.0,40.0
33873,1.0,7.0,2.0,27.0
33874,0.0,15.0,0.0,81.0
33875,1.0,12.0,4.0,47.0
33876,2.0,23.0,2.0,73.0
33877,2.0,8.0,6.0,44.0
33878,2.0,2.0,3.0,14.0
33879,4.0,100.0,6.0,199.0
33880,7.0,50.0,10.0,101.0
33881,2.0,6.0,8.0,64.0
33882,2.0,14.0,3.0,22.0
33883,0.0,6.0,0.0,20.0
33884,0.0,17.0,2.0,74.0
33885,2.0,5.0,3.0,15.0
33886,0.0,31.0,5.0,210.0
33887,0.0,22.0,0.0,54.0
33888,2.0,4.0,3.0,33.0
33889,0.0,19.0,0.0,65.0
33890,0.0,12.0,0.0,60.0
33891,1.0,53.0,2.0,184.0
33892,2.0,14.0,5.0,58.0
33893,0.0,32.0,0.0,133.0
33894,2.0,31.0,6.0,120.0
33895,0.0,6.0,1.0,54.0
33896,2.0,9.0,3.0,34.0
33897,1.0,8.0,1.0,60.0
33898,0.0,33.0,4.0,127.0
33899,1.0,163.0,2.0,368.0
33900,2.0,13.0,3.0,52.0
33901,2.0,5.0,3.0,62.0
33902,1.0,8.0,1.0,32.0
33903,3.0,9.0,6.0,58.0
33904,7.0,42.0,15.0,202.0
33905,4.0,50.0,6.0,144.0
33906,0.0,18.0,0.0,104.0
33907,0.0,20.0,0.0,35.0
33908,2.0,12.0,1.0,26.0
33909,0.0,3.0,0.0,31.0
33910,1.0,45.0,4.0,126.0
33911,0.0,10.0,1.0,27.0
33912,2.0,14.0,5.0,76.0
33913,2.0,6.0,3.0,28.0
33914,1.0,11.0,2.0,68.0
33915,3.0,14.0,4.0,67.0
33916,1.0,4.0,2.0,18.0
33917,0.0,2.0,0.0,36.0
33918,0.0,19.0,0.0,37.0
33919,1.0,3.0,2.0,33.0
33920,4.0,12.0,4.0,38.0
33921,3.0,91.0,4.0,148.0
33922,2.0,61.0,2.0,107.0
33923,1.0,28.0,1.0,89.0
33924,0.0,53.0,0.0,182.0
33925,0.0,12.0,2.0,50.0
33926,5.0,66.0,4.0,233.0
33927,1.0,34.0,2.0,84.0
33928,1.0,50.0,3.0,176.0
33929,1.0,33.0,3.0,85.0
33930,2.0,33.0,4.0,75.0
33931,4.0,12.0,6.0,49.0
33932,5.0,49.0,6.0,178.0
33933,3.0,7.0,4.0,13.0
33934,1.0,122.0,3.0,308.0
33935,1.0,7.0,2.0,37.0
33936,1.0,38.0,3.0,126.0
33937,0.0,29.0,1.0,98.0
33938,1.0,4.0,3.0,35.0
33939,7.0,42.0,16.0,232.0
33940,1.0,16.0,1.0,32.0
33941,2.0,18.0,2.0,68.0
33942,3.0,22.0,6.0,77.0
33943,0.0,12.0,1.0,48.0
33944,1.0,12.0,1.0,30.0
33945,1.0,12.0,1.0,68.0
33946,1.0,23.0,1.0,115.0
33947,0.0,8.0,0.0,34.0
33948,0.0,26.0,0.0,52.0
33949,1.0,5.0,2.0,15.0
33950,0.0,4.0,0.0,8.0
33951,1.0,4.0,2.0,52.0
33952,0.0,40.0,0.0,88.0
33953,0.0,2.0,0.0,13.0
33954,2.0,24.0,3.0,41.0
33955,0.0,15.0,0.0,34.0
33956,0.0,14.0,0.0,45.0
33957,0.0,11.0,0.0,50.0
33958,1.0,7.0,0.0,19.0
33959,3.0,32.0,4.0,85.0
33960,1.0,34.0,2.0,151.0
33961,2.0,23.0,5.0,74.0
33962,0.0,26.0,0.0,74.0
33963,1.0,21.0,2.0,36.0
33964,2.0,12.0,2.0,24.0
33965,2.0,17.0,2.0,56.0
33966,4.0,27.0,8.0,93.0
33967,2.0,13.0,2.0,43.0
33968,0.0,12.0,0.0,40.0
33969,1.0,34.0,1.0,176.0
33970,4.0,79.0,10.0,257.0
33971,2.0,15.0,0.0,38.0
33972,1.0,30.0,2.0,89.0
33973,2.0,4.0,3.0,41.0
33974,2.0,22.0,3.0,63.0
33975,1.0,47.0,2.0,161.0
33976,2.0,38.0,1.0,83.0
33977,1.0,10.0,3.0,43.0
33978,1.0,8.0,3.0,62.0
33979,3.0,6.0,6.0,30.0
33980,1.0,13.0,2.0,54.0
33981,0.0,20.0,1.0,116.0
33982,2.0,6.0,2.0,22.0
33983,0.0,15.0,1.0,39.0
33984,1.0,71.0,1.0,173.0
33985,1.0,61.0,2.0,96.0
33986,2.0,12.0,2.0,54.0
33987,1.0,8.0,1.0,23.0
33988,1.0,8.0,1.0,31.0
33989,1.0,3.0,2.0,42.0
33990,1.0,15.0,1.0,44.0
33991,2.0,17.0,4.0,78.0
33992,2.0,0.0,1.0,18.0
33993,0.0,29.0,0.0,55.0
33994,0.0,4.0,1.0,34.0
33995,1.0,26.0,0.0,94.0
33996,2.0,11.0,3.0,44.0
33997,2.0,1.0,0.0,26.0
33998,0.0,43.0,0.0,118.0
33999,1.0,7.0,0.0,15.0
34000,0.0,9.0,0.0,24.0
34001,0.0,28.0,0.0,52.0
34002,1.0,3.0,5.0,31.0
34003,2.0,5.0,2.0,45.0
34004,3.0,2.0,3.0,26.0
34005,2.0,9.0,3.0,30.0
34006,2.0,9.0,1.0,17.0
34007,3.0,55.0,5.0,221.0
34008,4.0,6.0,5.0,32.0
34009,3.0,6.0,9.0,82.0
34010,7.0,58.0,11.0,134.0
34011,0.0,4.0,0.0,16.0
34012,2.0,22.0,3.0,49.0
34013,4.0,22.0,12.0,89.0
34014,2.0,12.0,2.0,12.0
34015,1.0,9.0,2.0,38.0
34016,0.0,26.0,0.0,68.0
34017,0.0,18.0,0.0,25.0
34018,0.0,15.0,0.0,40.0
34019,6.0,30.0,7.0,73.0
34020,0.0,43.0,0.0,65.0
34021,2.0,7.0,1.0,15.0
34022,1.0,3.0,2.0,27.0
34023,4.0,13.0,3.0,113.0
34024,1.0,25.0,3.0,83.0
34025,1.0,3.0,3.0,23.0
34026,1.0,11.0,2.0,28.0
34027,1.0,16.0,3.0,50.0
34028,0.0,6.0,2.0,48.0
34029,0.0,12.0,0.0,35.0
34030,1.0,1.0,3.0,27.0
34031,2.0,19.0,4.0,39.0
34032,1.0,9.0,2.0,30.0
34033,1.0,3.0,1.0,26.0
34034,2.0,7.0,4.0,39.0
34035,4.0,16.0,7.0,49.0
34036,2.0,1.0,6.0,31.0
34037,1.0,2.0,0.0,23.0
34038,1.0,10.0,1.0,23.0
34039,0.0,20.0,1.0,123.0
34040,3.0,10.0,3.0,58.0
34041,1.0,6.0,2.0,26.0
34042,2.0,19.0,1.0,80.0
34043,5.0,16.0,7.0,43.0
34044,1.0,7.0,1.0,26.0
34045,3.0,25.0,7.0,68.0
34046,1.0,12.0,4.0,39.0
34047,1.0,39.0,1.0,136.0
34048,1.0,12.0,3.0,28.0
34049,2.0,6.0,1.0,18.0
34050,0.0,10.0,1.0,16.0
34051,1.0,8.0,0.0,16.0
34052,3.0,18.0,5.0,59.0
34053,1.0,4.0,2.0,28.0
34054,0.0,7.0,0.0,35.0
34055,0.0,32.0,1.0,113.0
34056,1.0,58.0,1.0,160.0
34057,2.0,9.0,6.0,49.0
34058,1.0,22.0,3.0,49.0
34059,1.0,5.0,3.0,37.0
34060,3.0,24.0,4.0,80.0
34061,1.0,16.0,2.0,30.0
34062,2.0,23.0,4.0,122.0
34063,0.0,4.0,1.0,20.0
34064,3.0,45.0,4.0,116.0
34065,4.0,6.0,5.0,32.0
34066,11.0,110.0,19.0,334.0
34067,0.0,28.0,0.0,60.0
34068,3.0,14.0,7.0,69.0
34069,0.0,56.0,0.0,184.0
34070,1.0,62.0,3.0,154.0
34071,0.0,28.0,1.0,101.0
34072,2.0,27.0,2.0,35.0
34073,2.0,45.0,3.0,151.0
34074,1.0,4.0,1.0,22.0
34075,2.0,36.0,5.0,129.0
34076,0.0,2.0,4.0,38.0
34077,2.0,6.0,4.0,25.0
34078,0.0,16.0,0.0,27.0
34079,1.0,25.0,1.0,80.0
34080,3.0,45.0,3.0,143.0
34081,3.0,6.0,5.0,20.0
34082,0.0,6.0,0.0,32.0
34083,0.0,18.0,0.0,38.0
34084,1.0,56.0,1.0,180.0
34085,0.0,3.0,0.0,11.0
34086,4.0,97.0,5.0,386.0
34087,8.0,74.0,18.0,336.0
34088,2.0,17.0,3.0,68.0
34089,0.0,16.0,0.0,27.0
34090,7.0,34.0,21.0,228.0
34091,1.0,25.0,1.0,79.0
34092,0.0,16.0,1.0,65.0
34093,4.0,9.0,6.0,31.0
34094,1.0,4.0,3.0,29.0
34095,2.0,13.0,2.0,48.0
34096,2.0,23.0,0.0,56.0
34097,0.0,5.0,0.0,16.0
34098,3.0,2.0,6.0,44.0
34099,1.0,12.0,1.0,20.0
34100,2.0,94.0,3.0,209.0
34101,0.0,21.0,1.0,79.0
34102,2.0,35.0,7.0,120.0
34103,0.0,15.0,0.0,32.0
34104,1.0,14.0,2.0,35.0
34105,1.0,7.0,0.0,48.0
34106,0.0,72.0,0.0,213.0
34107,0.0,8.0,0.0,21.0
34108,2.0,15.0,3.0,92.0
34109,7.0,54.0,12.0,154.0
34110,2.0,25.0,3.0,77.0
34111,2.0,72.0,5.0,168.0
34112,3.0,20.0,2.0,38.0
34113,3.0,2.0,4.0,38.0
34114,5.0,20.0,10.0,90.0
34115,3.0,6.0,2.0,23.0
34116,0.0,2.0,1.0,4.0
34117,1.0,31.0,0.0,67.0
34118,0.0,26.0,3.0,125.0
34119,4.0,9.0,5.0,41.0
34120,1.0,0.0,0.0,24.0
34121,2.0,57.0,5.0,182.0
34122,0.0,24.0,0.0,65.0
34123,1.0,20.0,5.0,99.0
34124,6.0,30.0,12.0,124.0
34125,1.0,4.0,3.0,34.0
34126,1.0,11.0,1.0,21.0
34127,0.0,30.0,1.0,96.0
34128,1.0,37.0,1.0,103.0
34129,0.0,15.0,0.0,61.0
34130,0.0,39.0,1.0,156.0
34131,0.0,12.0,0.0,44.0
34132,2.0,21.0,4.0,78.0
34133,1.0,4.0,2.0,23.0
34134,0.0,20.0,0.0,71.0
34135,1.0,16.0,2.0,50.0
34136,0.0,36.0,1.0,72.0
34137,0.0,29.0,2.0,120.0
34138,1.0,16.0,3.0,49.0
34139,1.0,15.0,0.0,66.0
34140,0.0,16.0,0.0,45.0
34141,0.0,15.0,3.0,72.0
34142,2.0,18.0,4.0,110.0
34143,2.0,19.0,5.0,136.0
34144,0.0,19.0,1.0,76.0
34145,1.0,9.0,0.0,51.0
34146,0.0,11.0,0.0,56.0
34147,3.0,13.0,4.0,78.0
34148,1.0,0.0,6.0,30.0
34149,0.0,11.0,1.0,37.0
34150,2.0,21.0,3.0,31.0
34151,2.0,14.0,3.0,59.0
34152,1.0,19.0,1.0,61.0
34153,2.0,4.0,4.0,31.0
34154,0.0,0.0,2.0,5.0
34155,3.0,6.0,6.0,30.0
34156,0.0,22.0,1.0,84.0
34157,1.0,7.0,0.0,22.0
34158,4.0,133.0,6.0,419.0
34159,2.0,29.0,1.0,88.0
34160,3.0,70.0,3.0,214.0
34161,3.0,20.0,6.0,80.0
34162,1.0,17.0,1.0,30.0
34163,0.0,15.0,1.0,94.0
34164,2.0,5.0,3.0,28.0
34165,0.0,22.0,0.0,40.0
34166,1.0,1.0,3.0,22.0
34167,0.0,16.0,1.0,49.0
34168,3.0,26.0,4.0,93.0
34169,1.0,10.0,2.0,35.0
34170,0.0,25.0,1.0,152.0
34171,1.0,7.0,2.0,36.0
34172,2.0,28.0,12.0,158.0
34173,1.0,18.0,0.0,51.0
34174,4.0,58.0,6.0,149.0
34175,0.0,16.0,2.0,96.0
34176,0.0,14.0,1.0,39.0
34177,4.0,6.0,7.0,41.0
34178,0.0,3.0,1.0,21.0
34179,2.0,2.0,3.0,40.0
34180,0.0,2.0,1.0,25.0
34181,3.0,20.0,3.0,42.0
34182,2.0,9.0,3.0,15.0
34183,1.0,79.0,3.0,195.0
34184,0.0,23.0,0.0,48.0
34185,2.0,4.0,3.0,27.0
34186,1.0,2.0,1.0,34.0
34187,1.0,20.0,2.0,44.0
34188,1.0,17.0,1.0,114.0
34189,2.0,14.0,3.0,54.0
34190,0.0,90.0,0.0,176.0
34191,2.0,7.0,4.0,33.0
34192,2.0,24.0,2.0,49.0
34193,1.0,18.0,2.0,80.0
34194,1.0,10.0,4.0,49.0
34195,0.0,9.0,0.0,66.0
34196,1.0,31.0,5.0,259.0
34197,0.0,42.0,2.0,178.0
34198,1.0,8.0,2.0,34.0
34199,1.0,6.0,0.0,75.0
34200,2.0,1.0,5.0,32.0
34201,2.0,18.0,3.0,47.0
34202,0.0,36.0,0.0,107.0
34203,0.0,7.0,3.0,28.0
34204,2.0,7.0,4.0,27.0
34205,1.0,12.0,0.0,41.0
34206,1.0,4.0,1.0,16.0
34207,0.0,0.0,0.0,10.0
34208,2.0,17.0,4.0,50.0
34209,1.0,11.0,2.0,44.0
34210,0.0,16.0,0.0,38.0
34211,0.0,49.0,0.0,126.0
34212,2.0,18.0,4.0,82.0
34213,1.0,12.0,1.0,49.0
34214,4.0,9.0,6.0,49.0
34215,0.0,1.0,3.0,16.0
34216,1.0,19.0,1.0,77.0
34217,1.0,9.0,1.0,18.0
