,bigram_coocurence,bigram_distinct,bigram_nostpwrd_coocurence,bigram_nostpwrd_distinct
38264,5.0,110.0,3.0,40.0
38265,1.0,55.0,0.0,8.0
38266,3.0,147.0,1.0,29.0
38267,10.0,90.0,6.0,30.0
38268,5.0,66.0,4.0,21.0
38269,11.0,110.0,5.0,20.0
38270,3.0,45.0,1.0,11.0
38271,5.0,44.0,3.0,6.0
38272,0.0,55.0,0.0,24.0
38273,2.0,65.0,4.0,11.0
38274,3.0,28.0,2.0,9.0
38275,2.0,63.0,2.0,21.0
38276,0.0,66.0,0.0,20.0
38277,7.0,49.0,4.0,6.0
38278,2.0,36.0,0.0,9.0
38279,4.0,155.0,4.0,35.0
38280,5.0,59.0,2.0,4.0
38281,4.0,155.0,2.0,45.0
38282,1.0,89.0,1.0,27.0
38283,0.0,30.0,0.0,8.0
38284,0.0,119.0,0.0,26.0
38285,0.0,26.0,0.0,5.0
38286,3.0,107.0,5.0,35.0
38287,2.0,41.0,0.0,7.0
38288,0.0,52.0,0.0,21.0
38289,0.0,61.0,2.0,6.0
38290,5.0,84.0,2.0,42.0
38291,3.0,114.0,1.0,40.0
38292,5.0,61.0,3.0,28.0
38293,0.0,54.0,0.0,18.0
38294,7.0,148.0,6.0,61.0
38295,2.0,39.0,1.0,23.0
38296,3.0,73.0,2.0,12.0
38297,1.0,146.0,0.0,44.0
38298,3.0,39.0,1.0,9.0
38299,9.0,72.0,4.0,12.0
38300,5.0,39.0,3.0,9.0
38301,2.0,13.0,1.0,4.0
38302,1.0,15.0,1.0,7.0
38303,0.0,66.0,0.0,32.0
38304,0.0,33.0,1.0,2.0
38305,2.0,43.0,3.0,9.0
38306,6.0,193.0,2.0,49.0
38307,4.0,132.0,2.0,30.0
38308,0.0,118.0,0.0,43.0
38309,0.0,46.0,2.0,12.0
38310,1.0,181.0,2.0,41.0
38311,0.0,122.0,0.0,18.0
38312,3.0,201.0,2.0,58.0
38313,0.0,16.0,1.0,8.0
38314,2.0,23.0,1.0,5.0
38315,1.0,88.0,1.0,21.0
38316,1.0,68.0,0.0,17.0
38317,1.0,105.0,1.0,28.0
38318,8.0,74.0,5.0,32.0
38319,2.0,59.0,1.0,27.0
38320,0.0,100.0,0.0,44.0
38321,2.0,124.0,1.0,51.0
38322,2.0,48.0,2.0,20.0
38323,0.0,56.0,0.0,24.0
38324,1.0,102.0,1.0,22.0
38325,0.0,65.0,0.0,25.0
38326,1.0,65.0,1.0,9.0
38327,1.0,16.0,0.0,7.0
38328,3.0,52.0,2.0,12.0
38329,1.0,87.0,0.0,32.0
38330,13.0,170.0,7.0,50.0
38331,4.0,73.0,1.0,17.0
38332,2.0,155.0,2.0,61.0
38333,5.0,37.0,4.0,20.0
38334,4.0,105.0,2.0,29.0
38335,0.0,108.0,0.0,47.0
38336,1.0,27.0,1.0,4.0
38337,0.0,25.0,1.0,2.0
38338,2.0,36.0,1.0,7.0
38339,2.0,63.0,2.0,23.0
38340,3.0,18.0,2.0,5.0
38341,0.0,69.0,1.0,16.0
38342,7.0,43.0,5.0,16.0
38343,1.0,34.0,0.0,13.0
38344,6.0,56.0,5.0,16.0
38345,1.0,35.0,1.0,9.0
38346,3.0,55.0,1.0,23.0
38347,1.0,33.0,1.0,17.0
38348,2.0,6.0,2.0,6.0
38349,12.0,154.0,7.0,58.0
38350,1.0,32.0,3.0,6.0
38351,4.0,59.0,1.0,10.0
38352,4.0,35.0,3.0,9.0
38353,0.0,23.0,0.0,14.0
38354,3.0,52.0,2.0,22.0
38355,7.0,74.0,4.0,21.0
38356,4.0,176.0,2.0,33.0
38357,0.0,179.0,0.0,43.0
38358,1.0,25.0,1.0,7.0
38359,1.0,16.0,0.0,5.0
38360,3.0,29.0,2.0,9.0
38361,2.0,35.0,3.0,18.0
38362,2.0,27.0,1.0,5.0
38363,4.0,53.0,2.0,21.0
38364,1.0,78.0,0.0,11.0
38365,0.0,14.0,0.0,10.0
38366,1.0,40.0,0.0,7.0
38367,2.0,63.0,1.0,19.0
38368,5.0,33.0,3.0,6.0
38369,1.0,63.0,1.0,29.0
38370,1.0,66.0,0.0,16.0
38371,0.0,54.0,0.0,18.0
38372,4.0,23.0,1.0,2.0
38373,6.0,112.0,3.0,48.0
38374,2.0,135.0,0.0,31.0
38375,5.0,135.0,2.0,33.0
38376,4.0,76.0,1.0,15.0
38377,2.0,41.0,1.0,7.0
38378,3.0,35.0,1.0,8.0
38379,4.0,95.0,1.0,11.0
38380,21.0,448.0,9.0,92.0
38381,0.0,73.0,0.0,36.0
38382,6.0,44.0,2.0,8.0
38383,4.0,22.0,2.0,8.0
38384,1.0,15.0,1.0,3.0
38385,1.0,43.0,1.0,1.0
38386,5.0,60.0,1.0,11.0
38387,0.0,96.0,0.0,20.0
38388,4.0,55.0,1.0,12.0
38389,5.0,50.0,3.0,7.0
38390,0.0,79.0,2.0,25.0
38391,15.0,178.0,5.0,32.0
38392,0.0,51.0,0.0,17.0
38393,0.0,23.0,0.0,5.0
38394,5.0,178.0,5.0,70.0
38395,4.0,45.0,3.0,13.0
38396,4.0,336.0,0.0,79.0
38397,1.0,16.0,0.0,1.0
38398,3.0,26.0,3.0,13.0
38399,5.0,25.0,1.0,0.0
38400,3.0,66.0,3.0,22.0
38401,0.0,21.0,0.0,8.0
38402,0.0,64.0,0.0,24.0
38403,2.0,52.0,3.0,13.0
38404,2.0,28.0,2.0,13.0
38405,3.0,44.0,1.0,11.0
38406,0.0,28.0,0.0,16.0
38407,1.0,145.0,0.0,39.0
38408,5.0,56.0,3.0,20.0
38409,2.0,30.0,2.0,8.0
38410,2.0,51.0,0.0,7.0
38411,0.0,130.0,0.0,67.0
38412,1.0,45.0,1.0,14.0
38413,2.0,21.0,1.0,3.0
38414,1.0,32.0,1.0,11.0
38415,0.0,142.0,1.0,48.0
38416,0.0,28.0,0.0,1.0
38417,3.0,13.0,2.0,1.0
38418,0.0,86.0,0.0,19.0
38419,2.0,4.0,1.0,1.0
38420,4.0,17.0,2.0,5.0
38421,1.0,60.0,1.0,27.0
38422,12.0,159.0,5.0,33.0
38423,1.0,50.0,1.0,24.0
38424,2.0,41.0,1.0,12.0
38425,1.0,38.0,1.0,16.0
38426,2.0,36.0,2.0,12.0
38427,0.0,97.0,0.0,19.0
38428,2.0,17.0,1.0,4.0
38429,4.0,296.0,2.0,102.0
38430,3.0,33.0,2.0,4.0
38431,3.0,22.0,1.0,8.0
38432,9.0,38.0,1.0,1.0
38433,0.0,88.0,0.0,30.0
38434,1.0,32.0,1.0,12.0
38435,0.0,38.0,0.0,9.0
38436,0.0,47.0,0.0,17.0
38437,5.0,68.0,4.0,17.0
38438,1.0,48.0,0.0,26.0
38439,1.0,59.0,1.0,7.0
38440,4.0,27.0,4.0,9.0
38441,3.0,7.0,2.0,1.0
38442,4.0,90.0,3.0,29.0
38443,2.0,17.0,2.0,4.0
38444,3.0,58.0,1.0,8.0
38445,1.0,60.0,1.0,26.0
38446,3.0,27.0,4.0,6.0
38447,4.0,99.0,3.0,55.0
38448,1.0,53.0,1.0,11.0
38449,0.0,69.0,0.0,27.0
38450,13.0,170.0,7.0,50.0
38451,3.0,27.0,2.0,4.0
38452,2.0,58.0,1.0,17.0
38453,4.0,39.0,1.0,12.0
38454,5.0,92.0,2.0,7.0
38455,1.0,47.0,0.0,0.0
38456,4.0,62.0,2.0,21.0
38457,1.0,31.0,1.0,7.0
38458,0.0,19.0,0.0,10.0
38459,2.0,34.0,0.0,10.0
38460,2.0,44.0,1.0,8.0
38461,2.0,36.0,2.0,8.0
38462,1.0,45.0,1.0,23.0
38463,1.0,39.0,0.0,15.0
38464,16.0,206.0,6.0,44.0
38465,0.0,31.0,0.0,11.0
38466,3.0,41.0,1.0,1.0
38467,1.0,104.0,1.0,32.0
38468,1.0,148.0,1.0,59.0
38469,7.0,64.0,2.0,4.0
38470,1.0,112.0,1.0,27.0
38471,3.0,45.0,1.0,11.0
38472,1.0,4.0,0.0,2.0
38473,2.0,33.0,1.0,8.0
38474,4.0,70.0,3.0,24.0
38475,4.0,53.0,3.0,13.0
38476,5.0,39.0,1.0,7.0
38477,4.0,55.0,3.0,20.0
38478,0.0,61.0,0.0,14.0
38479,0.0,88.0,1.0,16.0
38480,5.0,32.0,2.0,2.0
38481,0.0,9.0,0.0,3.0
38482,2.0,59.0,2.0,17.0
38483,2.0,26.0,2.0,8.0
38484,3.0,77.0,4.0,30.0
38485,6.0,45.0,3.0,15.0
38486,0.0,43.0,0.0,11.0
38487,0.0,0.0,0.0,0.0
38488,3.0,43.0,1.0,13.0
38489,1.0,14.0,1.0,6.0
38490,1.0,22.0,2.0,5.0
38491,4.0,308.0,1.0,163.0
38492,0.0,70.0,0.0,22.0
38493,8.0,48.0,4.0,12.0
38494,2.0,107.0,0.0,19.0
38495,1.0,36.0,2.0,6.0
38496,1.0,132.0,1.0,52.0
38497,0.0,12.0,2.0,0.0
38498,2.0,34.0,2.0,6.0
38499,0.0,228.0,0.0,54.0
38500,0.0,18.0,1.0,10.0
38501,1.0,52.0,1.0,10.0
38502,0.0,12.0,0.0,2.0
38503,5.0,47.0,3.0,14.0
38504,3.0,219.0,1.0,54.0
38505,7.0,57.0,4.0,6.0
38506,1.0,55.0,1.0,25.0
38507,2.0,4.0,2.0,4.0
38508,1.0,20.0,1.0,7.0
38509,0.0,172.0,0.0,40.0
38510,5.0,31.0,4.0,13.0
38511,4.0,88.0,2.0,8.0
38512,18.0,252.0,7.0,50.0
38513,4.0,53.0,2.0,11.0
38514,1.0,180.0,0.0,35.0
38515,3.0,72.0,0.0,11.0
38516,1.0,27.0,2.0,4.0
38517,4.0,53.0,1.0,15.0
38518,6.0,147.0,5.0,34.0
38519,1.0,4.0,0.0,2.0
38520,2.0,17.0,1.0,7.0
38521,2.0,84.0,1.0,31.0
38522,7.0,42.0,3.0,6.0
38523,0.0,78.0,0.0,37.0
38524,0.0,85.0,0.0,25.0
38525,5.0,27.0,3.0,2.0
38526,0.0,67.0,0.0,19.0
38527,1.0,25.0,1.0,7.0
38528,0.0,26.0,0.0,12.0
38529,4.0,63.0,2.0,11.0
38530,9.0,73.0,5.0,12.0
38531,1.0,40.0,1.0,11.0
38532,1.0,20.0,2.0,5.0
38533,1.0,111.0,1.0,22.0
38534,4.0,39.0,2.0,19.0
38535,4.0,138.0,2.0,44.0
38536,0.0,56.0,0.0,17.0
38537,3.0,50.0,2.0,14.0
38538,2.0,65.0,1.0,12.0
38539,0.0,166.0,0.0,58.0
38540,4.0,63.0,1.0,22.0
38541,5.0,46.0,2.0,12.0
38542,10.0,184.0,2.0,37.0
38543,4.0,52.0,1.0,15.0
38544,2.0,83.0,0.0,14.0
38545,3.0,170.0,0.0,39.0
38546,5.0,118.0,3.0,48.0
38547,0.0,21.0,1.0,6.0
38548,3.0,40.0,3.0,8.0
38549,4.0,44.0,2.0,4.0
38550,0.0,9.0,0.0,5.0
38551,1.0,37.0,2.0,12.0
38552,0.0,80.0,0.0,33.0
38553,3.0,57.0,1.0,21.0
38554,3.0,74.0,1.0,14.0
38555,2.0,44.0,0.0,14.0
38556,12.0,144.0,5.0,25.0
38557,1.0,16.0,2.0,8.0
38558,4.0,13.0,3.0,4.0
38559,3.0,66.0,1.0,21.0
38560,2.0,20.0,1.0,5.0
38561,2.0,60.0,2.0,11.0
38562,14.0,174.0,6.0,30.0
38563,1.0,40.0,1.0,2.0
38564,3.0,38.0,1.0,18.0
38565,0.0,39.0,0.0,11.0
38566,0.0,70.0,0.0,16.0
38567,9.0,74.0,5.0,26.0
38568,3.0,31.0,0.0,3.0
38569,5.0,64.0,3.0,31.0
38570,2.0,72.0,2.0,28.0
38571,0.0,63.0,0.0,30.0
38572,2.0,96.0,1.0,18.0
38573,1.0,13.0,0.0,4.0
38574,3.0,207.0,2.0,115.0
38575,3.0,145.0,2.0,54.0
38576,4.0,56.0,3.0,29.0
38577,4.0,81.0,2.0,30.0
38578,4.0,50.0,1.0,7.0
38579,1.0,134.0,1.0,18.0
38580,4.0,91.0,2.0,14.0
38581,1.0,66.0,0.0,27.0
38582,0.0,69.0,0.0,27.0
38583,3.0,86.0,3.0,15.0
38584,5.0,64.0,2.0,9.0
38585,2.0,65.0,2.0,25.0
38586,2.0,19.0,1.0,5.0
38587,3.0,79.0,2.0,29.0
38588,14.0,174.0,6.0,30.0
38589,2.0,76.0,0.0,16.0
38590,1.0,47.0,2.0,12.0
38591,0.0,26.0,0.0,13.0
38592,5.0,148.0,3.0,43.0
38593,2.0,59.0,2.0,15.0
38594,12.0,146.0,6.0,68.0
38595,2.0,19.0,1.0,8.0
38596,6.0,58.0,3.0,9.0
38597,1.0,213.0,0.0,82.0
38598,2.0,61.0,1.0,17.0
38599,6.0,78.0,3.0,23.0
38600,3.0,116.0,2.0,34.0
38601,0.0,47.0,0.0,19.0
38602,1.0,50.0,1.0,14.0
38603,2.0,115.0,0.0,21.0
38604,4.0,49.0,1.0,11.0
38605,4.0,22.0,2.0,8.0
38606,0.0,249.0,0.0,70.0
38607,0.0,31.0,0.0,13.0
38608,0.0,24.0,0.0,8.0
38609,2.0,14.0,2.0,14.0
38610,1.0,200.0,1.0,59.0
38611,3.0,194.0,2.0,41.0
38612,3.0,137.0,1.0,36.0
38613,8.0,104.0,2.0,12.0
38614,0.0,82.0,1.0,25.0
38615,12.0,137.0,6.0,37.0
38616,1.0,31.0,0.0,19.0
38617,0.0,160.0,0.0,39.0
38618,2.0,75.0,2.0,13.0
38619,3.0,48.0,3.0,7.0
38620,2.0,27.0,1.0,10.0
38621,0.0,31.0,1.0,16.0
38622,1.0,40.0,1.0,15.0
38623,2.0,47.0,0.0,3.0
38624,2.0,55.0,0.0,7.0
38625,0.0,19.0,0.0,8.0
38626,1.0,125.0,0.0,32.0
38627,0.0,28.0,0.0,4.0
38628,2.0,17.0,1.0,4.0
38629,2.0,57.0,1.0,18.0
38630,15.0,259.0,10.0,124.0
38631,3.0,18.0,3.0,6.0
38632,12.0,154.0,7.0,54.0
38633,1.0,48.0,1.0,7.0
38634,5.0,31.0,3.0,2.0
38635,5.0,20.0,2.0,2.0
38636,1.0,41.0,1.0,13.0
38637,0.0,193.0,0.0,89.0
38638,0.0,23.0,0.0,7.0
38639,3.0,89.0,2.0,36.0
38640,5.0,351.0,3.0,144.0
38641,4.0,59.0,1.0,15.0
38642,4.0,67.0,4.0,27.0
38643,5.0,210.0,3.0,72.0
38644,0.0,131.0,0.0,45.0
38645,0.0,6.0,0.0,3.0
38646,0.0,26.0,0.0,9.0
38647,2.0,42.0,1.0,15.0
38648,2.0,41.0,2.0,17.0
38649,4.0,53.0,1.0,14.0
38650,2.0,5.0,0.0,0.0
38651,0.0,11.0,0.0,3.0
38652,1.0,47.0,1.0,20.0
38653,1.0,31.0,1.0,12.0
38654,1.0,177.0,0.0,38.0
38655,5.0,74.0,3.0,15.0
38656,1.0,4.0,1.0,4.0
38657,2.0,56.0,2.0,13.0
38658,4.0,41.0,3.0,12.0
38659,10.0,154.0,6.0,50.0
38660,10.0,90.0,6.0,30.0
38661,17.0,296.0,7.0,54.0
38662,7.0,58.0,4.0,22.0
38663,24.0,494.0,9.0,92.0
38664,2.0,24.0,3.0,6.0
38665,0.0,43.0,0.0,15.0
38666,4.0,13.0,2.0,0.0
38667,5.0,387.0,4.0,156.0
38668,0.0,139.0,0.0,22.0
38669,1.0,34.0,1.0,22.0
38670,0.0,61.0,0.0,25.0
38671,3.0,185.0,1.0,47.0
38672,4.0,43.0,3.0,14.0
38673,3.0,37.0,0.0,10.0
38674,3.0,149.0,2.0,64.0
38675,4.0,109.0,2.0,29.0
38676,1.0,104.0,1.0,47.0
38677,2.0,22.0,0.0,10.0
38678,3.0,17.0,1.0,5.0
38679,3.0,41.0,3.0,14.0
38680,2.0,25.0,2.0,2.0
38681,1.0,70.0,1.0,6.0
38682,2.0,101.0,0.0,24.0
38683,1.0,80.0,0.0,15.0
38684,1.0,22.0,2.0,5.0
38685,0.0,48.0,0.0,28.0
38686,0.0,130.0,1.0,51.0
38687,0.0,27.0,1.0,8.0
38688,2.0,46.0,1.0,11.0
38689,2.0,34.0,2.0,12.0
38690,3.0,72.0,1.0,20.0
38691,1.0,33.0,1.0,17.0
38692,4.0,95.0,2.0,23.0
38693,0.0,114.0,0.0,47.0
38694,2.0,34.0,0.0,4.0
38695,2.0,44.0,2.0,15.0
38696,1.0,35.0,0.0,21.0
38697,1.0,15.0,0.0,6.0
38698,12.0,137.0,7.0,50.0
38699,3.0,93.0,1.0,36.0
38700,12.0,116.0,6.0,22.0
38701,0.0,20.0,0.0,16.0
38702,4.0,64.0,3.0,10.0
38703,2.0,34.0,0.0,16.0
38704,2.0,169.0,1.0,60.0
38705,0.0,42.0,0.0,14.0
38706,0.0,37.0,0.0,11.0
38707,1.0,19.0,2.0,2.0
38708,0.0,90.0,0.0,24.0
38709,0.0,88.0,0.0,22.0
38710,1.0,109.0,0.0,39.0
38711,3.0,52.0,2.0,12.0
38712,2.0,4.0,1.0,1.0
38713,1.0,32.0,1.0,16.0
38714,1.0,35.0,1.0,18.0
38715,6.0,44.0,2.0,8.0
38716,0.0,39.0,0.0,14.0
38717,1.0,16.0,2.0,5.0
38718,6.0,95.0,4.0,9.0
38719,2.0,104.0,1.0,26.0
38720,4.0,40.0,2.0,10.0
38721,1.0,43.0,2.0,8.0
38722,0.0,28.0,0.0,8.0
38723,4.0,54.0,2.0,8.0
38724,5.0,45.0,3.0,12.0
38725,4.0,60.0,1.0,16.0
38726,4.0,58.0,2.0,24.0
38727,2.0,54.0,1.0,13.0
38728,1.0,54.0,1.0,12.0
38729,4.0,94.0,1.0,12.0
38730,4.0,32.0,2.0,14.0
38731,1.0,40.0,1.0,20.0
38732,0.0,19.0,0.0,4.0
38733,5.0,20.0,2.0,2.0
38734,2.0,61.0,2.0,9.0
38735,1.0,4.0,0.0,2.0
38736,1.0,27.0,1.0,4.0
38737,0.0,55.0,0.0,11.0
38738,6.0,163.0,1.0,21.0
38739,0.0,25.0,1.0,2.0
38740,3.0,134.0,2.0,39.0
38741,2.0,24.0,1.0,12.0
38742,0.0,151.0,0.0,39.0
38743,10.0,90.0,4.0,12.0
38744,0.0,50.0,0.0,15.0
38745,6.0,37.0,3.0,6.0
38746,0.0,33.0,0.0,14.0
38747,3.0,24.0,2.0,11.0
38748,0.0,35.0,0.0,14.0
38749,3.0,60.0,2.0,33.0
38750,1.0,66.0,0.0,27.0
38751,3.0,65.0,1.0,6.0
38752,7.0,156.0,4.0,57.0
38753,1.0,29.0,0.0,9.0
38754,1.0,92.0,1.0,22.0
38755,4.0,62.0,3.0,24.0
38756,6.0,80.0,3.0,25.0
38757,1.0,46.0,0.0,10.0
38758,2.0,30.0,1.0,5.0
38759,2.0,24.0,1.0,5.0
38760,0.0,91.0,0.0,39.0
38761,2.0,55.0,0.0,15.0
38762,5.0,59.0,3.0,13.0
38763,1.0,25.0,1.0,3.0
38764,1.0,28.0,0.0,5.0
38765,0.0,55.0,0.0,11.0
38766,1.0,41.0,0.0,11.0
38767,4.0,71.0,3.0,20.0
38768,12.0,184.0,9.0,82.0
38769,3.0,40.0,3.0,13.0
38770,1.0,137.0,0.0,44.0
38771,2.0,31.0,1.0,5.0
38772,2.0,26.0,1.0,3.0
38773,2.0,31.0,2.0,11.0
38774,3.0,23.0,1.0,5.0
38775,1.0,54.0,2.0,13.0
38776,22.0,206.0,8.0,16.0
38777,13.0,183.0,7.0,57.0
38778,2.0,22.0,1.0,15.0
38779,4.0,46.0,0.0,10.0
38780,1.0,22.0,1.0,2.0
38781,0.0,19.0,0.0,1.0
38782,3.0,13.0,1.0,0.0
38783,4.0,201.0,3.0,62.0
38784,6.0,44.0,3.0,10.0
38785,2.0,81.0,2.0,23.0
38786,0.0,24.0,1.0,5.0
38787,3.0,103.0,1.0,24.0
38788,1.0,96.0,1.0,32.0
38789,1.0,40.0,0.0,13.0
38790,2.0,56.0,1.0,7.0
38791,2.0,150.0,2.0,74.0
38792,1.0,32.0,0.0,6.0
38793,0.0,20.0,0.0,10.0
38794,2.0,71.0,1.0,13.0
38795,0.0,5.0,1.0,2.0
38796,0.0,14.0,1.0,1.0
38797,0.0,71.0,1.0,18.0
38798,1.0,31.0,0.0,18.0
38799,0.0,80.0,0.0,24.0
38800,1.0,27.0,0.0,11.0
38801,13.0,183.0,7.0,57.0
38802,4.0,35.0,2.0,8.0
38803,1.0,132.0,1.0,52.0
38804,0.0,83.0,0.0,31.0
38805,1.0,9.0,2.0,3.0
38806,3.0,77.0,2.0,27.0
38807,1.0,146.0,0.0,52.0
38808,4.0,46.0,2.0,16.0
38809,5.0,60.0,5.0,25.0
38810,4.0,48.0,3.0,9.0
38811,1.0,79.0,1.0,30.0
38812,2.0,33.0,2.0,13.0
38813,4.0,30.0,2.0,7.0
38814,0.0,105.0,0.0,39.0
38815,3.0,45.0,2.0,12.0
38816,5.0,80.0,3.0,28.0
38817,3.0,57.0,1.0,8.0
38818,4.0,97.0,1.0,6.0
38819,3.0,73.0,1.0,20.0
38820,9.0,111.0,7.0,63.0
38821,1.0,23.0,0.0,9.0
38822,4.0,39.0,2.0,14.0
38823,1.0,30.0,1.0,10.0
38824,1.0,18.0,1.0,8.0
38825,3.0,57.0,1.0,21.0
38826,0.0,182.0,0.0,72.0
38827,6.0,44.0,2.0,8.0
38828,2.0,187.0,1.0,88.0
38829,3.0,303.0,2.0,65.0
38830,2.0,84.0,2.0,45.0
38831,3.0,142.0,1.0,23.0
38832,1.0,63.0,1.0,10.0
38833,4.0,74.0,1.0,11.0
38834,2.0,36.0,1.0,13.0
38835,1.0,47.0,0.0,1.0
38836,6.0,116.0,5.0,42.0
38837,11.0,110.0,6.0,30.0
38838,0.0,3.0,0.0,2.0
38839,1.0,38.0,1.0,16.0
38840,1.0,26.0,0.0,7.0
38841,0.0,19.0,1.0,6.0
38842,2.0,124.0,1.0,36.0
38843,4.0,199.0,1.0,59.0
38844,2.0,48.0,1.0,8.0
38845,2.0,41.0,1.0,8.0
38846,0.0,83.0,0.0,35.0
38847,1.0,36.0,0.0,11.0
38848,12.0,178.0,6.0,81.0
38849,4.0,17.0,1.0,0.0
38850,1.0,199.0,2.0,84.0
38851,7.0,62.0,4.0,19.0
38852,3.0,14.0,2.0,1.0
38853,5.0,38.0,4.0,9.0
38854,0.0,260.0,0.0,77.0
38855,0.0,167.0,0.0,35.0
38856,5.0,37.0,3.0,13.0
38857,0.0,36.0,1.0,17.0
38858,2.0,30.0,3.0,14.0
38859,5.0,54.0,2.0,11.0
38860,2.0,36.0,2.0,12.0
38861,3.0,61.0,3.0,9.0
38862,3.0,42.0,2.0,13.0
38863,3.0,76.0,1.0,17.0
38864,2.0,48.0,2.0,12.0
38865,5.0,39.0,3.0,9.0
38866,2.0,33.0,2.0,9.0
38867,2.0,35.0,2.0,10.0
38868,3.0,25.0,0.0,4.0
38869,5.0,44.0,2.0,14.0
38870,3.0,86.0,0.0,5.0
38871,2.0,18.0,2.0,8.0
38872,0.0,39.0,0.0,11.0
38873,11.0,134.0,4.0,22.0
38874,4.0,69.0,1.0,30.0
38875,3.0,76.0,1.0,6.0
38876,5.0,47.0,3.0,18.0
38877,5.0,20.0,4.0,12.0
38878,2.0,8.0,1.0,4.0
38879,2.0,111.0,1.0,38.0
38880,4.0,70.0,2.0,18.0
38881,4.0,306.0,2.0,127.0
38882,1.0,59.0,1.0,28.0
38883,5.0,32.0,3.0,6.0
38884,0.0,169.0,0.0,26.0
38885,0.0,88.0,0.0,28.0
38886,5.0,128.0,2.0,16.0
38887,1.0,19.0,1.0,6.0
38888,0.0,11.0,1.0,2.0
38889,4.0,43.0,3.0,18.0
38890,5.0,110.0,2.0,29.0
38891,4.0,38.0,2.0,6.0
38892,2.0,98.0,1.0,8.0
38893,3.0,173.0,2.0,45.0
38894,3.0,57.0,2.0,7.0
38895,1.0,115.0,1.0,38.0
38896,3.0,137.0,2.0,54.0
38897,0.0,103.0,0.0,10.0
38898,0.0,54.0,0.0,14.0
38899,1.0,34.0,0.0,7.0
38900,8.0,542.0,4.0,108.0
38901,5.0,83.0,4.0,29.0
38902,3.0,40.0,2.0,7.0
38903,1.0,12.0,2.0,2.0
38904,0.0,62.0,0.0,23.0
38905,4.0,98.0,3.0,33.0
38906,1.0,22.0,0.0,3.0
38907,2.0,137.0,2.0,43.0
38908,1.0,54.0,1.0,11.0
38909,4.0,64.0,1.0,12.0
38910,3.0,51.0,4.0,18.0
38911,0.0,32.0,0.0,21.0
38912,2.0,53.0,0.0,11.0
38913,3.0,125.0,3.0,38.0
38914,2.0,13.0,1.0,2.0
38915,0.0,70.0,0.0,28.0
38916,1.0,30.0,1.0,4.0
38917,11.0,110.0,6.0,30.0
38918,8.0,81.0,4.0,6.0
38919,3.0,8.0,3.0,5.0
38920,6.0,127.0,4.0,30.0
38921,0.0,128.0,0.0,58.0
38922,4.0,103.0,3.0,32.0
38923,0.0,2.0,0.0,0.0
38924,1.0,20.0,2.0,8.0
38925,1.0,32.0,0.0,8.0
38926,0.0,126.0,0.0,40.0
38927,3.0,114.0,1.0,52.0
38928,1.0,11.0,0.0,7.0
38929,1.0,89.0,1.0,23.0
38930,1.0,73.0,0.0,13.0
38931,4.0,46.0,1.0,11.0
38932,5.0,137.0,3.0,43.0
38933,1.0,136.0,0.0,46.0
38934,0.0,81.0,0.0,24.0
38935,9.0,92.0,3.0,32.0
38936,2.0,18.0,4.0,6.0
38937,0.0,58.0,0.0,20.0
38938,3.0,121.0,2.0,12.0
38939,3.0,80.0,2.0,17.0
38940,2.0,19.0,1.0,4.0
38941,2.0,124.0,1.0,36.0
38942,4.0,108.0,2.0,24.0
38943,1.0,69.0,0.0,11.0
38944,1.0,44.0,1.0,28.0
38945,3.0,74.0,2.0,33.0
38946,1.0,29.0,2.0,4.0
38947,3.0,63.0,4.0,12.0
38948,3.0,66.0,2.0,33.0
38949,1.0,270.0,0.0,91.0
38950,1.0,33.0,2.0,17.0
38951,3.0,34.0,2.0,4.0
38952,6.0,56.0,3.0,16.0
38953,4.0,48.0,3.0,17.0
38954,3.0,13.0,1.0,1.0
38955,6.0,44.0,2.0,8.0
38956,3.0,33.0,1.0,1.0
38957,2.0,55.0,1.0,25.0
38958,1.0,151.0,1.0,57.0
38959,4.0,24.0,3.0,11.0
38960,2.0,44.0,1.0,15.0
38961,1.0,82.0,2.0,33.0
38962,0.0,182.0,0.0,60.0
38963,5.0,69.0,4.0,22.0
38964,5.0,38.0,3.0,9.0
38965,0.0,23.0,1.0,4.0
38966,3.0,14.0,3.0,6.0
38967,2.0,54.0,1.0,14.0
38968,1.0,39.0,1.0,15.0
38969,2.0,52.0,1.0,13.0
38970,2.0,41.0,1.0,12.0
38971,1.0,24.0,0.0,7.0
38972,1.0,15.0,1.0,2.0
38973,3.0,73.0,2.0,11.0
38974,0.0,124.0,0.0,18.0
38975,1.0,53.0,1.0,17.0
38976,0.0,57.0,0.0,13.0
38977,4.0,108.0,1.0,23.0
38978,0.0,31.0,0.0,12.0
38979,1.0,75.0,0.0,13.0
38980,2.0,19.0,2.0,15.0
38981,3.0,70.0,2.0,13.0
38982,2.0,208.0,1.0,80.0
38983,3.0,6.0,1.0,0.0
38984,1.0,34.0,1.0,2.0
38985,0.0,23.0,1.0,5.0
38986,4.0,36.0,2.0,18.0
38987,4.0,80.0,1.0,6.0
38988,3.0,68.0,2.0,11.0
38989,1.0,52.0,1.0,8.0
38990,0.0,128.0,0.0,18.0
38991,3.0,31.0,2.0,8.0
38992,1.0,150.0,1.0,29.0
38993,2.0,193.0,1.0,59.0
38994,1.0,84.0,0.0,27.0
38995,0.0,50.0,0.0,31.0
38996,4.0,46.0,2.0,8.0
38997,0.0,29.0,0.0,8.0
