,q1_kcores,q2_kcores,q1_q2_kcores_ratio,q1_q2_kcores_diff,q1_q2_kcores_diff_normed
30622,4.0,1.0,0.25,3.0,0.6
30623,1.0,2.0,0.5,1.0,0.3333333333333333
30624,1.0,2.0,0.5,1.0,0.3333333333333333
30625,1.0,1.0,1.0,0.0,0.0
30626,1.0,1.0,1.0,0.0,0.0
30627,21.0,21.0,1.0,0.0,0.0
30628,5.0,5.0,1.0,0.0,0.0
30629,4.0,4.0,1.0,0.0,0.0
30630,3.0,1.0,0.3333333333333333,2.0,0.5
30631,1.0,5.0,0.2,4.0,0.6666666666666666
30632,1.0,1.0,1.0,0.0,0.0
30633,2.0,2.0,1.0,0.0,0.0
30634,1.0,7.0,0.14285714285714285,6.0,0.75
30635,4.0,4.0,1.0,0.0,0.0
30636,6.0,4.0,0.6666666666666666,2.0,0.2
30637,1.0,1.0,1.0,0.0,0.0
30638,2.0,2.0,1.0,0.0,0.0
30639,3.0,3.0,1.0,0.0,0.0
30640,1.0,2.0,0.5,1.0,0.3333333333333333
30641,8.0,8.0,1.0,0.0,0.0
30642,1.0,1.0,1.0,0.0,0.0
30643,1.0,2.0,0.5,1.0,0.3333333333333333
30644,1.0,3.0,0.3333333333333333,2.0,0.5
30645,10.0,10.0,1.0,0.0,0.0
30646,25.0,25.0,1.0,0.0,0.0
30647,11.0,11.0,1.0,0.0,0.0
30648,2.0,4.0,0.5,2.0,0.3333333333333333
30649,6.0,12.0,0.5,6.0,0.3333333333333333
30650,1.0,1.0,1.0,0.0,0.0
30651,3.0,3.0,1.0,0.0,0.0
30652,5.0,5.0,1.0,0.0,0.0
30653,6.0,7.0,0.8571428571428571,1.0,0.07692307692307693
30654,1.0,2.0,0.5,1.0,0.3333333333333333
30655,6.0,6.0,1.0,0.0,0.0
30656,2.0,1.0,0.5,1.0,0.3333333333333333
30657,5.0,5.0,1.0,0.0,0.0
30658,18.0,18.0,1.0,0.0,0.0
30659,14.0,16.0,0.875,2.0,0.06666666666666667
30660,7.0,7.0,1.0,0.0,0.0
30661,1.0,2.0,0.5,1.0,0.3333333333333333
30662,2.0,2.0,1.0,0.0,0.0
30663,1.0,1.0,1.0,0.0,0.0
30664,2.0,2.0,1.0,0.0,0.0
30665,22.0,22.0,1.0,0.0,0.0
30666,9.0,3.0,0.3333333333333333,6.0,0.5
30667,2.0,2.0,1.0,0.0,0.0
30668,17.0,17.0,1.0,0.0,0.0
30669,1.0,1.0,1.0,0.0,0.0
30670,4.0,4.0,1.0,0.0,0.0
30671,1.0,1.0,1.0,0.0,0.0
30672,24.0,22.0,0.9166666666666667,2.0,0.043478260869565216
30673,1.0,3.0,0.3333333333333333,2.0,0.5
30674,25.0,25.0,1.0,0.0,0.0
30675,7.0,8.0,0.875,1.0,0.06666666666666667
30676,5.0,5.0,1.0,0.0,0.0
30677,2.0,2.0,1.0,0.0,0.0
30678,12.0,20.0,0.6,8.0,0.25
30679,2.0,3.0,0.6666666666666666,1.0,0.2
30680,1.0,1.0,1.0,0.0,0.0
30681,,17.0,,,
30682,9.0,8.0,0.8888888888888888,1.0,0.058823529411764705
30683,3.0,6.0,0.5,3.0,0.3333333333333333
30684,11.0,14.0,0.7857142857142857,3.0,0.12
30685,1.0,3.0,0.3333333333333333,2.0,0.5
30686,23.0,16.0,0.6956521739130435,7.0,0.1794871794871795
30687,,2.0,,,
30688,3.0,3.0,1.0,0.0,0.0
30689,9.0,10.0,0.9,1.0,0.05263157894736842
30690,18.0,18.0,1.0,0.0,0.0
30691,4.0,2.0,0.5,2.0,0.3333333333333333
30692,1.0,1.0,1.0,0.0,0.0
30693,1.0,1.0,1.0,0.0,0.0
30694,2.0,2.0,1.0,0.0,0.0
30695,8.0,8.0,1.0,0.0,0.0
30696,11.0,11.0,1.0,0.0,0.0
30697,4.0,4.0,1.0,0.0,0.0
30698,2.0,2.0,1.0,0.0,0.0
30699,13.0,13.0,1.0,0.0,0.0
30700,2.0,1.0,0.5,1.0,0.3333333333333333
30701,1.0,4.0,0.25,3.0,0.6
30702,16.0,16.0,1.0,0.0,0.0
30703,6.0,6.0,1.0,0.0,0.0
30704,1.0,2.0,0.5,1.0,0.3333333333333333
30705,9.0,9.0,1.0,0.0,0.0
30706,2.0,2.0,1.0,0.0,0.0
30707,11.0,11.0,1.0,0.0,0.0
30708,1.0,1.0,1.0,0.0,0.0
30709,1.0,1.0,1.0,0.0,0.0
30710,17.0,17.0,1.0,0.0,0.0
30711,1.0,1.0,1.0,0.0,0.0
30712,17.0,15.0,0.8823529411764706,2.0,0.0625
30713,7.0,7.0,1.0,0.0,0.0
30714,12.0,2.0,0.16666666666666666,10.0,0.7142857142857143
30715,1.0,1.0,1.0,0.0,0.0
30716,1.0,2.0,0.5,1.0,0.3333333333333333
30717,9.0,9.0,1.0,0.0,0.0
30718,2.0,2.0,1.0,0.0,0.0
30719,24.0,20.0,0.8333333333333334,4.0,0.09090909090909091
30720,2.0,2.0,1.0,0.0,0.0
30721,8.0,8.0,1.0,0.0,0.0
30722,7.0,7.0,1.0,0.0,0.0
30723,1.0,1.0,1.0,0.0,0.0
30724,3.0,3.0,1.0,0.0,0.0
30725,6.0,6.0,1.0,0.0,0.0
30726,3.0,3.0,1.0,0.0,0.0
30727,2.0,2.0,1.0,0.0,0.0
30728,2.0,2.0,1.0,0.0,0.0
30729,7.0,7.0,1.0,0.0,0.0
30730,11.0,11.0,1.0,0.0,0.0
30731,1.0,1.0,1.0,0.0,0.0
30732,3.0,3.0,1.0,0.0,0.0
30733,5.0,5.0,1.0,0.0,0.0
30734,6.0,6.0,1.0,0.0,0.0
30735,2.0,4.0,0.5,2.0,0.3333333333333333
30736,1.0,2.0,0.5,1.0,0.3333333333333333
30737,10.0,10.0,1.0,0.0,0.0
30738,6.0,6.0,1.0,0.0,0.0
30739,7.0,7.0,1.0,0.0,0.0
30740,3.0,3.0,1.0,0.0,0.0
30741,1.0,1.0,1.0,0.0,0.0
30742,1.0,1.0,1.0,0.0,0.0
30743,5.0,5.0,1.0,0.0,0.0
30744,6.0,6.0,1.0,0.0,0.0
30745,3.0,1.0,0.3333333333333333,2.0,0.5
30746,1.0,1.0,1.0,0.0,0.0
30747,2.0,2.0,1.0,0.0,0.0
30748,12.0,12.0,1.0,0.0,0.0
30749,3.0,3.0,1.0,0.0,0.0
30750,28.0,28.0,1.0,0.0,0.0
30751,6.0,6.0,1.0,0.0,0.0
30752,1.0,1.0,1.0,0.0,0.0
30753,1.0,1.0,1.0,0.0,0.0
30754,10.0,4.0,0.4,6.0,0.42857142857142855
30755,4.0,4.0,1.0,0.0,0.0
30756,1.0,2.0,0.5,1.0,0.3333333333333333
30757,8.0,8.0,1.0,0.0,0.0
30758,10.0,10.0,1.0,0.0,0.0
30759,4.0,5.0,0.8,1.0,0.1111111111111111
30760,8.0,8.0,1.0,0.0,0.0
30761,1.0,3.0,0.3333333333333333,2.0,0.5
30762,15.0,15.0,1.0,0.0,0.0
30763,2.0,1.0,0.5,1.0,0.3333333333333333
30764,23.0,9.0,0.391304347826087,14.0,0.4375
30765,4.0,4.0,1.0,0.0,0.0
30766,14.0,14.0,1.0,0.0,0.0
30767,9.0,9.0,1.0,0.0,0.0
30768,4.0,7.0,0.5714285714285714,3.0,0.2727272727272727
30769,2.0,2.0,1.0,0.0,0.0
30770,1.0,4.0,0.25,3.0,0.6
30771,1.0,2.0,0.5,1.0,0.3333333333333333
30772,4.0,4.0,1.0,0.0,0.0
30773,1.0,1.0,1.0,0.0,0.0
30774,10.0,10.0,1.0,0.0,0.0
30775,24.0,24.0,1.0,0.0,0.0
30776,1.0,1.0,1.0,0.0,0.0
30777,4.0,4.0,1.0,0.0,0.0
30778,9.0,6.0,0.6666666666666666,3.0,0.2
30779,5.0,5.0,1.0,0.0,0.0
30780,7.0,1.0,0.14285714285714285,6.0,0.75
30781,1.0,8.0,0.125,7.0,0.7777777777777778
30782,24.0,20.0,0.8333333333333334,4.0,0.09090909090909091
30783,1.0,2.0,0.5,1.0,0.3333333333333333
30784,14.0,14.0,1.0,0.0,0.0
30785,5.0,5.0,1.0,0.0,0.0
30786,1.0,1.0,1.0,0.0,0.0
30787,10.0,10.0,1.0,0.0,0.0
30788,3.0,3.0,1.0,0.0,0.0
30789,3.0,7.0,0.42857142857142855,4.0,0.4
30790,1.0,1.0,1.0,0.0,0.0
30791,1.0,1.0,1.0,0.0,0.0
30792,4.0,1.0,0.25,3.0,0.6
30793,1.0,1.0,1.0,0.0,0.0
30794,1.0,1.0,1.0,0.0,0.0
30795,4.0,4.0,1.0,0.0,0.0
30796,12.0,12.0,1.0,0.0,0.0
30797,1.0,1.0,1.0,0.0,0.0
30798,1.0,1.0,1.0,0.0,0.0
30799,19.0,19.0,1.0,0.0,0.0
30800,4.0,4.0,1.0,0.0,0.0
30801,7.0,7.0,1.0,0.0,0.0
30802,12.0,12.0,1.0,0.0,0.0
30803,3.0,3.0,1.0,0.0,0.0
30804,2.0,2.0,1.0,0.0,0.0
30805,24.0,20.0,0.8333333333333334,4.0,0.09090909090909091
30806,1.0,2.0,0.5,1.0,0.3333333333333333
30807,4.0,4.0,1.0,0.0,0.0
30808,3.0,3.0,1.0,0.0,0.0
30809,25.0,25.0,1.0,0.0,0.0
30810,6.0,6.0,1.0,0.0,0.0
30811,2.0,1.0,0.5,1.0,0.3333333333333333
30812,5.0,5.0,1.0,0.0,0.0
30813,1.0,1.0,1.0,0.0,0.0
30814,1.0,6.0,0.16666666666666666,5.0,0.7142857142857143
30815,1.0,17.0,0.058823529411764705,16.0,0.8888888888888888
30816,5.0,5.0,1.0,0.0,0.0
30817,1.0,1.0,1.0,0.0,0.0
30818,11.0,11.0,1.0,0.0,0.0
30819,1.0,1.0,1.0,0.0,0.0
30820,4.0,4.0,1.0,0.0,0.0
30821,1.0,2.0,0.5,1.0,0.3333333333333333
30822,1.0,1.0,1.0,0.0,0.0
30823,2.0,2.0,1.0,0.0,0.0
30824,1.0,1.0,1.0,0.0,0.0
30825,6.0,3.0,0.5,3.0,0.3333333333333333
30826,22.0,22.0,1.0,0.0,0.0
30827,5.0,6.0,0.8333333333333334,1.0,0.09090909090909091
30828,3.0,3.0,1.0,0.0,0.0
30829,1.0,1.0,1.0,0.0,0.0
30830,4.0,4.0,1.0,0.0,0.0
30831,24.0,24.0,1.0,0.0,0.0
30832,21.0,21.0,1.0,0.0,0.0
30833,1.0,1.0,1.0,0.0,0.0
30834,1.0,4.0,0.25,3.0,0.6
30835,2.0,2.0,1.0,0.0,0.0
30836,23.0,19.0,0.8260869565217391,4.0,0.09523809523809523
30837,10.0,10.0,1.0,0.0,0.0
30838,2.0,2.0,1.0,0.0,0.0
30839,2.0,2.0,1.0,0.0,0.0
30840,2.0,2.0,1.0,0.0,0.0
30841,2.0,2.0,1.0,0.0,0.0
30842,1.0,1.0,1.0,0.0,0.0
30843,1.0,1.0,1.0,0.0,0.0
30844,6.0,5.0,0.8333333333333334,1.0,0.09090909090909091
30845,5.0,5.0,1.0,0.0,0.0
30846,1.0,1.0,1.0,0.0,0.0
30847,4.0,4.0,1.0,0.0,0.0
30848,1.0,3.0,0.3333333333333333,2.0,0.5
30849,14.0,14.0,1.0,0.0,0.0
30850,3.0,3.0,1.0,0.0,0.0
30851,9.0,5.0,0.5555555555555556,4.0,0.2857142857142857
30852,9.0,9.0,1.0,0.0,0.0
30853,10.0,10.0,1.0,0.0,0.0
30854,6.0,6.0,1.0,0.0,0.0
30855,1.0,1.0,1.0,0.0,0.0
30856,8.0,8.0,1.0,0.0,0.0
30857,7.0,7.0,1.0,0.0,0.0
30858,4.0,4.0,1.0,0.0,0.0
30859,1.0,1.0,1.0,0.0,0.0
30860,3.0,3.0,1.0,0.0,0.0
30861,8.0,8.0,1.0,0.0,0.0
30862,18.0,18.0,1.0,0.0,0.0
30863,1.0,1.0,1.0,0.0,0.0
30864,1.0,1.0,1.0,0.0,0.0
30865,2.0,2.0,1.0,0.0,0.0
30866,1.0,1.0,1.0,0.0,0.0
30867,2.0,2.0,1.0,0.0,0.0
30868,9.0,9.0,1.0,0.0,0.0
30869,1.0,1.0,1.0,0.0,0.0
30870,4.0,,,,
30871,7.0,12.0,0.5833333333333334,5.0,0.2631578947368421
30872,6.0,6.0,1.0,0.0,0.0
30873,1.0,1.0,1.0,0.0,0.0
30874,6.0,6.0,1.0,0.0,0.0
30875,7.0,7.0,1.0,0.0,0.0
30876,2.0,2.0,1.0,0.0,0.0
30877,5.0,5.0,1.0,0.0,0.0
30878,1.0,1.0,1.0,0.0,0.0
30879,22.0,22.0,1.0,0.0,0.0
30880,10.0,10.0,1.0,0.0,0.0
30881,1.0,1.0,1.0,0.0,0.0
30882,1.0,3.0,0.3333333333333333,2.0,0.5
30883,1.0,1.0,1.0,0.0,0.0
30884,2.0,1.0,0.5,1.0,0.3333333333333333
30885,3.0,3.0,1.0,0.0,0.0
30886,1.0,1.0,1.0,0.0,0.0
30887,1.0,1.0,1.0,0.0,0.0
30888,1.0,1.0,1.0,0.0,0.0
30889,24.0,25.0,0.96,1.0,0.02040816326530612
30890,2.0,2.0,1.0,0.0,0.0
30891,15.0,15.0,1.0,0.0,0.0
30892,22.0,23.0,0.9565217391304348,1.0,0.022222222222222223
30893,6.0,6.0,1.0,0.0,0.0
30894,6.0,5.0,0.8333333333333334,1.0,0.09090909090909091
30895,25.0,21.0,0.84,4.0,0.08695652173913043
30896,7.0,7.0,1.0,0.0,0.0
30897,3.0,3.0,1.0,0.0,0.0
30898,4.0,4.0,1.0,0.0,0.0
30899,1.0,2.0,0.5,1.0,0.3333333333333333
30900,3.0,3.0,1.0,0.0,0.0
30901,5.0,5.0,1.0,0.0,0.0
30902,,5.0,,,
30903,5.0,5.0,1.0,0.0,0.0
30904,1.0,1.0,1.0,0.0,0.0
30905,18.0,18.0,1.0,0.0,0.0
30906,1.0,1.0,1.0,0.0,0.0
30907,2.0,2.0,1.0,0.0,0.0
30908,6.0,6.0,1.0,0.0,0.0
30909,5.0,5.0,1.0,0.0,0.0
30910,5.0,5.0,1.0,0.0,0.0
30911,15.0,15.0,1.0,0.0,0.0
30912,8.0,8.0,1.0,0.0,0.0
30913,23.0,23.0,1.0,0.0,0.0
30914,1.0,2.0,0.5,1.0,0.3333333333333333
30915,15.0,15.0,1.0,0.0,0.0
30916,5.0,2.0,0.4,3.0,0.42857142857142855
30917,5.0,5.0,1.0,0.0,0.0
30918,5.0,3.0,0.6,2.0,0.25
30919,4.0,4.0,1.0,0.0,0.0
30920,6.0,6.0,1.0,0.0,0.0
30921,1.0,1.0,1.0,0.0,0.0
30922,2.0,2.0,1.0,0.0,0.0
30923,5.0,5.0,1.0,0.0,0.0
30924,2.0,2.0,1.0,0.0,0.0
30925,1.0,2.0,0.5,1.0,0.3333333333333333
30926,2.0,1.0,0.5,1.0,0.3333333333333333
30927,6.0,6.0,1.0,0.0,0.0
30928,1.0,1.0,1.0,0.0,0.0
30929,4.0,2.0,0.5,2.0,0.3333333333333333
30930,6.0,6.0,1.0,0.0,0.0
30931,28.0,28.0,1.0,0.0,0.0
30932,1.0,1.0,1.0,0.0,0.0
30933,8.0,8.0,1.0,0.0,0.0
30934,4.0,4.0,1.0,0.0,0.0
30935,1.0,2.0,0.5,1.0,0.3333333333333333
30936,3.0,1.0,0.3333333333333333,2.0,0.5
30937,4.0,2.0,0.5,2.0,0.3333333333333333
30938,12.0,18.0,0.6666666666666666,6.0,0.2
30939,1.0,1.0,1.0,0.0,0.0
30940,8.0,8.0,1.0,0.0,0.0
30941,9.0,9.0,1.0,0.0,0.0
30942,8.0,10.0,0.8,2.0,0.1111111111111111
30943,6.0,6.0,1.0,0.0,0.0
30944,1.0,1.0,1.0,0.0,0.0
30945,1.0,1.0,1.0,0.0,0.0
30946,24.0,20.0,0.8333333333333334,4.0,0.09090909090909091
30947,12.0,12.0,1.0,0.0,0.0
30948,1.0,3.0,0.3333333333333333,2.0,0.5
30949,10.0,10.0,1.0,0.0,0.0
30950,4.0,5.0,0.8,1.0,0.1111111111111111
30951,1.0,1.0,1.0,0.0,0.0
30952,9.0,9.0,1.0,0.0,0.0
30953,21.0,21.0,1.0,0.0,0.0
30954,15.0,15.0,1.0,0.0,0.0
30955,2.0,2.0,1.0,0.0,0.0
30956,1.0,1.0,1.0,0.0,0.0
30957,3.0,3.0,1.0,0.0,0.0
30958,6.0,6.0,1.0,0.0,0.0
30959,4.0,4.0,1.0,0.0,0.0
30960,2.0,2.0,1.0,0.0,0.0
30961,19.0,19.0,1.0,0.0,0.0
30962,8.0,6.0,0.75,2.0,0.14285714285714285
30963,22.0,22.0,1.0,0.0,0.0
30964,1.0,1.0,1.0,0.0,0.0
30965,24.0,24.0,1.0,0.0,0.0
30966,14.0,14.0,1.0,0.0,0.0
30967,1.0,1.0,1.0,0.0,0.0
30968,10.0,3.0,0.3,7.0,0.5384615384615384
30969,26.0,26.0,1.0,0.0,0.0
30970,7.0,7.0,1.0,0.0,0.0
30971,5.0,5.0,1.0,0.0,0.0
30972,1.0,1.0,1.0,0.0,0.0
30973,3.0,3.0,1.0,0.0,0.0
30974,2.0,1.0,0.5,1.0,0.3333333333333333
30975,23.0,23.0,1.0,0.0,0.0
30976,4.0,1.0,0.25,3.0,0.6
30977,1.0,1.0,1.0,0.0,0.0
30978,15.0,15.0,1.0,0.0,0.0
30979,1.0,1.0,1.0,0.0,0.0
30980,10.0,10.0,1.0,0.0,0.0
30981,5.0,5.0,1.0,0.0,0.0
30982,5.0,5.0,1.0,0.0,0.0
30983,1.0,1.0,1.0,0.0,0.0
30984,3.0,3.0,1.0,0.0,0.0
30985,12.0,12.0,1.0,0.0,0.0
30986,1.0,1.0,1.0,0.0,0.0
30987,1.0,1.0,1.0,0.0,0.0
30988,5.0,4.0,0.8,1.0,0.1111111111111111
30989,13.0,13.0,1.0,0.0,0.0
30990,2.0,2.0,1.0,0.0,0.0
30991,2.0,2.0,1.0,0.0,0.0
30992,4.0,4.0,1.0,0.0,0.0
30993,2.0,2.0,1.0,0.0,0.0
30994,17.0,17.0,1.0,0.0,0.0
30995,4.0,4.0,1.0,0.0,0.0
30996,18.0,18.0,1.0,0.0,0.0
30997,1.0,1.0,1.0,0.0,0.0
30998,1.0,8.0,0.125,7.0,0.7777777777777778
30999,2.0,2.0,1.0,0.0,0.0
31000,1.0,1.0,1.0,0.0,0.0
31001,2.0,2.0,1.0,0.0,0.0
31002,17.0,17.0,1.0,0.0,0.0
31003,1.0,1.0,1.0,0.0,0.0
31004,2.0,1.0,0.5,1.0,0.3333333333333333
31005,12.0,12.0,1.0,0.0,0.0
31006,4.0,4.0,1.0,0.0,0.0
31007,15.0,17.0,0.8823529411764706,2.0,0.0625
31008,11.0,11.0,1.0,0.0,0.0
31009,1.0,1.0,1.0,0.0,0.0
31010,1.0,1.0,1.0,0.0,0.0
31011,5.0,5.0,1.0,0.0,0.0
31012,5.0,5.0,1.0,0.0,0.0
31013,10.0,10.0,1.0,0.0,0.0
31014,11.0,7.0,0.6363636363636364,4.0,0.2222222222222222
31015,1.0,1.0,1.0,0.0,0.0
31016,1.0,2.0,0.5,1.0,0.3333333333333333
31017,1.0,1.0,1.0,0.0,0.0
31018,4.0,4.0,1.0,0.0,0.0
31019,5.0,7.0,0.7142857142857143,2.0,0.16666666666666666
31020,1.0,1.0,1.0,0.0,0.0
31021,4.0,4.0,1.0,0.0,0.0
31022,2.0,1.0,0.5,1.0,0.3333333333333333
31023,1.0,4.0,0.25,3.0,0.6
31024,1.0,1.0,1.0,0.0,0.0
31025,2.0,2.0,1.0,0.0,0.0
31026,17.0,17.0,1.0,0.0,0.0
31027,1.0,2.0,0.5,1.0,0.3333333333333333
31028,4.0,4.0,1.0,0.0,0.0
31029,11.0,1.0,0.09090909090909091,10.0,0.8333333333333334
31030,1.0,1.0,1.0,0.0,0.0
31031,1.0,3.0,0.3333333333333333,2.0,0.5
31032,1.0,1.0,1.0,0.0,0.0
31033,7.0,7.0,1.0,0.0,0.0
31034,23.0,23.0,1.0,0.0,0.0
31035,3.0,2.0,0.6666666666666666,1.0,0.2
31036,1.0,1.0,1.0,0.0,0.0
31037,1.0,1.0,1.0,0.0,0.0
31038,3.0,3.0,1.0,0.0,0.0
31039,8.0,8.0,1.0,0.0,0.0
31040,1.0,1.0,1.0,0.0,0.0
31041,3.0,3.0,1.0,0.0,0.0
31042,13.0,13.0,1.0,0.0,0.0
31043,7.0,7.0,1.0,0.0,0.0
31044,2.0,2.0,1.0,0.0,0.0
31045,7.0,1.0,0.14285714285714285,6.0,0.75
31046,7.0,8.0,0.875,1.0,0.06666666666666667
31047,1.0,2.0,0.5,1.0,0.3333333333333333
31048,3.0,2.0,0.6666666666666666,1.0,0.2
31049,1.0,1.0,1.0,0.0,0.0
31050,2.0,,,,
31051,7.0,9.0,0.7777777777777778,2.0,0.125
31052,5.0,5.0,1.0,0.0,0.0
31053,2.0,1.0,0.5,1.0,0.3333333333333333
31054,3.0,3.0,1.0,0.0,0.0
31055,25.0,12.0,0.48,13.0,0.35135135135135137
31056,3.0,4.0,0.75,1.0,0.14285714285714285
31057,3.0,3.0,1.0,0.0,0.0
31058,13.0,14.0,0.9285714285714286,1.0,0.037037037037037035
31059,4.0,4.0,1.0,0.0,0.0
31060,5.0,5.0,1.0,0.0,0.0
31061,4.0,4.0,1.0,0.0,0.0
31062,15.0,15.0,1.0,0.0,0.0
31063,3.0,2.0,0.6666666666666666,1.0,0.2
31064,4.0,4.0,1.0,0.0,0.0
31065,1.0,1.0,1.0,0.0,0.0
31066,25.0,24.0,0.96,1.0,0.02040816326530612
31067,1.0,1.0,1.0,0.0,0.0
31068,4.0,4.0,1.0,0.0,0.0
31069,4.0,4.0,1.0,0.0,0.0
31070,8.0,8.0,1.0,0.0,0.0
31071,1.0,1.0,1.0,0.0,0.0
31072,1.0,8.0,0.125,7.0,0.7777777777777778
31073,3.0,3.0,1.0,0.0,0.0
31074,2.0,1.0,0.5,1.0,0.3333333333333333
31075,2.0,2.0,1.0,0.0,0.0
31076,2.0,2.0,1.0,0.0,0.0
31077,5.0,5.0,1.0,0.0,0.0
31078,5.0,5.0,1.0,0.0,0.0
31079,10.0,10.0,1.0,0.0,0.0
31080,15.0,15.0,1.0,0.0,0.0
31081,1.0,6.0,0.16666666666666666,5.0,0.7142857142857143
31082,1.0,1.0,1.0,0.0,0.0
31083,10.0,10.0,1.0,0.0,0.0
31084,2.0,1.0,0.5,1.0,0.3333333333333333
31085,6.0,5.0,0.8333333333333334,1.0,0.09090909090909091
31086,22.0,22.0,1.0,0.0,0.0
31087,4.0,4.0,1.0,0.0,0.0
31088,7.0,7.0,1.0,0.0,0.0
31089,6.0,6.0,1.0,0.0,0.0
31090,1.0,1.0,1.0,0.0,0.0
31091,2.0,2.0,1.0,0.0,0.0
31092,2.0,2.0,1.0,0.0,0.0
31093,7.0,7.0,1.0,0.0,0.0
31094,8.0,1.0,0.125,7.0,0.7777777777777778
31095,1.0,2.0,0.5,1.0,0.3333333333333333
31096,1.0,1.0,1.0,0.0,0.0
31097,1.0,3.0,0.3333333333333333,2.0,0.5
31098,10.0,10.0,1.0,0.0,0.0
31099,19.0,19.0,1.0,0.0,0.0
31100,,6.0,,,
31101,6.0,6.0,1.0,0.0,0.0
31102,3.0,1.0,0.3333333333333333,2.0,0.5
31103,1.0,10.0,0.1,9.0,0.8181818181818182
31104,4.0,4.0,1.0,0.0,0.0
31105,4.0,4.0,1.0,0.0,0.0
31106,6.0,6.0,1.0,0.0,0.0
31107,1.0,1.0,1.0,0.0,0.0
31108,9.0,9.0,1.0,0.0,0.0
31109,14.0,14.0,1.0,0.0,0.0
31110,6.0,6.0,1.0,0.0,0.0
31111,2.0,2.0,1.0,0.0,0.0
31112,1.0,1.0,1.0,0.0,0.0
31113,8.0,8.0,1.0,0.0,0.0
31114,1.0,1.0,1.0,0.0,0.0
31115,1.0,1.0,1.0,0.0,0.0
31116,1.0,1.0,1.0,0.0,0.0
31117,2.0,2.0,1.0,0.0,0.0
31118,1.0,1.0,1.0,0.0,0.0
31119,4.0,1.0,0.25,3.0,0.6
31120,2.0,2.0,1.0,0.0,0.0
31121,6.0,6.0,1.0,0.0,0.0
31122,5.0,5.0,1.0,0.0,0.0
31123,8.0,8.0,1.0,0.0,0.0
31124,8.0,8.0,1.0,0.0,0.0
31125,2.0,1.0,0.5,1.0,0.3333333333333333
31126,5.0,5.0,1.0,0.0,0.0
31127,5.0,3.0,0.6,2.0,0.25
31128,4.0,4.0,1.0,0.0,0.0
31129,1.0,3.0,0.3333333333333333,2.0,0.5
31130,7.0,2.0,0.2857142857142857,5.0,0.5555555555555556
31131,2.0,2.0,1.0,0.0,0.0
31132,6.0,6.0,1.0,0.0,0.0
31133,1.0,1.0,1.0,0.0,0.0
31134,1.0,1.0,1.0,0.0,0.0
31135,11.0,11.0,1.0,0.0,0.0
31136,2.0,2.0,1.0,0.0,0.0
31137,1.0,1.0,1.0,0.0,0.0
31138,2.0,2.0,1.0,0.0,0.0
31139,6.0,6.0,1.0,0.0,0.0
31140,7.0,1.0,0.14285714285714285,6.0,0.75
31141,1.0,1.0,1.0,0.0,0.0
31142,5.0,5.0,1.0,0.0,0.0
31143,1.0,1.0,1.0,0.0,0.0
31144,8.0,8.0,1.0,0.0,0.0
31145,6.0,6.0,1.0,0.0,0.0
31146,2.0,1.0,0.5,1.0,0.3333333333333333
31147,7.0,7.0,1.0,0.0,0.0
31148,5.0,5.0,1.0,0.0,0.0
31149,30.0,30.0,1.0,0.0,0.0
31150,1.0,5.0,0.2,4.0,0.6666666666666666
31151,8.0,8.0,1.0,0.0,0.0
31152,2.0,2.0,1.0,0.0,0.0
31153,6.0,6.0,1.0,0.0,0.0
31154,1.0,1.0,1.0,0.0,0.0
31155,5.0,5.0,1.0,0.0,0.0
31156,14.0,14.0,1.0,0.0,0.0
31157,1.0,4.0,0.25,3.0,0.6
31158,3.0,3.0,1.0,0.0,0.0
31159,3.0,2.0,0.6666666666666666,1.0,0.2
31160,4.0,4.0,1.0,0.0,0.0
31161,9.0,7.0,0.7777777777777777,2.0,0.125
31162,5.0,5.0,1.0,0.0,0.0
31163,1.0,2.0,0.5,1.0,0.3333333333333333
31164,1.0,13.0,0.07692307692307693,12.0,0.8571428571428571
31165,1.0,,,,
31166,5.0,5.0,1.0,0.0,0.0
31167,6.0,,,,
31168,1.0,1.0,1.0,0.0,0.0
31169,17.0,17.0,1.0,0.0,0.0
31170,3.0,3.0,1.0,0.0,0.0
31171,3.0,1.0,0.3333333333333333,2.0,0.5
31172,6.0,6.0,1.0,0.0,0.0
31173,9.0,9.0,1.0,0.0,0.0
31174,13.0,23.0,0.5652173913043478,10.0,0.2777777777777778
31175,8.0,8.0,1.0,0.0,0.0
31176,2.0,2.0,1.0,0.0,0.0
31177,2.0,2.0,1.0,0.0,0.0
31178,11.0,11.0,1.0,0.0,0.0
31179,2.0,3.0,0.6666666666666666,1.0,0.2
31180,1.0,2.0,0.5,1.0,0.3333333333333333
31181,4.0,4.0,1.0,0.0,0.0
31182,24.0,22.0,0.9166666666666667,2.0,0.043478260869565216
31183,1.0,1.0,1.0,0.0,0.0
31184,1.0,1.0,1.0,0.0,0.0
31185,6.0,6.0,1.0,0.0,0.0
31186,1.0,1.0,1.0,0.0,0.0
31187,3.0,3.0,1.0,0.0,0.0
31188,7.0,7.0,1.0,0.0,0.0
31189,1.0,1.0,1.0,0.0,0.0
31190,2.0,1.0,0.5,1.0,0.3333333333333333
31191,5.0,5.0,1.0,0.0,0.0
31192,3.0,3.0,1.0,0.0,0.0
31193,1.0,1.0,1.0,0.0,0.0
31194,12.0,12.0,1.0,0.0,0.0
31195,3.0,3.0,1.0,0.0,0.0
