,core1,core2,core3
44329,4.0,9.0,9.0
44330,0.0,12.0,1.0
44331,22.0,36.0,25.0
44332,0.0,1.0,7.0
44333,0.0,1.0,65.0
44334,0.0,1.0,4.0
44335,0.0,7.0,1.0
44336,0.0,5.0,1.0
44337,23.0,27.0,25.0
44338,0.0,1.0,31.0
44339,0.0,1.0,14.0
44340,1.0,10.0,6.0
44341,8.0,9.0,9.0
44342,0.0,16.0,1.0
44343,0.0,2.0,8.0
44344,0.0,1.0,6.0
44345,0.0,1.0,4.0
44346,0.0,5.0,1.0
44347,17.0,19.0,24.0
44348,9.0,19.0,25.0
44349,18.0,24.0,24.0
44350,7.0,14.0,8.0
44351,2.0,6.0,3.0
44352,2.0,3.0,4.0
44353,4.0,6.0,13.0
44354,6.0,13.0,7.0
44355,2.0,10.0,3.0
44356,17.0,19.0,18.0
44357,4.0,8.0,5.0
44358,4.0,5.0,5.0
44359,1.0,4.0,5.0
44360,0.0,9.0,1.0
44361,19.0,37.0,39.0
44362,19.0,33.0,20.0
44363,0.0,7.0,1.0
44364,4.0,5.0,6.0
44365,12.0,13.0,13.0
44366,0.0,1.0,6.0
44367,3.0,6.0,4.0
44368,31.0,32.0,47.0
44369,3.0,6.0,5.0
44370,1.0,2.0,7.0
44371,17.0,33.0,22.0
44372,12.0,13.0,13.0
44373,0.0,1.0,28.0
44374,2.0,7.0,4.0
44375,9.0,12.0,20.0
44376,1.0,2.0,4.0
44377,0.0,1.0,4.0
44378,3.0,7.0,7.0
44379,0.0,1.0,48.0
44380,4.0,5.0,9.0
44381,5.0,11.0,6.0
44382,0.0,2.0,5.0
44383,18.0,21.0,19.0
44384,0.0,1.0,4.0
44385,0.0,4.0,2.0
44386,0.0,1.0,8.0
44387,8.0,12.0,11.0
44388,0.0,4.0,1.0
44389,1.0,2.0,4.0
44390,8.0,10.0,10.0
44391,0.0,1.0,4.0
44392,9.0,11.0,13.0
44393,7.0,20.0,9.0
44394,1.0,5.0,2.0
44395,0.0,6.0,1.0
44396,0.0,1.0,4.0
44397,2.0,4.0,4.0
44398,0.0,4.0,1.0
44399,0.0,5.0,1.0
44400,4.0,9.0,5.0
44401,23.0,26.0,25.0
44402,12.0,13.0,14.0
44403,4.0,8.0,5.0
44404,0.0,1.0,17.0
44405,1.0,5.0,2.0
44406,3.0,6.0,6.0
44407,1.0,2.0,7.0
44408,4.0,11.0,7.0
44409,19.0,23.0,22.0
44410,0.0,6.0,1.0
44411,6.0,8.0,10.0
44412,0.0,7.0,1.0
44413,5.0,7.0,33.0
44414,1.0,6.0,2.0
44415,0.0,4.0,1.0
44416,18.0,20.0,22.0
44417,0.0,4.0,6.0
44418,0.0,4.0,1.0
44419,0.0,1.0,4.0
44420,4.0,19.0,9.0
44421,8.0,9.0,10.0
44422,0.0,4.0,1.0
44423,0.0,5.0,1.0
44424,0.0,4.0,1.0
44425,10.0,16.0,31.0
44426,0.0,5.0,1.0
44427,2.0,3.0,4.0
44428,2.0,16.0,3.0
44429,0.0,4.0,1.0
44430,6.0,7.0,7.0
44431,0.0,8.0,1.0
44432,0.0,7.0,2.0
44433,2.0,4.0,8.0
44434,0.0,1.0,7.0
44435,9.0,13.0,10.0
44436,10.0,19.0,15.0
44437,14.0,18.0,15.0
44438,39.0,43.0,41.0
44439,25.0,29.0,33.0
44440,7.0,9.0,9.0
44441,1.0,2.0,7.0
44442,1.0,5.0,8.0
44443,2.0,3.0,5.0
44444,3.0,4.0,4.0
44445,13.0,20.0,18.0
44446,33.0,37.0,34.0
44447,3.0,5.0,6.0
44448,2.0,5.0,7.0
44449,9.0,10.0,22.0
44450,0.0,6.0,1.0
44451,0.0,1.0,10.0
44452,11.0,13.0,18.0
44453,5.0,6.0,8.0
44454,8.0,13.0,9.0
44455,0.0,1.0,10.0
44456,4.0,6.0,13.0
44457,8.0,9.0,9.0
44458,0.0,4.0,6.0
44459,0.0,1.0,11.0
44460,0.0,4.0,1.0
44461,4.0,11.0,7.0
44462,0.0,1.0,105.0
44463,5.0,11.0,13.0
44464,0.0,1.0,11.0
44465,0.0,1.0,8.0
44466,0.0,6.0,1.0
44467,7.0,8.0,12.0
44468,0.0,1.0,4.0
44469,2.0,8.0,5.0
44470,3.0,5.0,5.0
44471,21.0,23.0,25.0
44472,5.0,6.0,21.0
44473,0.0,3.0,11.0
44474,2.0,8.0,13.0
44475,14.0,15.0,15.0
44476,0.0,1.0,4.0
44477,8.0,9.0,9.0
44478,0.0,1.0,11.0
44479,2.0,7.0,4.0
44480,4.0,6.0,5.0
44481,10.0,12.0,11.0
44482,8.0,33.0,11.0
44483,8.0,9.0,12.0
44484,0.0,1.0,4.0
44485,0.0,1.0,15.0
44486,8.0,12.0,23.0
44487,1.0,6.0,2.0
44488,0.0,6.0,1.0
44489,2.0,6.0,5.0
44490,1.0,2.0,5.0
44491,0.0,4.0,1.0
44492,1.0,5.0,3.0
44493,0.0,4.0,1.0
44494,6.0,7.0,7.0
44495,0.0,6.0,1.0
44496,14.0,25.0,17.0
44497,21.0,30.0,29.0
44498,0.0,1.0,16.0
44499,5.0,9.0,12.0
44500,2.0,3.0,4.0
44501,1.0,8.0,7.0
44502,0.0,9.0,40.0
44503,0.0,5.0,1.0
44504,4.0,6.0,5.0
44505,0.0,1.0,5.0
44506,0.0,6.0,1.0
44507,2.0,3.0,5.0
44508,5.0,6.0,7.0
44509,0.0,2.0,5.0
44510,2.0,4.0,23.0
44511,1.0,5.0,3.0
44512,0.0,4.0,1.0
44513,0.0,1.0,16.0
44514,7.0,8.0,9.0
44515,4.0,5.0,5.0
44516,7.0,19.0,11.0
44517,0.0,1.0,4.0
44518,7.0,12.0,8.0
44519,0.0,1.0,5.0
44520,2.0,6.0,3.0
44521,9.0,12.0,10.0
44522,0.0,2.0,8.0
44523,10.0,38.0,35.0
44524,1.0,4.0,2.0
44525,33.0,41.0,35.0
44526,1.0,16.0,6.0
44527,4.0,6.0,5.0
44528,7.0,15.0,10.0
44529,0.0,2.0,4.0
44530,0.0,4.0,1.0
44531,5.0,7.0,8.0
44532,1.0,4.0,4.0
44533,6.0,7.0,15.0
44534,3.0,4.0,4.0
44535,0.0,5.0,1.0
44536,0.0,4.0,1.0
44537,3.0,12.0,7.0
44538,3.0,4.0,4.0
44539,40.0,41.0,43.0
44540,0.0,5.0,2.0
44541,5.0,7.0,6.0
44542,4.0,6.0,7.0
44543,0.0,1.0,19.0
44544,4.0,13.0,10.0
44545,0.0,4.0,1.0
44546,9.0,10.0,10.0
44547,0.0,7.0,9.0
44548,2.0,5.0,3.0
44549,7.0,14.0,25.0
44550,25.0,43.0,49.0
44551,11.0,13.0,13.0
44552,0.0,3.0,5.0
44553,0.0,36.0,2.0
44554,12.0,24.0,23.0
44555,0.0,1.0,11.0
44556,10.0,23.0,19.0
44557,3.0,4.0,7.0
44558,2.0,4.0,3.0
44559,8.0,12.0,10.0
44560,11.0,13.0,12.0
44561,0.0,8.0,1.0
44562,2.0,4.0,6.0
44563,7.0,8.0,8.0
44564,0.0,20.0,1.0
44565,0.0,6.0,1.0
44566,0.0,1.0,4.0
44567,1.0,5.0,2.0
44568,0.0,5.0,1.0
44569,0.0,7.0,1.0
44570,0.0,5.0,1.0
44571,0.0,1.0,4.0
44572,4.0,5.0,6.0
44573,18.0,20.0,20.0
44574,26.0,27.0,40.0
44575,4.0,5.0,5.0
44576,2.0,9.0,12.0
44577,35.0,49.0,44.0
44578,0.0,7.0,1.0
44579,4.0,6.0,9.0
44580,0.0,1.0,9.0
44581,1.0,4.0,4.0
44582,8.0,25.0,9.0
44583,13.0,15.0,17.0
44584,14.0,23.0,15.0
44585,6.0,15.0,7.0
44586,4.0,5.0,5.0
44587,0.0,1.0,4.0
44588,0.0,4.0,1.0
44589,0.0,6.0,1.0
44590,0.0,18.0,6.0
44591,17.0,22.0,22.0
44592,4.0,8.0,5.0
44593,5.0,7.0,23.0
44594,22.0,29.0,44.0
44595,3.0,9.0,4.0
44596,0.0,10.0,1.0
44597,4.0,5.0,5.0
44598,3.0,4.0,13.0
44599,5.0,6.0,6.0
44600,11.0,12.0,12.0
44601,0.0,5.0,1.0
44602,5.0,7.0,6.0
44603,3.0,6.0,5.0
44604,5.0,8.0,8.0
44605,0.0,1.0,6.0
44606,1.0,15.0,9.0
44607,1.0,2.0,25.0
44608,8.0,10.0,15.0
44609,2.0,6.0,6.0
44610,7.0,9.0,8.0
44611,0.0,4.0,1.0
44612,3.0,4.0,4.0
44613,31.0,49.0,33.0
44614,7.0,8.0,22.0
44615,30.0,32.0,32.0
44616,12.0,13.0,13.0
44617,0.0,5.0,1.0
44618,7.0,8.0,8.0
44619,0.0,11.0,11.0
44620,5.0,7.0,6.0
44621,0.0,1.0,7.0
44622,18.0,19.0,19.0
44623,0.0,2.0,9.0
44624,6.0,8.0,26.0
44625,3.0,4.0,4.0
44626,5.0,6.0,7.0
44627,0.0,1.0,4.0
44628,6.0,7.0,12.0
44629,0.0,12.0,1.0
44630,8.0,11.0,12.0
44631,1.0,3.0,10.0
44632,4.0,5.0,6.0
44633,6.0,7.0,10.0
44634,2.0,5.0,9.0
44635,23.0,24.0,24.0
44636,0.0,4.0,1.0
44637,2.0,4.0,3.0
44638,10.0,13.0,15.0
44639,5.0,6.0,7.0
44640,16.0,20.0,26.0
44641,6.0,8.0,19.0
44642,24.0,36.0,30.0
44643,5.0,7.0,9.0
44644,0.0,1.0,5.0
44645,0.0,1.0,5.0
44646,26.0,27.0,27.0
44647,0.0,5.0,1.0
44648,9.0,11.0,12.0
44649,4.0,11.0,6.0
44650,0.0,1.0,9.0
44651,0.0,1.0,5.0
44652,0.0,4.0,28.0
44653,1.0,31.0,2.0
44654,0.0,4.0,1.0
44655,0.0,1.0,4.0
44656,40.0,41.0,45.0
44657,3.0,8.0,6.0
44658,5.0,6.0,6.0
44659,8.0,9.0,9.0
44660,0.0,7.0,1.0
44661,7.0,8.0,8.0
44662,5.0,8.0,13.0
44663,3.0,5.0,5.0
44664,0.0,1.0,8.0
44665,2.0,7.0,22.0
44666,0.0,10.0,1.0
44667,3.0,6.0,14.0
44668,18.0,24.0,31.0
44669,17.0,37.0,25.0
44670,0.0,4.0,1.0
44671,1.0,6.0,2.0
44672,4.0,6.0,6.0
44673,3.0,5.0,5.0
44674,1.0,2.0,5.0
44675,0.0,1.0,4.0
44676,1.0,4.0,9.0
44677,5.0,6.0,7.0
44678,6.0,15.0,9.0
44679,3.0,5.0,5.0
44680,8.0,10.0,9.0
44681,26.0,29.0,48.0
44682,0.0,8.0,1.0
44683,4.0,5.0,5.0
44684,5.0,6.0,9.0
44685,0.0,4.0,1.0
44686,1.0,2.0,5.0
44687,4.0,5.0,6.0
44688,0.0,1.0,15.0
44689,0.0,6.0,2.0
44690,6.0,10.0,15.0
44691,5.0,8.0,6.0
44692,19.0,26.0,36.0
44693,4.0,6.0,5.0
44694,0.0,9.0,1.0
44695,4.0,9.0,9.0
44696,8.0,9.0,9.0
44697,3.0,4.0,5.0
44698,0.0,1.0,35.0
44699,1.0,4.0,2.0
44700,11.0,13.0,15.0
44701,0.0,4.0,1.0
44702,0.0,5.0,1.0
44703,19.0,51.0,20.0
44704,11.0,13.0,12.0
44705,0.0,5.0,1.0
44706,0.0,1.0,7.0
44707,1.0,2.0,5.0
44708,15.0,19.0,31.0
44709,5.0,7.0,37.0
44710,3.0,5.0,4.0
44711,2.0,5.0,14.0
44712,0.0,1.0,12.0
44713,0.0,4.0,1.0
44714,2.0,4.0,10.0
44715,3.0,4.0,5.0
44716,0.0,1.0,14.0
44717,7.0,9.0,8.0
44718,4.0,17.0,9.0
44719,0.0,1.0,22.0
44720,5.0,10.0,8.0
44721,13.0,14.0,17.0
44722,0.0,7.0,1.0
44723,0.0,4.0,4.0
44724,14.0,15.0,17.0
44725,4.0,5.0,6.0
44726,3.0,38.0,6.0
44727,1.0,2.0,6.0
44728,5.0,6.0,7.0
44729,0.0,1.0,5.0
44730,0.0,1.0,5.0
44731,4.0,7.0,6.0
44732,10.0,11.0,11.0
44733,0.0,1.0,6.0
44734,5.0,9.0,13.0
44735,13.0,15.0,15.0
44736,0.0,5.0,1.0
44737,7.0,10.0,8.0
44738,6.0,7.0,7.0
44739,0.0,5.0,1.0
44740,1.0,3.0,6.0
44741,2.0,6.0,3.0
44742,0.0,1.0,5.0
44743,3.0,6.0,6.0
44744,2.0,7.0,3.0
44745,1.0,2.0,6.0
44746,0.0,12.0,1.0
44747,0.0,4.0,1.0
44748,10.0,12.0,28.0
44749,10.0,15.0,12.0
44750,1.0,2.0,6.0
44751,9.0,10.0,19.0
44752,6.0,17.0,10.0
44753,0.0,2.0,75.0
44754,3.0,4.0,5.0
44755,15.0,17.0,16.0
44756,10.0,12.0,12.0
44757,0.0,1.0,5.0
44758,1.0,14.0,4.0
44759,13.0,19.0,18.0
44760,12.0,13.0,13.0
44761,0.0,10.0,1.0
44762,1.0,9.0,4.0
44763,6.0,7.0,7.0
44764,0.0,1.0,13.0
44765,13.0,17.0,17.0
44766,0.0,5.0,5.0
44767,0.0,1.0,8.0
44768,0.0,10.0,1.0
44769,5.0,18.0,51.0
44770,5.0,6.0,7.0
44771,7.0,12.0,23.0
44772,6.0,7.0,7.0
44773,5.0,11.0,6.0
44774,2.0,5.0,5.0
44775,0.0,1.0,4.0
44776,0.0,1.0,6.0
44777,3.0,4.0,41.0
44778,20.0,27.0,38.0
44779,0.0,4.0,5.0
44780,0.0,2.0,43.0
44781,0.0,5.0,1.0
44782,14.0,17.0,46.0
44783,11.0,14.0,13.0
44784,0.0,1.0,5.0
44785,11.0,12.0,12.0
44786,0.0,4.0,35.0
44787,1.0,6.0,10.0
44788,0.0,12.0,8.0
44789,19.0,33.0,27.0
44790,19.0,38.0,21.0
44791,0.0,8.0,1.0
44792,0.0,9.0,1.0
44793,3.0,4.0,5.0
44794,0.0,1.0,11.0
44795,8.0,14.0,14.0
44796,4.0,12.0,22.0
44797,0.0,1.0,13.0
44798,3.0,18.0,5.0
44799,1.0,5.0,2.0
44800,1.0,5.0,7.0
44801,0.0,4.0,21.0
44802,5.0,7.0,7.0
44803,0.0,4.0,1.0
44804,5.0,6.0,6.0
44805,7.0,9.0,8.0
44806,0.0,2.0,21.0
44807,4.0,10.0,11.0
44808,1.0,7.0,2.0
44809,21.0,22.0,36.0
44810,0.0,8.0,1.0
44811,16.0,25.0,18.0
44812,4.0,5.0,5.0
44813,0.0,1.0,13.0
44814,10.0,15.0,11.0
44815,3.0,9.0,5.0
44816,8.0,17.0,18.0
44817,5.0,8.0,22.0
44818,0.0,4.0,1.0
44819,0.0,5.0,1.0
44820,20.0,25.0,40.0
44821,0.0,1.0,4.0
44822,0.0,9.0,1.0
44823,12.0,19.0,40.0
44824,4.0,5.0,6.0
44825,0.0,1.0,34.0
44826,7.0,8.0,8.0
44827,1.0,4.0,4.0
44828,0.0,7.0,1.0
44829,0.0,5.0,1.0
44830,0.0,5.0,1.0
44831,0.0,1.0,19.0
44832,0.0,2.0,5.0
44833,0.0,1.0,7.0
44834,1.0,3.0,9.0
44835,0.0,10.0,6.0
44836,6.0,8.0,8.0
44837,0.0,1.0,4.0
44838,4.0,9.0,5.0
44839,0.0,4.0,8.0
44840,14.0,16.0,17.0
44841,0.0,1.0,4.0
44842,8.0,9.0,10.0
44843,0.0,1.0,11.0
44844,22.0,28.0,29.0
44845,31.0,32.0,47.0
44846,0.0,5.0,6.0
44847,3.0,4.0,4.0
44848,0.0,5.0,1.0
44849,13.0,15.0,20.0
44850,0.0,2.0,8.0
44851,1.0,2.0,4.0
44852,1.0,5.0,9.0
44853,0.0,6.0,1.0
44854,0.0,1.0,6.0
44855,0.0,1.0,4.0
44856,8.0,16.0,18.0
44857,0.0,1.0,6.0
44858,1.0,4.0,2.0
44859,0.0,1.0,5.0
44860,4.0,5.0,5.0
44861,9.0,15.0,17.0
44862,0.0,5.0,2.0
44863,16.0,18.0,19.0
44864,6.0,7.0,7.0
44865,2.0,5.0,3.0
44866,13.0,14.0,19.0
44867,1.0,4.0,5.0
44868,23.0,27.0,34.0
44869,0.0,4.0,1.0
44870,0.0,4.0,1.0
44871,0.0,10.0,1.0
44872,0.0,4.0,1.0
44873,0.0,2.0,9.0
44874,0.0,5.0,1.0
44875,1.0,2.0,4.0
44876,4.0,9.0,6.0
44877,5.0,8.0,7.0
44878,0.0,8.0,3.0
44879,1.0,6.0,2.0
44880,1.0,2.0,14.0
44881,0.0,1.0,5.0
44882,0.0,10.0,1.0
44883,0.0,1.0,5.0
44884,5.0,7.0,6.0
44885,1.0,4.0,2.0
44886,5.0,6.0,9.0
44887,3.0,5.0,7.0
44888,0.0,7.0,1.0
44889,0.0,1.0,10.0
44890,1.0,8.0,3.0
44891,27.0,33.0,44.0
44892,0.0,5.0,1.0
44893,0.0,3.0,5.0
44894,10.0,13.0,12.0
44895,4.0,13.0,8.0
44896,0.0,1.0,6.0
44897,2.0,4.0,5.0
44898,5.0,7.0,6.0
44899,26.0,27.0,27.0
44900,0.0,1.0,4.0
44901,4.0,5.0,5.0
44902,9.0,10.0,17.0
44903,8.0,11.0,9.0
44904,5.0,8.0,12.0
44905,3.0,5.0,4.0
44906,10.0,12.0,12.0
44907,22.0,23.0,24.0
44908,17.0,19.0,24.0
44909,0.0,1.0,5.0
44910,0.0,1.0,7.0
44911,0.0,1.0,8.0
44912,0.0,4.0,1.0
44913,12.0,13.0,15.0
44914,0.0,1.0,5.0
44915,5.0,10.0,6.0
44916,11.0,12.0,14.0
44917,5.0,6.0,7.0
44918,0.0,7.0,1.0
44919,0.0,19.0,1.0
44920,1.0,2.0,4.0
44921,18.0,35.0,21.0
44922,0.0,4.0,1.0
44923,5.0,23.0,6.0
44924,6.0,12.0,9.0
44925,0.0,1.0,4.0
44926,0.0,23.0,4.0
44927,7.0,9.0,9.0
44928,0.0,1.0,26.0
44929,1.0,3.0,8.0
44930,0.0,6.0,1.0
44931,0.0,19.0,1.0
44932,0.0,5.0,1.0
44933,5.0,7.0,10.0
44934,18.0,21.0,21.0
44935,0.0,4.0,1.0
44936,5.0,6.0,6.0
44937,3.0,12.0,5.0
44938,9.0,15.0,11.0
44939,0.0,6.0,1.0
44940,0.0,5.0,146.0
44941,6.0,7.0,14.0
44942,0.0,8.0,1.0
44943,4.0,5.0,6.0
44944,0.0,5.0,1.0
44945,1.0,8.0,2.0
44946,3.0,4.0,5.0
44947,0.0,1.0,4.0
44948,0.0,7.0,1.0
44949,39.0,40.0,40.0
44950,2.0,5.0,3.0
44951,0.0,12.0,2.0
44952,2.0,7.0,3.0
44953,0.0,1.0,12.0
44954,19.0,20.0,21.0
44955,11.0,19.0,12.0
44956,9.0,13.0,10.0
44957,0.0,1.0,9.0
44958,12.0,13.0,13.0
44959,2.0,6.0,4.0
44960,0.0,4.0,1.0
44961,2.0,5.0,4.0
44962,2.0,4.0,9.0
44963,8.0,9.0,10.0
44964,0.0,4.0,1.0
44965,1.0,7.0,6.0
44966,4.0,5.0,6.0
44967,0.0,1.0,14.0
44968,0.0,1.0,8.0
44969,3.0,4.0,4.0
44970,3.0,38.0,5.0
44971,7.0,9.0,10.0
44972,1.0,2.0,4.0
44973,11.0,16.0,15.0
44974,23.0,24.0,27.0
44975,5.0,7.0,7.0
44976,22.0,23.0,31.0
44977,19.0,23.0,21.0
44978,0.0,5.0,1.0
44979,6.0,7.0,7.0
44980,5.0,7.0,6.0
44981,8.0,10.0,9.0
44982,12.0,15.0,14.0
44983,5.0,10.0,10.0
44984,3.0,5.0,4.0
44985,2.0,3.0,12.0
44986,3.0,12.0,5.0
44987,3.0,4.0,4.0
44988,6.0,7.0,7.0
44989,6.0,7.0,7.0
44990,4.0,9.0,6.0
44991,11.0,13.0,12.0
44992,15.0,19.0,16.0
44993,0.0,4.0,1.0
44994,12.0,29.0,15.0
44995,0.0,4.0,2.0
44996,7.0,12.0,10.0
44997,0.0,5.0,1.0
44998,0.0,4.0,1.0
44999,3.0,4.0,5.0
45000,3.0,5.0,4.0
45001,0.0,1.0,22.0
45002,3.0,4.0,4.0
45003,0.0,1.0,19.0
45004,0.0,5.0,1.0
45005,0.0,1.0,36.0
45006,3.0,5.0,5.0
45007,7.0,11.0,10.0
45008,8.0,11.0,9.0
45009,3.0,6.0,7.0
45010,0.0,1.0,6.0
45011,8.0,18.0,17.0
45012,2.0,8.0,3.0
45013,25.0,33.0,50.0
45014,2.0,4.0,5.0
45015,6.0,7.0,7.0
45016,0.0,5.0,1.0
45017,7.0,9.0,10.0
45018,0.0,4.0,1.0
45019,0.0,2.0,7.0
45020,0.0,20.0,6.0
45021,1.0,5.0,6.0
45022,4.0,33.0,10.0
45023,0.0,4.0,1.0
45024,5.0,9.0,8.0
45025,0.0,4.0,9.0
45026,7.0,10.0,8.0
45027,14.0,16.0,17.0
45028,0.0,1.0,5.0
45029,0.0,1.0,6.0
45030,1.0,2.0,4.0
45031,0.0,1.0,4.0
45032,1.0,5.0,2.0
45033,6.0,7.0,7.0
45034,17.0,32.0,22.0
45035,0.0,1.0,5.0
45036,18.0,19.0,21.0
45037,0.0,5.0,1.0
45038,0.0,2.0,5.0
45039,1.0,4.0,2.0
45040,6.0,11.0,7.0
45041,0.0,1.0,5.0
45042,4.0,7.0,5.0
45043,18.0,20.0,21.0
45044,1.0,4.0,6.0
45045,0.0,66.0,7.0
45046,20.0,22.0,22.0
45047,5.0,51.0,21.0
45048,0.0,4.0,1.0
45049,0.0,9.0,1.0
45050,0.0,6.0,13.0
45051,3.0,4.0,7.0
45052,4.0,6.0,6.0
45053,4.0,5.0,5.0
45054,18.0,19.0,19.0
45055,14.0,15.0,17.0
45056,0.0,5.0,1.0
45057,30.0,31.0,33.0
45058,4.0,13.0,10.0
45059,6.0,7.0,7.0
45060,6.0,14.0,12.0
45061,25.0,42.0,30.0
45062,5.0,7.0,6.0
45063,14.0,17.0,21.0
45064,3.0,5.0,6.0
45065,0.0,6.0,1.0
45066,11.0,18.0,13.0
45067,0.0,4.0,1.0
45068,6.0,7.0,7.0
45069,0.0,8.0,2.0
45070,0.0,50.0,1.0
45071,0.0,1.0,6.0
45072,1.0,5.0,2.0
45073,3.0,6.0,4.0
45074,3.0,6.0,8.0
45075,0.0,6.0,1.0
45076,4.0,6.0,6.0
45077,9.0,13.0,11.0
45078,0.0,4.0,7.0
45079,12.0,31.0,17.0
45080,14.0,47.0,17.0
45081,0.0,1.0,4.0
45082,22.0,23.0,37.0
45083,3.0,5.0,18.0
45084,0.0,13.0,1.0
45085,22.0,23.0,27.0
45086,1.0,2.0,7.0
45087,0.0,4.0,1.0
45088,7.0,8.0,8.0
45089,11.0,21.0,15.0
45090,0.0,1.0,10.0
45091,0.0,1.0,13.0
45092,22.0,24.0,28.0
45093,0.0,7.0,1.0
45094,0.0,1.0,4.0
45095,0.0,1.0,5.0
45096,5.0,6.0,6.0
45097,0.0,11.0,1.0
45098,0.0,12.0,2.0
45099,0.0,1.0,25.0
45100,30.0,31.0,33.0
45101,0.0,1.0,8.0
45102,0.0,8.0,1.0
45103,5.0,9.0,6.0
45104,0.0,6.0,16.0
45105,0.0,1.0,6.0
45106,2.0,7.0,3.0
45107,0.0,1.0,13.0
45108,1.0,2.0,10.0
45109,0.0,7.0,1.0
45110,2.0,3.0,5.0
45111,0.0,1.0,4.0
45112,7.0,10.0,8.0
45113,0.0,1.0,4.0
45114,12.0,13.0,13.0
45115,7.0,9.0,10.0
45116,9.0,10.0,18.0
45117,20.0,66.0,24.0
45118,0.0,1.0,5.0
45119,30.0,40.0,40.0
45120,1.0,5.0,88.0
45121,1.0,4.0,2.0
45122,0.0,2.0,66.0
45123,7.0,8.0,8.0
45124,13.0,18.0,19.0
45125,0.0,4.0,1.0
45126,31.0,32.0,33.0
45127,0.0,1.0,23.0
45128,15.0,21.0,21.0
45129,1.0,20.0,2.0
45130,17.0,37.0,29.0
45131,1.0,4.0,6.0
45132,3.0,4.0,5.0
45133,13.0,17.0,34.0
45134,0.0,5.0,1.0
45135,5.0,7.0,6.0
45136,0.0,1.0,6.0
45137,30.0,33.0,31.0
45138,4.0,5.0,5.0
45139,17.0,20.0,20.0
45140,5.0,9.0,11.0
45141,3.0,6.0,4.0
45142,6.0,8.0,8.0
45143,4.0,5.0,5.0
45144,0.0,5.0,1.0
45145,3.0,5.0,5.0
45146,32.0,42.0,46.0
45147,0.0,7.0,2.0
45148,0.0,4.0,1.0
45149,0.0,4.0,1.0
45150,4.0,5.0,9.0
45151,0.0,1.0,6.0
45152,0.0,13.0,1.0
45153,6.0,24.0,14.0
45154,7.0,8.0,8.0
45155,7.0,8.0,8.0
45156,1.0,4.0,2.0
45157,5.0,6.0,8.0
45158,0.0,4.0,1.0
45159,0.0,1.0,9.0
45160,0.0,5.0,1.0
45161,0.0,1.0,5.0
45162,5.0,11.0,17.0
45163,12.0,14.0,15.0
45164,0.0,1.0,9.0
45165,7.0,11.0,8.0
45166,0.0,1.0,4.0
45167,0.0,5.0,1.0
45168,19.0,20.0,20.0
45169,0.0,3.0,5.0
45170,2.0,4.0,5.0
45171,4.0,8.0,5.0
45172,0.0,1.0,39.0
45173,11.0,14.0,21.0
45174,0.0,1.0,4.0
45175,2.0,4.0,7.0
45176,0.0,4.0,1.0
45177,8.0,11.0,10.0
45178,3.0,7.0,4.0
45179,1.0,2.0,7.0
45180,3.0,6.0,4.0
45181,1.0,5.0,2.0
45182,10.0,12.0,13.0
45183,0.0,4.0,1.0
45184,8.0,10.0,9.0
45185,3.0,4.0,5.0
45186,18.0,24.0,31.0
45187,0.0,5.0,1.0
45188,0.0,5.0,4.0
45189,24.0,26.0,41.0
45190,0.0,1.0,5.0
45191,7.0,8.0,8.0
45192,4.0,5.0,6.0
45193,4.0,6.0,7.0
45194,21.0,39.0,24.0
45195,0.0,4.0,1.0
45196,0.0,7.0,1.0
45197,0.0,4.0,1.0
45198,13.0,31.0,15.0
45199,23.0,25.0,29.0
45200,0.0,1.0,4.0
45201,34.0,36.0,48.0
45202,11.0,17.0,39.0
45203,0.0,1.0,11.0
45204,2.0,4.0,4.0
45205,24.0,42.0,26.0
45206,19.0,27.0,24.0
45207,4.0,5.0,6.0
45208,12.0,21.0,16.0
45209,25.0,34.0,43.0
45210,0.0,4.0,1.0
45211,8.0,12.0,12.0
45212,0.0,1.0,8.0
45213,0.0,1.0,7.0
45214,3.0,4.0,4.0
45215,1.0,4.0,2.0
45216,1.0,10.0,12.0
45217,12.0,21.0,14.0
45218,0.0,6.0,1.0
45219,11.0,13.0,23.0
45220,0.0,1.0,7.0
45221,4.0,5.0,5.0
45222,16.0,24.0,18.0
45223,0.0,4.0,1.0
45224,0.0,4.0,1.0
45225,15.0,54.0,18.0
45226,1.0,10.0,2.0
45227,19.0,35.0,39.0
45228,0.0,1.0,4.0
45229,33.0,43.0,47.0
45230,1.0,6.0,4.0
45231,0.0,4.0,1.0
45232,0.0,1.0,4.0
45233,0.0,6.0,1.0
45234,0.0,6.0,1.0
45235,0.0,9.0,1.0
45236,9.0,10.0,12.0
45237,0.0,18.0,1.0
45238,4.0,5.0,9.0
45239,0.0,1.0,7.0
45240,10.0,12.0,11.0
45241,12.0,14.0,22.0
45242,5.0,6.0,7.0
45243,8.0,10.0,10.0
45244,22.0,23.0,27.0
45245,0.0,4.0,1.0
45246,30.0,32.0,33.0
45247,0.0,14.0,1.0
45248,0.0,4.0,2.0
45249,4.0,6.0,6.0
45250,25.0,33.0,31.0
45251,0.0,1.0,25.0
45252,3.0,4.0,10.0
45253,1.0,14.0,2.0
45254,0.0,1.0,4.0
45255,3.0,6.0,5.0
45256,0.0,5.0,1.0
45257,5.0,6.0,12.0
45258,0.0,12.0,1.0
45259,1.0,2.0,6.0
45260,22.0,35.0,24.0
