,q1_neigh,q2_neigh,common_neigh,distinct_neigh,clique_size,shortest_path
48334,1.0,4.0,0.0,5.0,2.0,10.0
48335,5.0,1.0,0.0,6.0,2.0,10.0
48336,17.0,8.0,7.0,18.0,11.0,2.0
48337,5.0,1.0,0.0,6.0,2.0,10.0
48338,1.0,9.0,0.0,10.0,2.0,10.0
48339,3.0,9.0,2.0,10.0,4.0,2.0
48340,2.0,23.0,0.0,25.0,2.0,11.0
48341,7.0,7.0,5.0,9.0,7.0,2.0
48342,9.0,7.0,5.0,11.0,8.0,2.0
48343,6.0,6.0,5.0,7.0,7.0,2.0
48344,8.0,7.0,6.0,9.0,7.0,2.0
48345,42.0,40.0,39.0,43.0,24.0,2.0
48346,24.0,26.0,22.0,28.0,22.0,2.0
48347,2.0,4.0,0.0,6.0,2.0,3.0
48348,4.0,8.0,3.0,9.0,5.0,2.0
48349,7.0,1.0,0.0,8.0,2.0,10.0
48350,6.0,10.0,4.0,12.0,5.0,2.0
48351,1.0,4.0,0.0,5.0,2.0,10.0
48352,3.0,6.0,2.0,7.0,4.0,2.0
48353,6.0,6.0,5.0,7.0,5.0,2.0
48354,9.0,9.0,8.0,10.0,10.0,2.0
48355,3.0,4.0,0.0,7.0,2.0,3.0
48356,16.0,13.0,12.0,17.0,13.0,2.0
48357,2.0,9.0,1.0,10.0,3.0,2.0
48358,4.0,1.0,0.0,5.0,3.0,10.0
48359,2.0,4.0,0.0,6.0,2.0,3.0
48360,18.0,15.0,14.0,19.0,10.0,2.0
48361,2.0,5.0,1.0,6.0,3.0,2.0
48362,4.0,2.0,1.0,5.0,3.0,2.0
48363,6.0,9.0,5.0,10.0,7.0,2.0
48364,15.0,16.0,10.0,21.0,11.0,2.0
48365,4.0,1.0,0.0,5.0,3.0,10.0
48366,6.0,4.0,1.0,9.0,4.0,2.0
48367,16.0,12.0,11.0,17.0,13.0,2.0
48368,11.0,10.0,9.0,12.0,11.0,2.0
48369,1.0,5.0,0.0,6.0,2.0,10.0
48370,11.0,10.0,9.0,12.0,8.0,2.0
48371,8.0,5.0,4.0,9.0,6.0,2.0
48372,6.0,6.0,1.0,11.0,3.0,2.0
48373,5.0,4.0,3.0,6.0,5.0,2.0
48374,4.0,5.0,3.0,6.0,5.0,2.0
48375,22.0,1.0,0.0,23.0,4.0,10.0
48376,17.0,20.0,4.0,33.0,6.0,2.0
48377,4.0,1.0,0.0,5.0,2.0,10.0
48378,4.0,1.0,0.0,5.0,2.0,10.0
48379,4.0,3.0,0.0,7.0,3.0,4.0
48380,21.0,22.0,20.0,23.0,20.0,2.0
48381,21.0,14.0,11.0,24.0,12.0,2.0
48382,11.0,9.0,6.0,14.0,10.0,2.0
48383,1.0,4.0,0.0,5.0,2.0,10.0
48384,9.0,8.0,7.0,10.0,9.0,2.0
48385,8.0,5.0,2.0,11.0,3.0,2.0
48386,18.0,24.0,15.0,27.0,12.0,2.0
48387,1.0,4.0,0.0,5.0,2.0,10.0
48388,45.0,29.0,20.0,54.0,31.0,2.0
48389,1.0,5.0,0.0,6.0,2.0,10.0
48390,4.0,1.0,0.0,5.0,2.0,10.0
48391,1.0,4.0,0.0,5.0,2.0,10.0
48392,6.0,8.0,4.0,10.0,6.0,2.0
48393,4.0,1.0,0.0,5.0,2.0,10.0
48394,4.0,1.0,0.0,5.0,2.0,10.0
48395,4.0,16.0,3.0,17.0,5.0,2.0
48396,1.0,5.0,0.0,6.0,2.0,10.0
48397,1.0,10.0,0.0,11.0,2.0,10.0
48398,7.0,2.0,0.0,9.0,2.0,10.0
48399,8.0,4.0,2.0,10.0,4.0,2.0
48400,3.0,14.0,1.0,16.0,3.0,2.0
48401,21.0,12.0,9.0,24.0,11.0,2.0
48402,4.0,1.0,0.0,5.0,2.0,10.0
48403,5.0,1.0,0.0,6.0,2.0,10.0
48404,29.0,15.0,12.0,32.0,15.0,2.0
48405,25.0,24.0,22.0,27.0,20.0,2.0
48406,1.0,15.0,0.0,16.0,2.0,10.0
48407,5.0,10.0,4.0,11.0,4.0,2.0
48408,4.0,1.0,0.0,5.0,2.0,10.0
48409,16.0,8.0,2.0,22.0,7.0,2.0
48410,6.0,12.0,5.0,13.0,6.0,2.0
48411,1.0,5.0,0.0,6.0,2.0,10.0
48412,6.0,1.0,0.0,7.0,2.0,10.0
48413,19.0,11.0,10.0,20.0,7.0,2.0
48414,4.0,1.0,0.0,5.0,2.0,10.0
48415,4.0,3.0,2.0,5.0,4.0,2.0
48416,5.0,5.0,4.0,6.0,6.0,2.0
48417,1.0,6.0,0.0,7.0,2.0,10.0
48418,4.0,4.0,2.0,6.0,4.0,2.0
48419,8.0,1.0,0.0,9.0,2.0,10.0
48420,1.0,5.0,0.0,6.0,2.0,10.0
48421,4.0,1.0,0.0,5.0,2.0,10.0
48422,5.0,13.0,1.0,17.0,3.0,2.0
48423,8.0,9.0,7.0,10.0,8.0,2.0
48424,5.0,1.0,0.0,6.0,3.0,10.0
48425,4.0,1.0,0.0,5.0,2.0,10.0
48426,6.0,5.0,3.0,8.0,4.0,2.0
48427,4.0,5.0,3.0,6.0,5.0,2.0
48428,5.0,1.0,0.0,6.0,2.0,10.0
48429,20.0,18.0,16.0,22.0,17.0,2.0
48430,1.0,8.0,0.0,9.0,2.0,10.0
48431,4.0,2.0,1.0,5.0,3.0,2.0
48432,4.0,1.0,0.0,5.0,2.0,10.0
48433,4.0,1.0,0.0,5.0,2.0,10.0
48434,5.0,6.0,4.0,7.0,6.0,2.0
48435,5.0,2.0,0.0,7.0,3.0,4.0
48436,6.0,6.0,4.0,8.0,5.0,2.0
48437,4.0,4.0,3.0,5.0,5.0,2.0
48438,4.0,1.0,0.0,5.0,2.0,10.0
48439,15.0,7.0,3.0,19.0,11.0,2.0
48440,14.0,13.0,10.0,17.0,12.0,2.0
48441,4.0,1.0,0.0,5.0,3.0,10.0
48442,50.0,20.0,19.0,51.0,25.0,2.0
48443,4.0,8.0,3.0,9.0,5.0,2.0
48444,4.0,11.0,0.0,15.0,2.0,10.0
48445,26.0,26.0,21.0,31.0,19.0,2.0
48446,4.0,1.0,0.0,5.0,2.0,10.0
48447,14.0,14.0,13.0,15.0,14.0,2.0
48448,2.0,5.0,1.0,6.0,3.0,2.0
48449,1.0,4.0,0.0,5.0,2.0,10.0
48450,6.0,2.0,1.0,7.0,4.0,2.0
48451,1.0,4.0,0.0,5.0,2.0,10.0
48452,7.0,10.0,1.0,16.0,5.0,2.0
48453,1.0,11.0,0.0,12.0,2.0,10.0
48454,20.0,24.0,15.0,29.0,15.0,2.0
48455,1.0,5.0,0.0,6.0,2.0,10.0
48456,4.0,2.0,1.0,5.0,3.0,2.0
48457,7.0,7.0,6.0,8.0,7.0,2.0
48458,1.0,9.0,0.0,10.0,2.0,10.0
48459,1.0,19.0,0.0,20.0,2.0,10.0
48460,4.0,2.0,1.0,5.0,3.0,2.0
48461,45.0,3.0,2.0,46.0,20.0,2.0
48462,4.0,1.0,0.0,5.0,2.0,10.0
48463,26.0,24.0,23.0,27.0,22.0,2.0
48464,9.0,5.0,2.0,12.0,4.0,2.0
48465,6.0,5.0,3.0,8.0,5.0,2.0
48466,1.0,18.0,0.0,19.0,2.0,10.0
48467,1.0,7.0,0.0,8.0,2.0,10.0
48468,22.0,19.0,18.0,23.0,17.0,2.0
48469,17.0,24.0,10.0,31.0,11.0,2.0
48470,27.0,28.0,25.0,30.0,17.0,2.0
48471,1.0,4.0,0.0,5.0,2.0,10.0
48472,26.0,20.0,18.0,28.0,17.0,2.0
48473,12.0,16.0,8.0,20.0,9.0,2.0
48474,20.0,42.0,10.0,52.0,17.0,2.0
48475,1.0,14.0,0.0,15.0,2.0,10.0
48476,5.0,4.0,2.0,7.0,4.0,2.0
48477,4.0,4.0,3.0,5.0,5.0,2.0
48478,17.0,15.0,14.0,18.0,13.0,2.0
48479,8.0,7.0,6.0,9.0,5.0,2.0
48480,8.0,10.0,4.0,14.0,5.0,2.0
48481,22.0,19.0,18.0,23.0,15.0,2.0
48482,8.0,6.0,1.0,13.0,3.0,2.0
48483,4.0,5.0,2.0,7.0,4.0,2.0
48484,6.0,1.0,0.0,7.0,2.0,10.0
48485,19.0,18.0,13.0,24.0,16.0,2.0
48486,1.0,4.0,0.0,5.0,2.0,10.0
48487,16.0,22.0,7.0,31.0,9.0,2.0
48488,23.0,23.0,21.0,25.0,18.0,2.0
48489,4.0,6.0,1.0,9.0,3.0,2.0
48490,4.0,1.0,0.0,5.0,2.0,10.0
48491,2.0,4.0,1.0,5.0,3.0,2.0
48492,13.0,1.0,0.0,14.0,6.0,10.0
48493,1.0,21.0,0.0,22.0,2.0,10.0
48494,4.0,1.0,0.0,5.0,2.0,10.0
48495,22.0,12.0,10.0,24.0,17.0,2.0
48496,1.0,4.0,0.0,5.0,2.0,10.0
48497,12.0,2.0,0.0,14.0,3.0,3.0
48498,5.0,10.0,3.0,12.0,5.0,2.0
48499,8.0,19.0,6.0,21.0,7.0,2.0
48500,41.0,35.0,33.0,43.0,26.0,2.0
48501,13.0,24.0,11.0,26.0,11.0,2.0
48502,11.0,26.0,8.0,29.0,10.0,2.0
48503,11.0,4.0,2.0,13.0,9.0,2.0
48504,4.0,1.0,0.0,5.0,2.0,10.0
48505,5.0,5.0,0.0,10.0,2.0,10.0
48506,7.0,6.0,4.0,9.0,6.0,2.0
48507,13.0,7.0,4.0,16.0,10.0,2.0
48508,18.0,19.0,16.0,21.0,15.0,2.0
48509,33.0,20.0,14.0,39.0,17.0,2.0
48510,18.0,10.0,9.0,19.0,15.0,2.0
48511,8.0,5.0,4.0,9.0,5.0,2.0
48512,1.0,4.0,0.0,5.0,2.0,10.0
48513,7.0,1.0,0.0,8.0,2.0,10.0
48514,13.0,1.0,0.0,14.0,8.0,10.0
48515,11.0,13.0,8.0,16.0,10.0,2.0
48516,6.0,2.0,1.0,7.0,5.0,2.0
48517,2.0,4.0,1.0,5.0,3.0,2.0
48518,4.0,1.0,0.0,5.0,2.0,10.0
48519,1.0,7.0,0.0,8.0,2.0,10.0
48520,1.0,5.0,0.0,6.0,2.0,10.0
48521,27.0,26.0,25.0,28.0,27.0,2.0
48522,36.0,29.0,12.0,53.0,28.0,2.0
48523,1.0,8.0,0.0,9.0,2.0,10.0
48524,15.0,39.0,14.0,40.0,14.0,2.0
48525,88.0,43.0,37.0,94.0,31.0,2.0
48526,31.0,45.0,27.0,49.0,20.0,2.0
48527,1.0,10.0,0.0,11.0,2.0,10.0
48528,4.0,1.0,0.0,5.0,2.0,10.0
48529,3.0,6.0,1.0,8.0,3.0,2.0
48530,27.0,11.0,5.0,33.0,13.0,2.0
48531,5.0,2.0,0.0,7.0,3.0,5.0
48532,29.0,22.0,16.0,35.0,16.0,2.0
48533,1.0,22.0,0.0,23.0,2.0,10.0
48534,6.0,1.0,0.0,7.0,2.0,10.0
48535,1.0,4.0,0.0,5.0,2.0,10.0
48536,4.0,4.0,2.0,6.0,4.0,2.0
48537,26.0,27.0,25.0,28.0,27.0,2.0
48538,17.0,1.0,0.0,18.0,3.0,10.0
48539,29.0,19.0,0.0,48.0,5.0,10.0
48540,4.0,9.0,0.0,13.0,2.0,10.0
48541,1.0,8.0,0.0,9.0,2.0,10.0
48542,4.0,1.0,0.0,5.0,2.0,10.0
48543,5.0,6.0,4.0,7.0,5.0,2.0
48544,6.0,10.0,5.0,11.0,6.0,2.0
48545,1.0,16.0,0.0,17.0,2.0,10.0
48546,1.0,6.0,0.0,7.0,2.0,10.0
48547,5.0,5.0,4.0,6.0,6.0,2.0
48548,5.0,5.0,2.0,8.0,4.0,2.0
48549,5.0,1.0,0.0,6.0,2.0,10.0
48550,7.0,8.0,6.0,9.0,7.0,2.0
48551,8.0,7.0,5.0,10.0,5.0,2.0
48552,19.0,13.0,11.0,21.0,17.0,2.0
48553,21.0,17.0,16.0,22.0,15.0,2.0
48554,18.0,16.0,8.0,26.0,9.0,2.0
48555,14.0,24.0,8.0,30.0,7.0,2.0
48556,1.0,7.0,0.0,8.0,2.0,10.0
48557,8.0,8.0,7.0,9.0,9.0,2.0
48558,6.0,1.0,0.0,7.0,2.0,10.0
48559,11.0,11.0,10.0,12.0,12.0,2.0
48560,8.0,1.0,0.0,9.0,2.0,10.0
48561,19.0,16.0,13.0,22.0,12.0,2.0
48562,36.0,45.0,31.0,50.0,31.0,2.0
48563,1.0,4.0,0.0,5.0,2.0,10.0
48564,12.0,1.0,0.0,13.0,3.0,10.0
48565,7.0,17.0,2.0,22.0,4.0,2.0
48566,4.0,1.0,0.0,5.0,2.0,10.0
48567,6.0,5.0,4.0,7.0,4.0,2.0
48568,1.0,6.0,0.0,7.0,2.0,10.0
48569,5.0,1.0,0.0,6.0,2.0,10.0
48570,11.0,6.0,5.0,12.0,7.0,2.0
48571,1.0,5.0,0.0,6.0,2.0,10.0
48572,5.0,13.0,1.0,17.0,3.0,2.0
48573,1.0,4.0,0.0,5.0,2.0,10.0
48574,15.0,36.0,13.0,38.0,12.0,2.0
48575,3.0,7.0,1.0,9.0,3.0,2.0
48576,1.0,5.0,0.0,6.0,2.0,10.0
48577,6.0,4.0,0.0,10.0,5.0,3.0
48578,6.0,1.0,0.0,7.0,2.0,10.0
48579,33.0,3.0,1.0,35.0,13.0,2.0
48580,9.0,10.0,8.0,11.0,9.0,2.0
48581,2.0,9.0,0.0,11.0,2.0,4.0
48582,4.0,5.0,2.0,7.0,4.0,2.0
48583,6.0,5.0,4.0,7.0,6.0,2.0
48584,39.0,25.0,12.0,52.0,26.0,2.0
48585,13.0,28.0,7.0,34.0,8.0,2.0
48586,12.0,1.0,0.0,13.0,2.0,10.0
48587,13.0,4.0,3.0,14.0,8.0,2.0
48588,19.0,19.0,16.0,22.0,15.0,2.0
48589,4.0,2.0,0.0,6.0,2.0,10.0
48590,5.0,5.0,4.0,6.0,6.0,2.0
48591,14.0,13.0,12.0,15.0,13.0,2.0
48592,1.0,4.0,0.0,5.0,2.0,10.0
48593,1.0,15.0,0.0,16.0,2.0,10.0
48594,66.0,29.0,18.0,77.0,13.0,2.0
48595,11.0,22.0,8.0,25.0,6.0,2.0
48596,1.0,8.0,0.0,9.0,2.0,10.0
48597,4.0,1.0,0.0,5.0,2.0,10.0
48598,24.0,24.0,23.0,25.0,23.0,2.0
48599,4.0,1.0,0.0,5.0,2.0,10.0
48600,1.0,5.0,0.0,6.0,2.0,10.0
48601,1.0,39.0,0.0,40.0,2.0,10.0
48602,5.0,1.0,0.0,6.0,2.0,10.0
48603,4.0,1.0,0.0,5.0,2.0,10.0
48604,15.0,20.0,9.0,26.0,12.0,2.0
48605,36.0,7.0,5.0,38.0,7.0,2.0
48606,5.0,5.0,2.0,8.0,4.0,2.0
48607,5.0,1.0,0.0,6.0,2.0,10.0
48608,19.0,16.0,13.0,22.0,13.0,2.0
48609,7.0,1.0,0.0,8.0,2.0,10.0
48610,6.0,7.0,4.0,9.0,6.0,2.0
48611,8.0,7.0,5.0,10.0,6.0,2.0
48612,20.0,8.0,2.0,26.0,3.0,2.0
48613,2.0,9.0,1.0,10.0,3.0,2.0
48614,5.0,1.0,0.0,6.0,2.0,10.0
48615,4.0,1.0,0.0,5.0,2.0,10.0
48616,6.0,1.0,0.0,7.0,3.0,10.0
48617,1.0,13.0,0.0,14.0,2.0,10.0
48618,5.0,10.0,3.0,12.0,5.0,2.0
48619,11.0,9.0,8.0,12.0,7.0,2.0
48620,17.0,24.0,15.0,26.0,13.0,2.0
48621,9.0,5.0,4.0,10.0,6.0,2.0
48622,1.0,6.0,0.0,7.0,2.0,10.0
48623,10.0,5.0,3.0,12.0,3.0,2.0
48624,144.0,15.0,10.0,149.0,24.0,2.0
48625,21.0,25.0,20.0,26.0,18.0,2.0
48626,11.0,6.0,4.0,13.0,7.0,2.0
48627,14.0,17.0,12.0,19.0,13.0,2.0
48628,13.0,12.0,10.0,15.0,7.0,2.0
48629,4.0,25.0,0.0,29.0,2.0,10.0
48630,6.0,1.0,0.0,7.0,2.0,10.0
48631,6.0,5.0,3.0,8.0,4.0,2.0
48632,2.0,12.0,1.0,13.0,3.0,2.0
48633,13.0,8.0,7.0,14.0,8.0,2.0
48634,32.0,30.0,20.0,42.0,23.0,2.0
48635,48.0,31.0,30.0,49.0,26.0,2.0
48636,30.0,27.0,6.0,51.0,21.0,2.0
48637,1.0,15.0,0.0,16.0,2.0,10.0
48638,6.0,14.0,5.0,15.0,6.0,2.0
48639,2.0,56.0,1.0,57.0,3.0,2.0
48640,19.0,15.0,13.0,21.0,17.0,2.0
48641,13.0,13.0,12.0,14.0,13.0,2.0
48642,4.0,4.0,0.0,8.0,2.0,10.0
48643,1.0,4.0,0.0,5.0,2.0,10.0
48644,1.0,23.0,0.0,24.0,2.0,10.0
48645,1.0,6.0,0.0,7.0,2.0,10.0
48646,1.0,11.0,0.0,12.0,2.0,10.0
48647,4.0,1.0,0.0,5.0,2.0,10.0
48648,7.0,7.0,6.0,8.0,8.0,2.0
48649,15.0,13.0,12.0,16.0,12.0,2.0
48650,1.0,12.0,0.0,13.0,2.0,10.0
48651,5.0,5.0,4.0,6.0,6.0,2.0
48652,4.0,2.0,1.0,5.0,3.0,2.0
48653,26.0,27.0,25.0,28.0,27.0,2.0
48654,14.0,15.0,5.0,24.0,7.0,2.0
48655,1.0,6.0,0.0,7.0,2.0,10.0
48656,8.0,7.0,0.0,15.0,3.0,3.0
48657,12.0,6.0,4.0,14.0,6.0,2.0
48658,6.0,5.0,4.0,7.0,6.0,2.0
48659,5.0,1.0,0.0,6.0,2.0,10.0
48660,4.0,2.0,0.0,6.0,2.0,10.0
48661,34.0,29.0,23.0,40.0,24.0,2.0
48662,4.0,1.0,0.0,5.0,2.0,10.0
48663,8.0,4.0,3.0,9.0,7.0,2.0
48664,5.0,5.0,3.0,7.0,4.0,2.0
48665,6.0,1.0,0.0,7.0,3.0,10.0
48666,30.0,55.0,28.0,57.0,20.0,2.0
48667,1.0,29.0,0.0,30.0,2.0,10.0
48668,7.0,8.0,6.0,9.0,7.0,2.0
48669,7.0,7.0,6.0,8.0,7.0,2.0
48670,8.0,1.0,0.0,9.0,2.0,10.0
48671,19.0,7.0,3.0,23.0,5.0,2.0
48672,2.0,12.0,0.0,14.0,2.0,3.0
48673,7.0,12.0,6.0,13.0,7.0,2.0
48674,5.0,1.0,0.0,6.0,2.0,10.0
48675,6.0,4.0,2.0,8.0,4.0,2.0
48676,32.0,25.0,23.0,34.0,24.0,2.0
48677,7.0,8.0,6.0,9.0,8.0,2.0
48678,6.0,1.0,0.0,7.0,2.0,10.0
48679,7.0,7.0,5.0,9.0,7.0,2.0
48680,18.0,18.0,16.0,20.0,17.0,2.0
48681,1.0,11.0,0.0,12.0,2.0,10.0
48682,4.0,6.0,2.0,8.0,4.0,2.0
48683,19.0,19.0,17.0,21.0,17.0,2.0
48684,6.0,2.0,1.0,7.0,3.0,2.0
48685,10.0,10.0,9.0,11.0,11.0,2.0
48686,1.0,16.0,0.0,17.0,2.0,10.0
48687,1.0,6.0,0.0,7.0,2.0,10.0
48688,7.0,6.0,5.0,8.0,7.0,2.0
48689,4.0,1.0,0.0,5.0,2.0,10.0
48690,7.0,1.0,0.0,8.0,2.0,10.0
48691,1.0,10.0,0.0,11.0,2.0,10.0
48692,9.0,7.0,5.0,11.0,7.0,2.0
48693,1.0,4.0,0.0,5.0,2.0,10.0
48694,18.0,18.0,16.0,20.0,18.0,2.0
48695,7.0,6.0,5.0,8.0,7.0,2.0
48696,1.0,5.0,0.0,6.0,2.0,10.0
48697,2.0,6.0,1.0,7.0,3.0,2.0
48698,26.0,26.0,25.0,27.0,27.0,2.0
48699,4.0,9.0,3.0,10.0,4.0,2.0
48700,23.0,19.0,17.0,25.0,18.0,2.0
48701,9.0,6.0,4.0,11.0,8.0,2.0
48702,6.0,7.0,5.0,8.0,7.0,2.0
48703,12.0,11.0,9.0,14.0,10.0,2.0
48704,4.0,1.0,0.0,5.0,2.0,10.0
48705,9.0,7.0,6.0,10.0,6.0,2.0
48706,8.0,1.0,0.0,9.0,3.0,10.0
48707,10.0,1.0,0.0,11.0,2.0,10.0
48708,1.0,4.0,0.0,5.0,2.0,10.0
48709,5.0,3.0,2.0,6.0,5.0,2.0
48710,4.0,5.0,3.0,6.0,5.0,2.0
48711,1.0,4.0,0.0,5.0,2.0,10.0
48712,5.0,1.0,0.0,6.0,2.0,10.0
48713,5.0,5.0,3.0,7.0,4.0,2.0
48714,27.0,34.0,23.0,38.0,23.0,2.0
48715,6.0,7.0,3.0,10.0,5.0,2.0
48716,13.0,13.0,12.0,14.0,10.0,2.0
48717,12.0,7.0,6.0,13.0,7.0,2.0
48718,5.0,5.0,3.0,7.0,5.0,2.0
48719,15.0,1.0,0.0,16.0,10.0,10.0
48720,10.0,1.0,0.0,11.0,3.0,10.0
48721,24.0,22.0,21.0,25.0,17.0,2.0
48722,4.0,5.0,0.0,9.0,2.0,3.0
48723,4.0,3.0,2.0,5.0,4.0,2.0
48724,22.0,24.0,18.0,28.0,17.0,2.0
48725,12.0,35.0,11.0,36.0,10.0,2.0
48726,5.0,5.0,4.0,6.0,6.0,2.0
48727,2.0,144.0,0.0,146.0,2.0,3.0
48728,6.0,9.0,5.0,10.0,6.0,2.0
48729,9.0,10.0,8.0,11.0,10.0,2.0
48730,45.0,14.0,3.0,56.0,31.0,2.0
48731,10.0,6.0,5.0,11.0,10.0,2.0
48732,7.0,7.0,6.0,8.0,6.0,2.0
48733,7.0,11.0,5.0,13.0,7.0,2.0
48734,24.0,4.0,3.0,25.0,10.0,2.0
48735,7.0,1.0,0.0,8.0,2.0,10.0
48736,1.0,5.0,0.0,6.0,2.0,10.0
48737,7.0,1.0,0.0,8.0,5.0,10.0
48738,33.0,24.0,18.0,39.0,23.0,2.0
48739,3.0,4.0,2.0,5.0,4.0,2.0
48740,1.0,9.0,0.0,10.0,2.0,10.0
48741,1.0,17.0,0.0,18.0,2.0,10.0
48742,1.0,5.0,0.0,6.0,2.0,10.0
48743,5.0,1.0,0.0,6.0,2.0,10.0
48744,2.0,6.0,1.0,7.0,3.0,2.0
48745,4.0,1.0,0.0,5.0,2.0,10.0
48746,48.0,47.0,46.0,49.0,26.0,2.0
48747,19.0,15.0,13.0,21.0,16.0,2.0
48748,1.0,6.0,0.0,7.0,2.0,10.0
48749,14.0,14.0,13.0,15.0,15.0,2.0
48750,4.0,4.0,1.0,7.0,3.0,2.0
48751,4.0,2.0,0.0,6.0,2.0,5.0
48752,7.0,4.0,0.0,11.0,2.0,10.0
48753,21.0,18.0,17.0,22.0,17.0,2.0
48754,7.0,1.0,0.0,8.0,2.0,10.0
48755,8.0,8.0,6.0,10.0,7.0,2.0
48756,1.0,6.0,0.0,7.0,2.0,10.0
48757,6.0,1.0,0.0,7.0,2.0,10.0
48758,2.0,9.0,1.0,10.0,3.0,2.0
48759,5.0,5.0,4.0,6.0,5.0,2.0
48760,7.0,7.0,5.0,9.0,5.0,2.0
48761,1.0,7.0,0.0,8.0,2.0,10.0
48762,8.0,6.0,4.0,10.0,5.0,2.0
48763,5.0,5.0,4.0,6.0,5.0,2.0
48764,1.0,15.0,0.0,16.0,2.0,10.0
48765,1.0,6.0,0.0,7.0,2.0,10.0
48766,14.0,15.0,12.0,17.0,11.0,2.0
48767,15.0,18.0,14.0,19.0,14.0,2.0
48768,7.0,5.0,4.0,8.0,7.0,2.0
48769,4.0,2.0,1.0,5.0,3.0,2.0
48770,7.0,8.0,5.0,10.0,7.0,2.0
48771,24.0,45.0,17.0,52.0,16.0,2.0
48772,20.0,21.0,19.0,22.0,14.0,2.0
48773,10.0,19.0,9.0,20.0,9.0,2.0
48774,6.0,1.0,0.0,7.0,2.0,10.0
48775,2.0,5.0,1.0,6.0,3.0,2.0
48776,4.0,5.0,3.0,6.0,5.0,2.0
48777,14.0,1.0,0.0,15.0,5.0,10.0
48778,16.0,13.0,10.0,19.0,11.0,2.0
48779,1.0,5.0,0.0,6.0,2.0,10.0
48780,11.0,11.0,10.0,12.0,9.0,2.0
48781,1.0,107.0,0.0,108.0,2.0,10.0
48782,3.0,4.0,2.0,5.0,4.0,2.0
48783,25.0,29.0,20.0,34.0,20.0,2.0
48784,25.0,25.0,24.0,26.0,18.0,2.0
48785,3.0,5.0,2.0,6.0,4.0,2.0
48786,7.0,1.0,0.0,8.0,3.0,10.0
48787,11.0,8.0,7.0,12.0,8.0,2.0
48788,1.0,5.0,0.0,6.0,2.0,10.0
48789,7.0,7.0,5.0,9.0,7.0,2.0
48790,4.0,11.0,3.0,12.0,5.0,2.0
48791,5.0,1.0,0.0,6.0,2.0,10.0
48792,2.0,4.0,1.0,5.0,3.0,2.0
48793,5.0,1.0,0.0,6.0,3.0,10.0
48794,5.0,6.0,2.0,9.0,4.0,2.0
48795,5.0,5.0,4.0,6.0,6.0,2.0
48796,15.0,3.0,2.0,16.0,6.0,2.0
48797,9.0,6.0,5.0,10.0,7.0,2.0
48798,1.0,6.0,0.0,7.0,2.0,10.0
48799,1.0,31.0,0.0,32.0,2.0,10.0
48800,10.0,11.0,9.0,12.0,9.0,2.0
48801,1.0,12.0,0.0,13.0,2.0,10.0
48802,33.0,18.0,15.0,36.0,17.0,2.0
48803,26.0,26.0,25.0,27.0,27.0,2.0
48804,37.0,33.0,20.0,50.0,12.0,2.0
48805,1.0,7.0,0.0,8.0,2.0,10.0
48806,4.0,6.0,2.0,8.0,3.0,2.0
48807,27.0,1.0,0.0,28.0,3.0,10.0
48808,1.0,4.0,0.0,5.0,2.0,10.0
48809,6.0,10.0,5.0,11.0,6.0,2.0
48810,2.0,4.0,1.0,5.0,3.0,2.0
48811,4.0,20.0,2.0,22.0,4.0,2.0
48812,4.0,4.0,2.0,6.0,4.0,2.0
48813,4.0,5.0,3.0,6.0,5.0,2.0
48814,26.0,27.0,25.0,28.0,27.0,2.0
48815,1.0,7.0,0.0,8.0,2.0,10.0
48816,4.0,1.0,0.0,5.0,2.0,10.0
48817,4.0,7.0,3.0,8.0,5.0,2.0
48818,5.0,5.0,4.0,6.0,6.0,2.0
48819,21.0,17.0,15.0,23.0,16.0,2.0
48820,28.0,23.0,19.0,32.0,21.0,2.0
48821,5.0,1.0,0.0,6.0,2.0,10.0
48822,4.0,5.0,3.0,6.0,5.0,2.0
48823,4.0,3.0,2.0,5.0,4.0,2.0
48824,1.0,5.0,0.0,6.0,2.0,10.0
48825,5.0,2.0,1.0,6.0,4.0,2.0
48826,19.0,25.0,9.0,35.0,11.0,2.0
48827,1.0,4.0,0.0,5.0,2.0,10.0
48828,5.0,4.0,2.0,7.0,4.0,2.0
48829,19.0,19.0,18.0,20.0,16.0,2.0
48830,13.0,13.0,12.0,14.0,14.0,2.0
48831,5.0,3.0,2.0,6.0,5.0,2.0
48832,1.0,4.0,0.0,5.0,2.0,10.0
48833,8.0,7.0,1.0,14.0,3.0,2.0
48834,8.0,11.0,0.0,19.0,3.0,10.0
48835,17.0,14.0,12.0,19.0,13.0,2.0
48836,4.0,1.0,0.0,5.0,2.0,10.0
48837,26.0,18.0,14.0,30.0,17.0,2.0
48838,4.0,6.0,3.0,7.0,5.0,2.0
48839,5.0,7.0,1.0,11.0,5.0,2.0
48840,9.0,1.0,0.0,10.0,5.0,10.0
48841,7.0,1.0,0.0,8.0,3.0,10.0
48842,6.0,1.0,0.0,7.0,2.0,10.0
48843,11.0,1.0,0.0,12.0,2.0,10.0
48844,7.0,8.0,6.0,9.0,8.0,2.0
48845,1.0,5.0,0.0,6.0,2.0,10.0
48846,7.0,10.0,1.0,16.0,5.0,2.0
48847,6.0,1.0,0.0,7.0,2.0,10.0
48848,13.0,22.0,10.0,25.0,12.0,2.0
48849,8.0,6.0,5.0,9.0,6.0,2.0
48850,28.0,28.0,15.0,41.0,19.0,2.0
