,3gram_cooccurence,3gram_distinct,3gram_nostpwrd_cooccurence,3gram_nostpwrd_distinct
31008,3.0,27.0,0.0,5.0
31009,1.0,152.0,0.0,32.0
31010,6.0,17.0,5.0,1.0
31011,8.0,11.0,3.0,0.0
31012,6.0,2.0,2.0,0.0
31013,11.0,35.0,7.0,4.0
31014,3.0,28.0,1.0,7.0
31015,3.0,0.0,3.0,0.0
31016,9.0,93.0,7.0,26.0
31017,12.0,28.0,5.0,0.0
31018,15.0,43.0,4.0,3.0
31019,4.0,70.0,4.0,32.0
31020,0.0,65.0,1.0,13.0
31021,6.0,11.0,1.0,2.0
31022,8.0,36.0,3.0,6.0
31023,2.0,10.0,2.0,4.0
31024,3.0,6.0,5.0,1.0
31025,39.0,122.0,13.0,14.0
31026,6.0,340.0,6.0,87.0
31027,13.0,27.0,5.0,2.0
31028,11.0,41.0,2.0,0.0
31029,8.0,17.0,2.0,2.0
31030,0.0,64.0,0.0,20.0
31031,6.0,16.0,2.0,0.0
31032,5.0,5.0,3.0,2.0
31033,8.0,19.0,6.0,1.0
31034,0.0,15.0,0.0,9.0
31035,25.0,132.0,13.0,30.0
31036,2.0,29.0,2.0,0.0
31037,4.0,21.0,3.0,3.0
31038,4.0,4.0,3.0,0.0
31039,4.0,9.0,2.0,4.0
31040,7.0,6.0,3.0,0.0
31041,7.0,23.0,1.0,0.0
31042,4.0,35.0,4.0,6.0
31043,6.0,18.0,4.0,2.0
31044,2.0,7.0,2.0,0.0
31045,3.0,114.0,0.0,23.0
31046,0.0,117.0,4.0,15.0
31047,15.0,36.0,9.0,9.0
31048,0.0,50.0,0.0,14.0
31049,5.0,20.0,5.0,9.0
31050,3.0,2.0,0.0,0.0
31051,25.0,118.0,6.0,12.0
31052,11.0,105.0,7.0,22.0
31053,7.0,4.0,3.0,0.0
31054,11.0,10.0,2.0,0.0
31055,3.0,93.0,1.0,20.0
31056,22.0,14.0,4.0,5.0
31057,3.0,41.0,0.0,7.0
31058,4.0,48.0,3.0,4.0
31059,18.0,92.0,11.0,33.0
31060,8.0,39.0,3.0,4.0
31061,3.0,16.0,3.0,1.0
31062,4.0,11.0,0.0,0.0
31063,1.0,10.0,1.0,1.0
31064,0.0,35.0,0.0,5.0
31065,0.0,2.0,1.0,0.0
31066,6.0,228.0,5.0,55.0
31067,0.0,11.0,0.0,0.0
31068,6.0,112.0,4.0,35.0
31069,8.0,41.0,3.0,4.0
31070,6.0,30.0,4.0,7.0
31071,2.0,22.0,0.0,5.0
31072,4.0,35.0,4.0,5.0
31073,0.0,29.0,0.0,6.0
31074,3.0,1.0,4.0,0.0
31075,7.0,18.0,0.0,4.0
31076,16.0,42.0,12.0,20.0
31077,8.0,32.0,1.0,2.0
31078,14.0,76.0,2.0,5.0
31079,4.0,58.0,1.0,17.0
31080,14.0,27.0,7.0,1.0
31081,4.0,22.0,1.0,1.0
31082,13.0,32.0,10.0,6.0
31083,5.0,56.0,4.0,17.0
31084,0.0,28.0,0.0,8.0
31085,4.0,32.0,1.0,7.0
31086,0.0,11.0,0.0,5.0
31087,12.0,55.0,3.0,2.0
31088,1.0,43.0,1.0,6.0
31089,6.0,62.0,0.0,27.0
31090,15.0,36.0,3.0,0.0
31091,0.0,10.0,0.0,2.0
31092,7.0,24.0,6.0,5.0
31093,4.0,55.0,0.0,11.0
31094,2.0,5.0,3.0,0.0
31095,2.0,12.0,1.0,1.0
31096,2.0,26.0,0.0,4.0
31097,0.0,75.0,0.0,18.0
31098,5.0,122.0,2.0,6.0
31099,9.0,55.0,2.0,5.0
31100,10.0,82.0,0.0,13.0
31101,1.0,65.0,1.0,22.0
31102,3.0,55.0,4.0,13.0
31103,10.0,69.0,5.0,1.0
31104,5.0,14.0,1.0,2.0
31105,0.0,29.0,0.0,6.0
31106,2.0,30.0,1.0,2.0
31107,1.0,28.0,1.0,12.0
31108,3.0,12.0,2.0,0.0
31109,4.0,4.0,2.0,2.0
31110,1.0,28.0,3.0,4.0
31111,0.0,25.0,0.0,7.0
31112,0.0,16.0,0.0,5.0
31113,4.0,6.0,3.0,3.0
31114,0.0,16.0,0.0,2.0
31115,5.0,108.0,5.0,37.0
31116,7.0,7.0,3.0,0.0
31117,0.0,22.0,1.0,4.0
31118,14.0,54.0,3.0,11.0
31119,5.0,152.0,0.0,63.0
31120,9.0,14.0,7.0,8.0
31121,19.0,82.0,7.0,19.0
31122,6.0,26.0,5.0,2.0
31123,9.0,84.0,7.0,18.0
31124,8.0,55.0,8.0,4.0
31125,4.0,75.0,4.0,29.0
31126,0.0,8.0,1.0,0.0
31127,10.0,85.0,4.0,43.0
31128,14.0,60.0,4.0,17.0
31129,10.0,31.0,6.0,0.0
31130,8.0,67.0,4.0,13.0
31131,22.0,92.0,16.0,44.0
31132,7.0,27.0,4.0,3.0
31133,6.0,8.0,4.0,0.0
31134,0.0,48.0,0.0,12.0
31135,1.0,40.0,0.0,10.0
31136,6.0,10.0,2.0,0.0
31137,1.0,139.0,0.0,54.0
31138,5.0,50.0,5.0,3.0
31139,18.0,58.0,7.0,4.0
31140,7.0,19.0,1.0,6.0
31141,8.0,31.0,0.0,6.0
31142,1.0,20.0,1.0,5.0
31143,4.0,53.0,4.0,26.0
31144,11.0,38.0,4.0,4.0
31145,1.0,38.0,1.0,8.0
31146,11.0,31.0,3.0,10.0
31147,5.0,15.0,1.0,2.0
31148,3.0,10.0,3.0,0.0
31149,5.0,35.0,3.0,7.0
31150,6.0,44.0,4.0,6.0
31151,5.0,61.0,3.0,9.0
31152,5.0,24.0,5.0,1.0
31153,9.0,6.0,5.0,0.0
31154,10.0,4.0,3.0,0.0
31155,6.0,196.0,4.0,35.0
31156,8.0,38.0,5.0,11.0
31157,5.0,6.0,3.0,0.0
31158,5.0,124.0,4.0,22.0
31159,5.0,4.0,4.0,0.0
31160,3.0,63.0,2.0,4.0
31161,13.0,304.0,8.0,75.0
31162,2.0,25.0,0.0,4.0
31163,0.0,52.0,0.0,10.0
31164,10.0,17.0,9.0,4.0
31165,0.0,176.0,0.0,45.0
31166,4.0,30.0,6.0,4.0
31167,15.0,84.0,1.0,22.0
31168,12.0,66.0,11.0,27.0
31169,4.0,5.0,5.0,0.0
31170,9.0,106.0,7.0,51.0
31171,29.0,116.0,11.0,12.0
31172,2.0,11.0,2.0,2.0
31173,6.0,137.0,4.0,20.0
31174,3.0,0.0,1.0,0.0
31175,0.0,4.0,0.0,0.0
31176,2.0,15.0,2.0,1.0
31177,26.0,132.0,14.0,30.0
31178,13.0,20.0,1.0,0.0
31179,0.0,2.0,0.0,1.0
31180,2.0,7.0,2.0,3.0
31181,0.0,21.0,0.0,15.0
31182,0.0,8.0,0.0,1.0
31183,1.0,1.0,1.0,0.0
31184,4.0,1.0,2.0,0.0
31185,6.0,118.0,6.0,22.0
31186,5.0,9.0,5.0,1.0
31187,4.0,16.0,4.0,6.0
31188,22.0,123.0,6.0,16.0
31189,7.0,59.0,0.0,22.0
31190,2.0,12.0,2.0,2.0
31191,8.0,127.0,2.0,22.0
31192,5.0,49.0,2.0,13.0
31193,12.0,4.0,5.0,0.0
31194,1.0,14.0,1.0,4.0
31195,0.0,54.0,0.0,25.0
31196,11.0,61.0,8.0,3.0
31197,3.0,0.0,3.0,0.0
31198,7.0,7.0,5.0,1.0
31199,5.0,10.0,3.0,0.0
31200,0.0,119.0,0.0,37.0
31201,11.0,21.0,5.0,0.0
31202,8.0,17.0,3.0,3.0
31203,9.0,66.0,1.0,17.0
31204,5.0,1.0,1.0,0.0
31205,3.0,19.0,3.0,2.0
31206,6.0,44.0,6.0,12.0
31207,4.0,18.0,6.0,2.0
31208,7.0,93.0,5.0,18.0
31209,0.0,69.0,0.0,13.0
31210,9.0,22.0,7.0,12.0
31211,1.0,15.0,0.0,4.0
31212,3.0,12.0,0.0,1.0
31213,1.0,15.0,0.0,4.0
31214,4.0,6.0,4.0,0.0
31215,14.0,36.0,6.0,1.0
31216,7.0,4.0,5.0,1.0
31217,5.0,103.0,3.0,33.0
31218,7.0,10.0,5.0,5.0
31219,0.0,36.0,0.0,6.0
31220,0.0,7.0,0.0,1.0
31221,7.0,24.0,0.0,1.0
31222,0.0,63.0,0.0,12.0
31223,8.0,28.0,5.0,1.0
31224,0.0,29.0,1.0,6.0
31225,0.0,147.0,0.0,42.0
31226,16.0,64.0,13.0,19.0
31227,8.0,25.0,2.0,8.0
31228,10.0,72.0,6.0,18.0
31229,1.0,11.0,1.0,3.0
31230,1.0,29.0,1.0,10.0
31231,12.0,46.0,6.0,9.0
31232,14.0,265.0,8.0,69.0
31233,6.0,36.0,0.0,5.0
31234,14.0,109.0,10.0,44.0
31235,11.0,81.0,7.0,23.0
31236,9.0,26.0,1.0,4.0
31237,3.0,6.0,1.0,1.0
31238,8.0,59.0,2.0,14.0
31239,12.0,34.0,4.0,0.0
31240,5.0,0.0,1.0,0.0
31241,11.0,36.0,8.0,9.0
31242,27.0,126.0,8.0,12.0
31243,7.0,47.0,3.0,1.0
31244,2.0,83.0,0.0,15.0
31245,1.0,164.0,0.0,43.0
31246,5.0,18.0,5.0,7.0
31247,6.0,11.0,6.0,2.0
31248,0.0,247.0,0.0,98.0
31249,6.0,124.0,6.0,37.0
31250,4.0,23.0,1.0,10.0
31251,4.0,31.0,4.0,9.0
31252,2.0,113.0,0.0,18.0
31253,7.0,103.0,4.0,27.0
31254,6.0,84.0,1.0,15.0
31255,6.0,90.0,4.0,11.0
31256,10.0,76.0,3.0,19.0
31257,0.0,21.0,3.0,1.0
31258,2.0,12.0,3.0,1.0
31259,17.0,40.0,5.0,0.0
31260,10.0,9.0,4.0,0.0
31261,3.0,11.0,6.0,4.0
31262,5.0,39.0,1.0,2.0
31263,1.0,4.0,0.0,0.0
31264,10.0,12.0,4.0,0.0
31265,5.0,6.0,5.0,0.0
31266,3.0,0.0,3.0,0.0
31267,0.0,37.0,0.0,9.0
31268,8.0,33.0,6.0,1.0
31269,3.0,15.0,3.0,0.0
31270,29.0,138.0,13.0,20.0
31271,0.0,118.0,0.0,45.0
31272,6.0,69.0,2.0,14.0
31273,2.0,3.0,1.0,0.0
31274,11.0,19.0,7.0,3.0
31275,3.0,27.0,1.0,12.0
31276,10.0,36.0,5.0,4.0
31277,9.0,18.0,3.0,1.0
31278,3.0,26.0,2.0,0.0
31279,4.0,32.0,4.0,10.0
31280,13.0,58.0,3.0,6.0
31281,6.0,63.0,7.0,11.0
31282,14.0,241.0,8.0,61.0
31283,6.0,39.0,3.0,8.0
31284,0.0,372.0,1.0,58.0
31285,1.0,27.0,1.0,2.0
31286,8.0,6.0,2.0,0.0
31287,5.0,42.0,1.0,12.0
31288,13.0,37.0,11.0,2.0
31289,2.0,4.0,2.0,2.0
31290,2.0,4.0,0.0,0.0
31291,0.0,67.0,1.0,6.0
31292,0.0,22.0,0.0,4.0
31293,6.0,31.0,4.0,12.0
31294,11.0,12.0,5.0,0.0
31295,0.0,47.0,0.0,20.0
31296,10.0,28.0,4.0,0.0
31297,0.0,54.0,4.0,1.0
31298,12.0,110.0,5.0,4.0
31299,27.0,103.0,11.0,12.0
31300,5.0,3.0,1.0,0.0
31301,3.0,26.0,1.0,5.0
31302,11.0,34.0,7.0,8.0
31303,5.0,56.0,1.0,14.0
31304,4.0,23.0,3.0,5.0
31305,7.0,21.0,3.0,3.0
31306,21.0,92.0,11.0,22.0
31307,11.0,16.0,7.0,4.0
31308,1.0,51.0,0.0,7.0
31309,3.0,4.0,3.0,2.0
31310,9.0,23.0,7.0,11.0
31311,1.0,26.0,1.0,8.0
31312,2.0,69.0,2.0,10.0
31313,4.0,0.0,2.0,0.0
31314,24.0,29.0,4.0,4.0
31315,9.0,24.0,3.0,0.0
31316,9.0,28.0,5.0,6.0
31317,0.0,33.0,0.0,7.0
31318,7.0,30.0,3.0,4.0
31319,5.0,132.0,5.0,41.0
31320,9.0,79.0,3.0,15.0
31321,1.0,4.0,0.0,0.0
31322,7.0,61.0,3.0,12.0
31323,7.0,11.0,7.0,3.0
31324,2.0,6.0,2.0,0.0
31325,4.0,34.0,4.0,3.0
31326,12.0,9.0,8.0,3.0
31327,13.0,27.0,2.0,1.0
31328,2.0,18.0,2.0,5.0
31329,17.0,34.0,11.0,4.0
31330,1.0,2.0,0.0,0.0
31331,9.0,12.0,1.0,0.0
31332,11.0,59.0,8.0,19.0
31333,0.0,102.0,0.0,26.0
31334,5.0,25.0,1.0,11.0
31335,3.0,27.0,1.0,2.0
31336,10.0,21.0,8.0,3.0
31337,10.0,126.0,7.0,68.0
31338,0.0,62.0,0.0,21.0
31339,0.0,69.0,0.0,17.0
31340,4.0,7.0,2.0,2.0
31341,4.0,22.0,4.0,0.0
31342,7.0,37.0,0.0,7.0
31343,2.0,49.0,2.0,13.0
31344,7.0,63.0,0.0,5.0
31345,8.0,51.0,3.0,9.0
31346,0.0,72.0,0.0,20.0
31347,0.0,29.0,0.0,11.0
31348,12.0,54.0,5.0,9.0
31349,9.0,32.0,10.0,12.0
31350,4.0,6.0,1.0,0.0
31351,5.0,14.0,8.0,2.0
31352,0.0,81.0,0.0,25.0
31353,0.0,30.0,0.0,4.0
31354,11.0,117.0,6.0,23.0
31355,9.0,127.0,2.0,21.0
31356,5.0,12.0,3.0,0.0
31357,23.0,106.0,13.0,26.0
31358,2.0,29.0,2.0,12.0
31359,4.0,4.0,4.0,0.0
31360,2.0,18.0,4.0,1.0
31361,6.0,22.0,3.0,0.0
31362,5.0,31.0,5.0,1.0
31363,1.0,14.0,1.0,2.0
31364,6.0,135.0,6.0,63.0
31365,11.0,17.0,5.0,1.0
31366,0.0,9.0,1.0,1.0
31367,4.0,19.0,5.0,1.0
31368,3.0,11.0,1.0,1.0
31369,7.0,60.0,3.0,2.0
31370,23.0,72.0,11.0,12.0
31371,6.0,4.0,6.0,0.0
31372,5.0,3.0,4.0,0.0
31373,2.0,77.0,0.0,9.0
31374,1.0,68.0,1.0,28.0
31375,1.0,15.0,0.0,1.0
31376,4.0,15.0,6.0,6.0
31377,12.0,63.0,6.0,21.0
31378,7.0,29.0,1.0,2.0
31379,6.0,32.0,5.0,10.0
31380,5.0,15.0,0.0,1.0
31381,4.0,76.0,3.0,0.0
31382,4.0,4.0,1.0,0.0
31383,3.0,97.0,1.0,8.0
31384,1.0,4.0,1.0,0.0
31385,0.0,44.0,1.0,8.0
31386,0.0,80.0,0.0,0.0
31387,2.0,35.0,2.0,15.0
31388,3.0,5.0,2.0,1.0
31389,12.0,15.0,8.0,6.0
31390,0.0,12.0,0.0,3.0
31391,8.0,36.0,7.0,2.0
31392,11.0,18.0,4.0,0.0
31393,6.0,50.0,4.0,15.0
31394,2.0,149.0,2.0,54.0
31395,9.0,14.0,2.0,0.0
31396,0.0,24.0,0.0,6.0
31397,4.0,24.0,4.0,2.0
31398,9.0,150.0,1.0,28.0
31399,31.0,170.0,13.0,20.0
31400,4.0,81.0,4.0,24.0
31401,10.0,35.0,1.0,1.0
31402,0.0,20.0,0.0,11.0
31403,7.0,30.0,4.0,4.0
31404,1.0,15.0,1.0,7.0
31405,1.0,32.0,1.0,2.0
31406,8.0,26.0,6.0,2.0
31407,7.0,7.0,2.0,0.0
31408,5.0,16.0,1.0,8.0
31409,2.0,7.0,3.0,0.0
31410,5.0,55.0,1.0,21.0
31411,8.0,76.0,4.0,23.0
31412,9.0,30.0,1.0,4.0
31413,5.0,21.0,2.0,0.0
31414,4.0,45.0,2.0,8.0
31415,8.0,48.0,5.0,4.0
31416,14.0,30.0,4.0,8.0
31417,10.0,26.0,5.0,3.0
31418,21.0,74.0,12.0,14.0
31419,9.0,16.0,3.0,0.0
31420,6.0,87.0,4.0,43.0
31421,3.0,12.0,1.0,2.0
31422,4.0,80.0,5.0,6.0
31423,2.0,71.0,4.0,7.0
31424,7.0,26.0,4.0,2.0
31425,11.0,15.0,1.0,2.0
31426,23.0,110.0,9.0,12.0
31427,6.0,30.0,3.0,2.0
31428,6.0,24.0,6.0,11.0
31429,1.0,4.0,4.0,0.0
31430,5.0,16.0,1.0,0.0
31431,4.0,26.0,0.0,5.0
31432,7.0,85.0,3.0,26.0
31433,7.0,26.0,6.0,8.0
31434,4.0,12.0,3.0,2.0
31435,6.0,11.0,5.0,0.0
31436,4.0,29.0,4.0,1.0
31437,11.0,42.0,8.0,8.0
31438,5.0,27.0,3.0,6.0
31439,21.0,97.0,9.0,14.0
31440,4.0,9.0,5.0,1.0
31441,29.0,138.0,13.0,20.0
31442,11.0,70.0,7.0,13.0
31443,0.0,7.0,0.0,2.0
31444,6.0,44.0,5.0,24.0
31445,2.0,10.0,3.0,0.0
31446,2.0,57.0,3.0,6.0
31447,10.0,44.0,5.0,4.0
31448,9.0,57.0,4.0,11.0
31449,4.0,1.0,2.0,0.0
31450,9.0,25.0,3.0,7.0
31451,7.0,7.0,3.0,1.0
31452,7.0,21.0,5.0,6.0
31453,6.0,25.0,2.0,4.0
31454,4.0,0.0,1.0,0.0
31455,6.0,78.0,0.0,12.0
31456,2.0,5.0,3.0,0.0
31457,42.0,172.0,14.0,12.0
31458,25.0,145.0,1.0,3.0
31459,0.0,138.0,0.0,51.0
31460,11.0,209.0,2.0,36.0
31461,10.0,52.0,5.0,14.0
31462,2.0,23.0,2.0,0.0
31463,8.0,227.0,6.0,111.0
31464,18.0,80.0,9.0,7.0
31465,3.0,6.0,3.0,0.0
31466,32.0,192.0,12.0,20.0
31467,6.0,11.0,2.0,1.0
31468,1.0,22.0,0.0,3.0
31469,0.0,38.0,0.0,3.0
31470,7.0,2.0,3.0,0.0
31471,2.0,37.0,2.0,19.0
31472,10.0,83.0,7.0,16.0
31473,0.0,37.0,0.0,5.0
31474,22.0,193.0,6.0,49.0
31475,10.0,77.0,7.0,12.0
31476,8.0,65.0,6.0,16.0
31477,1.0,14.0,1.0,6.0
31478,13.0,237.0,6.0,52.0
31479,4.0,16.0,1.0,0.0
31480,1.0,22.0,0.0,7.0
31481,15.0,244.0,8.0,73.0
31482,36.0,202.0,19.0,67.0
31483,0.0,64.0,0.0,22.0
31484,1.0,31.0,1.0,8.0
31485,9.0,24.0,6.0,2.0
31486,0.0,138.0,0.0,21.0
31487,12.0,16.0,0.0,0.0
31488,7.0,23.0,4.0,12.0
31489,1.0,16.0,0.0,2.0
31490,11.0,58.0,5.0,6.0
31491,3.0,32.0,3.0,4.0
31492,6.0,15.0,4.0,0.0
31493,14.0,121.0,13.0,39.0
31494,11.0,114.0,1.0,8.0
31495,2.0,27.0,1.0,3.0
31496,10.0,43.0,2.0,1.0
31497,11.0,12.0,7.0,2.0
31498,3.0,2.0,1.0,0.0
31499,4.0,38.0,1.0,6.0
31500,14.0,26.0,4.0,2.0
31501,30.0,151.0,16.0,24.0
31502,6.0,1.0,3.0,0.0
31503,4.0,7.0,2.0,0.0
31504,1.0,40.0,6.0,9.0
31505,8.0,24.0,2.0,0.0
31506,3.0,35.0,1.0,13.0
31507,11.0,21.0,7.0,4.0
31508,1.0,15.0,1.0,6.0
31509,12.0,38.0,5.0,0.0
31510,3.0,15.0,3.0,2.0
31511,1.0,16.0,2.0,0.0
31512,10.0,9.0,3.0,0.0
31513,8.0,88.0,3.0,3.0
31514,0.0,2.0,0.0,1.0
31515,0.0,19.0,0.0,3.0
31516,3.0,4.0,3.0,1.0
31517,15.0,60.0,11.0,9.0
31518,8.0,18.0,7.0,4.0
31519,21.0,92.0,15.0,44.0
31520,0.0,8.0,0.0,4.0
31521,9.0,68.0,5.0,13.0
31522,11.0,33.0,7.0,10.0
31523,5.0,3.0,6.0,1.0
31524,16.0,42.0,10.0,12.0
31525,4.0,12.0,1.0,1.0
31526,5.0,24.0,0.0,4.0
31527,14.0,154.0,7.0,25.0
31528,8.0,4.0,0.0,0.0
31529,1.0,46.0,4.0,3.0
31530,7.0,6.0,3.0,0.0
31531,4.0,0.0,2.0,0.0
31532,10.0,41.0,4.0,1.0
31533,6.0,33.0,5.0,10.0
31534,8.0,86.0,4.0,10.0
31535,11.0,27.0,7.0,4.0
31536,8.0,160.0,6.0,54.0
31537,0.0,23.0,3.0,0.0
31538,13.0,20.0,5.0,0.0
31539,4.0,32.0,5.0,4.0
31540,3.0,1.0,1.0,0.0
31541,10.0,17.0,2.0,2.0
31542,5.0,22.0,3.0,4.0
31543,6.0,23.0,5.0,4.0
31544,9.0,23.0,4.0,0.0
31545,6.0,63.0,4.0,10.0
31546,4.0,29.0,4.0,1.0
31547,11.0,254.0,11.0,88.0
31548,29.0,127.0,10.0,13.0
31549,4.0,9.0,4.0,1.0
31550,8.0,68.0,5.0,19.0
31551,3.0,2.0,3.0,2.0
31552,3.0,4.0,2.0,0.0
31553,0.0,170.0,0.0,31.0
31554,6.0,30.0,6.0,4.0
31555,4.0,17.0,1.0,6.0
31556,19.0,56.0,11.0,12.0
31557,3.0,6.0,2.0,0.0
31558,5.0,61.0,5.0,10.0
31559,5.0,0.0,1.0,0.0
31560,0.0,39.0,0.0,12.0
31561,0.0,26.0,0.0,9.0
31562,0.0,83.0,2.0,13.0
31563,5.0,52.0,1.0,7.0
31564,19.0,305.0,14.0,36.0
31565,4.0,3.0,0.0,0.0
31566,13.0,21.0,2.0,2.0
31567,23.0,72.0,11.0,12.0
31568,8.0,62.0,7.0,12.0
31569,8.0,6.0,4.0,0.0
31570,3.0,19.0,3.0,2.0
31571,4.0,20.0,6.0,2.0
31572,9.0,22.0,6.0,3.0
31573,6.0,15.0,6.0,2.0
31574,3.0,156.0,3.0,78.0
31575,5.0,60.0,3.0,17.0
31576,7.0,90.0,5.0,32.0
31577,8.0,15.0,5.0,1.0
31578,0.0,19.0,0.0,7.0
31579,8.0,66.0,3.0,11.0
31580,10.0,61.0,8.0,16.0
31581,8.0,34.0,2.0,0.0
31582,3.0,19.0,3.0,3.0
31583,21.0,123.0,11.0,13.0
31584,5.0,30.0,3.0,9.0
31585,6.0,217.0,3.0,67.0
31586,7.0,2.0,5.0,0.0
31587,4.0,44.0,4.0,9.0
31588,8.0,22.0,1.0,2.0
31589,6.0,2.0,2.0,0.0
31590,17.0,68.0,6.0,13.0
31591,8.0,50.0,8.0,13.0
31592,6.0,34.0,4.0,1.0
31593,5.0,98.0,3.0,26.0
31594,5.0,46.0,3.0,11.0
31595,5.0,2.0,1.0,0.0
31596,10.0,14.0,7.0,1.0
31597,6.0,18.0,2.0,2.0
31598,0.0,36.0,0.0,24.0
31599,9.0,87.0,3.0,9.0
31600,7.0,29.0,7.0,7.0
31601,4.0,13.0,4.0,2.0
31602,6.0,59.0,2.0,13.0
31603,10.0,21.0,1.0,0.0
31604,7.0,11.0,5.0,0.0
31605,0.0,111.0,0.0,31.0
31606,22.0,146.0,9.0,11.0
31607,13.0,25.0,3.0,0.0
31608,0.0,34.0,1.0,9.0
31609,1.0,9.0,1.0,4.0
31610,22.0,99.0,7.0,11.0
31611,18.0,78.0,9.0,4.0
31612,7.0,31.0,6.0,4.0
31613,0.0,29.0,1.0,5.0
31614,4.0,128.0,1.0,15.0
31615,13.0,173.0,5.0,37.0
31616,7.0,81.0,5.0,27.0
31617,1.0,15.0,2.0,1.0
31618,1.0,61.0,1.0,22.0
31619,8.0,37.0,2.0,7.0
31620,11.0,26.0,7.0,2.0
31621,15.0,50.0,5.0,5.0
31622,8.0,29.0,4.0,3.0
31623,17.0,42.0,7.0,2.0
31624,4.0,49.0,5.0,20.0
31625,3.0,19.0,3.0,2.0
31626,5.0,77.0,0.0,13.0
31627,8.0,45.0,4.0,3.0
31628,8.0,82.0,4.0,7.0
31629,1.0,14.0,1.0,0.0
31630,3.0,1.0,0.0,0.0
31631,8.0,34.0,1.0,2.0
31632,9.0,12.0,1.0,0.0
31633,3.0,28.0,1.0,4.0
31634,2.0,73.0,9.0,5.0
31635,3.0,3.0,3.0,0.0
31636,5.0,23.0,2.0,3.0
31637,0.0,23.0,0.0,2.0
31638,5.0,9.0,3.0,3.0
31639,2.0,42.0,0.0,10.0
31640,2.0,20.0,0.0,5.0
31641,1.0,69.0,3.0,13.0
31642,5.0,10.0,1.0,2.0
31643,0.0,54.0,0.0,18.0
31644,3.0,54.0,1.0,11.0
31645,0.0,94.0,0.0,24.0
31646,12.0,44.0,3.0,4.0
31647,3.0,26.0,1.0,7.0
31648,3.0,3.0,1.0,1.0
31649,24.0,72.0,4.0,0.0
31650,3.0,0.0,3.0,0.0
31651,7.0,20.0,5.0,8.0
31652,0.0,24.0,0.0,4.0
31653,8.0,4.0,6.0,1.0
31654,6.0,56.0,3.0,7.0
31655,2.0,96.0,0.0,24.0
31656,10.0,22.0,6.0,2.0
31657,11.0,20.0,7.0,4.0
31658,7.0,132.0,6.0,25.0
31659,13.0,121.0,1.0,16.0
31660,25.0,110.0,13.0,20.0
31661,4.0,33.0,1.0,0.0
31662,3.0,2.0,1.0,0.0
31663,4.0,2.0,1.0,0.0
31664,0.0,84.0,0.0,20.0
31665,10.0,113.0,10.0,30.0
31666,4.0,41.0,0.0,8.0
31667,7.0,201.0,15.0,38.0
31668,3.0,28.0,5.0,0.0
31669,5.0,20.0,1.0,0.0
31670,6.0,50.0,5.0,12.0
31671,11.0,198.0,2.0,25.0
31672,6.0,6.0,0.0,1.0
31673,7.0,110.0,1.0,31.0
31674,0.0,97.0,0.0,25.0
31675,4.0,31.0,0.0,6.0
31676,13.0,20.0,4.0,0.0
31677,11.0,12.0,5.0,0.0
31678,21.0,86.0,11.0,16.0
31679,1.0,28.0,1.0,7.0
31680,5.0,0.0,1.0,0.0
31681,10.0,27.0,3.0,7.0
31682,4.0,27.0,3.0,7.0
31683,5.0,50.0,4.0,12.0
31684,11.0,4.0,4.0,0.0
31685,2.0,3.0,1.0,0.0
31686,7.0,130.0,6.0,33.0
31687,4.0,113.0,4.0,31.0
31688,3.0,51.0,3.0,6.0
31689,5.0,110.0,1.0,26.0
31690,8.0,96.0,0.0,11.0
31691,17.0,56.0,11.0,12.0
31692,4.0,73.0,4.0,5.0
31693,6.0,69.0,6.0,22.0
31694,4.0,12.0,2.0,0.0
31695,14.0,91.0,6.0,43.0
31696,11.0,96.0,6.0,28.0
31697,31.0,62.0,15.0,18.0
31698,5.0,255.0,8.0,65.0
31699,0.0,13.0,1.0,0.0
31700,0.0,36.0,0.0,12.0
31701,18.0,131.0,10.0,13.0
31702,3.0,44.0,1.0,11.0
31703,11.0,27.0,1.0,4.0
31704,6.0,8.0,3.0,0.0
31705,4.0,28.0,4.0,4.0
31706,0.0,46.0,1.0,9.0
31707,9.0,41.0,6.0,1.0
31708,0.0,52.0,1.0,7.0
31709,2.0,22.0,0.0,4.0
31710,6.0,45.0,0.0,14.0
31711,5.0,74.0,5.0,29.0
31712,16.0,31.0,6.0,3.0
31713,0.0,17.0,0.0,3.0
31714,2.0,8.0,2.0,1.0
31715,9.0,24.0,2.0,4.0
31716,2.0,12.0,1.0,1.0
31717,13.0,26.0,3.0,0.0
31718,9.0,9.0,5.0,0.0
31719,2.0,18.0,1.0,0.0
31720,3.0,22.0,1.0,4.0
31721,4.0,27.0,2.0,4.0
31722,1.0,28.0,1.0,4.0
31723,4.0,10.0,4.0,0.0
31724,2.0,5.0,4.0,3.0
31725,0.0,21.0,0.0,1.0
31726,5.0,6.0,5.0,1.0
31727,4.0,33.0,4.0,5.0
31728,9.0,32.0,4.0,2.0
31729,4.0,1.0,4.0,0.0
31730,2.0,31.0,5.0,4.0
31731,2.0,95.0,3.0,16.0
31732,11.0,42.0,6.0,6.0
31733,19.0,56.0,7.0,2.0
31734,0.0,10.0,0.0,0.0
31735,8.0,20.0,6.0,0.0
31736,7.0,4.0,3.0,0.0
31737,3.0,25.0,3.0,0.0
31738,7.0,21.0,4.0,0.0
31739,4.0,28.0,1.0,13.0
31740,5.0,0.0,1.0,0.0
31741,3.0,24.0,3.0,4.0
